Compound,Compound ID,Formula,Description,Link,Neutral mass (Da),m/z,Retention time (min),Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Adducts,1.1,1.2,2.1,2.2,3.1,3.2,4.1,4.2,5.1,5.2,6.1,6.2
10.11_253.2155m/z,CSID10518,C6H13N3,galegine,http://nonlinear.com/redirect/outbound?p=chemspider&param=10518,,253.215525786751,10.11225,38.1,0,3.57254340413074,94.6147836169331,2M-H,80.0573451030003,530.074114867207,45.9617926391456,406.618026852649,50.8126001957749,415.525256253949,53.7307815551597,333.228019723234,50.4933609701727,481.858748435814,67.4191026071053,539.416512797684
10.11_353.1395m/z,1001949,C22H20N4O2,"N-[4-(7-methylimidazo[1,2-a]pyrimidin-2-yl)phenyl]-2-phenoxypropanamide",,,353.139536101791,10.11225,36.4,0,-3.35523038360853,85.9656625684748,M-H2O-H,681.321261594021,5955.54522925728,383.585202830625,4461.1757375271,430.795453037132,4490.4610698445,496.674506393832,3817.42889002024,410.982881682744,4492.47356802343,636.066348766626,4380.21575881881
10.11_414.3180m/z,CSID24660216,C30H43NO,1-[(8Z)-8-Heptadecen-1-yl]-2-methyl-9H-carbazol-3-ol,http://nonlinear.com/redirect/outbound?p=chemspider&param=24660216,,414.31799837912,10.11225,34.5,0,3.17191276285372,76.263384179771,M-H2O-H,1069.36797565722,752.871138938173,104.018683145634,75.8645358996351,1037.50667327389,710.829055190078,328.949516801869,228.674036512173,669.871533592171,530.539366062613,483.851432860271,353.698683693969
10.11_809.5399m/z,1037204,C21H35N5O3,"N-cyclohexyl-4-oxo-8-(3-propan-2-yl-1,2,4-oxadiazol-5-yl)-1,5-diazacycloundecane-1-carboxamide",,,809.539885233238,10.11225,38.2,0,-1.00961947046802,92.4561536999825,2M-H,0.0,0.0,0.0,0.0,47.0426126492401,33.2846985459254,159.632419877324,109.371398806539,76.9638881441742,73.7675761227879,82.9480588436039,56.67532336712
10.13_935.5320m/z,CSID16229673,C21H36N6O6,thr-val-leu-his,http://nonlinear.com/redirect/outbound?p=chemspider&param=16229673,,935.531998719561,10.1265333333333,38.8,4.16,0.00977167917690409,89.7817061670727,2M-H,9.08715820312386,7.41628654936818,20.1874570362969,21.9072879552822,9.67936577072869,4.76971435546653,24.5722045898431,20.5600580262135,7.22815968582721,11.5984337221842,33.7747887451876,28.4446477967318
10.16_482.3060m/z,1004044,C26H41N7S,1-[4-methyl-2-(4-methylpiperazin-1-yl)quinolin-6-yl]-3-[3-(4-propylpiperazin-1-yl)propyl]thiourea,,,482.305984410785,10.1550833333333,34.5,0,-2.38872594734161,75.4100092952787,M-H,701.245390144216,533.328986678323,579.364166140419,465.582383394293,1293.45565819724,1013.27716960241,442.036593806791,322.10289090884,537.7532535791,477.801432206425,414.50199443335,341.612397114336
10.17_327.1264m/z,1000606,C20H18N4O2,"5-[(2-methylphenoxy)methyl]-3-[3-(2-methylpyrazol-3-yl)phenyl]-1,2,4-oxadiazole",,,327.126443746072,10.16935,34.9,0,3.78176240243485,78.9383264391914,M-H2O-H,10.9595031440252,69.4080676678007,3.8972620729675,49.8687988417013,2.28946593623272,39.7307740449904,0.0,30.9640532259238,2.61721315038822,44.2722039080143,5.9748867563179,38.1994120755084
10.18_309.1727m/z,1008060,C18H24N4O2,"4-(5-amino-4-methyl-1,2-oxazol-3-yl)-N-(2-phenylethyl)piperidine-1-carboxamide",,,309.172698111525,10.1836333333333,35.7,0,1.86844103551556,80.5962872338941,M-H2O-H,24.0909280488667,26.6086904699458,18.4424388678679,24.5591085898364,23.2908140975172,21.631080779618,14.3081359863308,15.5354613661806,23.5867888354849,26.8080805395341,22.5699832959685,26.6213698562322
10.18_380.1860m/z,1016204,C23H29NO5,"5-[2-(4a-hydroxy-1,3,4,5,6,7,8,8a-octahydroisoquinolin-2-yl)-2-oxoethoxy]-3,4,7-trimethylchromen-2-one",,,380.186031138874,10.1836333333333,37.5,0,-1.75542517036189,89.7460281719365,M-H2O-H,2606.67606901702,5477.30828990669,1360.91025584043,3079.34565398558,2100.66719432532,3921.73191298989,1444.4335981651,2669.02607258093,2039.91301389315,3611.49861293421,1985.81600132509,3258.23528039338
10.18_525.4190m/z,CSID26666704,C13H30ClN3,"N,N-Diethyl-N-(N,N,N′-triethylcarbamimidoyl)ethanaminium chloride",http://nonlinear.com/redirect/outbound?p=chemspider&param=26666704,,525.4190473436,10.1836333333333,33.9,0,1.27610726697611,70.9282227432595,2M-H,27.3399115073211,20.4594704902448,73.9927211890669,63.9990834004643,103.187986718225,73.1544417060245,22.5126808976984,7.85194187098083,163.398836612766,144.150008722312,44.1436825827031,38.8748995105274
10.18_701.4215m/z,1052954,C18H29N3O4,ethyl 4-[[2-[2-(cyclohexen-1-yl)ethylamino]-2-oxoacetyl]amino]piperidine-1-carboxylate,,,701.421512982408,10.1836333333333,37.2,0,-4.01951005695265,90.6166023091412,2M-H,17.6620179414911,17.9875183105505,16.8881102966479,16.3771972656142,18.4513886374442,15.9959717988972,17.1910400390522,2.54403686523216,20.9509123627481,25.6696382421809,17.2357486486442,12.6600646972762
10.20_353.2050m/z,CSID56096,C22H27FN2O,Parafluorofentanyl,http://nonlinear.com/redirect/outbound?p=chemspider&param=56096,,353.204995160669,10.1979,35.1,2.76,4.31831248467681,77.9307682702344,M-H,19.5460890068329,13.7127685546901,14.110198592802,9.95312488079165,18.7117330578719,15.7532502412778,20.0387551041681,12.681677070516,15.5558474974882,22.6242980957182,22.3198458942932,24.9808502197237
10.21_421.2225m/z,1009302,C24H32N4O4,"N-(oxolan-2-ylmethyl)-2-[6-oxo-3-(pyrrolidine-1-carbonyl)-7,8,9,10-tetrahydro-6aH-pyrido[1,2-a]quinoxalin-5-yl]acetamide",,,421.222537255108,10.2121666666667,34.9,0,-4.49104577886103,79.6021544030707,M-H2O-H,6075.9609891989,5406.47629017504,5287.21239485867,4975.80762855785,5699.85962595685,5433.26545486389,5594.32646650389,5210.61232927688,5577.8809852436,5917.15922107911,5970.73138489219,6065.26180493479
10.28_470.1953m/z,1014484,C25H25N7O3,"1-ethyl-3-[2-oxo-2-(4-pyridin-2-ylpiperazin-1-yl)ethyl]-7-phenylpyrimido[4,5-d]pyrimidine-2,4-dione",,,470.195282012343,10.2757,36.1,0,1.42348816971334,82.4629313973597,M-H,83.5109858811004,88.4663329050425,50.5776096276338,60.6137307272316,60.9916313466287,67.403869688526,71.326154024687,69.7149790302335,0.0,1.64021301269486,62.800636618417,63.6273729901244
10.28_666.5314m/z,CSID113381875,C39H75NO8,"N-[(2S,3R,4E)-1-(β-D-Glucopyranosyloxy)-3-hydroxy-4-pentadecen-2-yl]octadecanamide",http://nonlinear.com/redirect/outbound?p=chemspider&param=113381875,,666.531423057842,10.2757,32.7,0,-0.00557532207058017,63.697655612155,M-H2O-H,57.61321988767,44.4418644309029,70.1240613317587,68.3089609146234,83.6661763228122,59.8544616699415,77.3536374568062,33.1538088321748,0.0,0.0,76.8373715877555,82.7329709529718
10.28_724.4526m/z,CSID113376112,C39H70NO10P,"O-{Hydroxy[(2R)-2-[(8Z,11Z,14Z)-8,11,14-icosatrienoyloxy]-3-(tridecanoyloxy)propoxy]phosphoryl}-L-serine",http://nonlinear.com/redirect/outbound?p=chemspider&param=113376112,,724.452587122182,10.2757,35.2,0,-4.44636799756011,81.2055132720503,M-H2O-H,176.371673481759,194.097730880382,159.686177670357,211.21511380595,212.532853390613,270.133084711348,171.956901827922,210.512295173342,0.0,0.0,255.752985954265,376.347440267561
10.29_375.2721m/z,CSID5408789,C8H18N3O2+,(2S)-6-[(E)-(1-Aminoethylidene)ammonio]-2-ammoniohexanoate,http://nonlinear.com/redirect/outbound?p=chemspider&param=5408789,,375.272113138106,10.2899833333333,38.7,0,1.81665902156474,95.4782773823648,2M-H,320.515313057756,229.794679701285,227.255031681385,176.281621042733,266.684635102703,170.035034179765,176.927254427278,135.180832862853,0.0,0.0,321.220857314605,243.125206071225
10.29_792.4430m/z,CSID10471540,C39H63N5O12,onnamide A,http://nonlinear.com/redirect/outbound?p=chemspider&param=10471540,,792.442952252401,10.2899833333333,34.5,0,3.66336153644969,76.6879404058088,M-H,10.6123834483884,12.9386291503935,12.6184432097707,14.7988220012854,14.4318847694922,11.1073823721261,9.23099474791668,10.430803702971,0.0,0.0,13.274291992181,28.0600204265249
10.30_412.1893m/z,1000017,C23H23N7O,[1-[(4-methylphenyl)methyl]benzotriazol-5-yl]-(4-pyrimidin-2-ylpiperazin-1-yl)methanone,,,412.18928447498,10.30425,36.7,0,0.369113106599682,84.1156612585714,M-H,166.358886718754,197.284351016989,105.161393213579,143.745930809809,166.147663917596,206.271246053461,119.074274065548,147.968229957344,0.0,1.62966429440797,156.40589946506,241.223408494694
10.32_379.1543m/z,1006262,C19H20N6O3,"1-[4-(3-cyclopropyl-1,2,4-oxadiazol-5-yl)pyridin-2-yl]-N-(oxolan-2-ylmethyl)imidazole-4-carboxamide",,,379.154286203533,10.3185333333333,38.3,0,4.92978795257657,97.0565308266131,M-H,1805.1934796556,4023.79392357079,2055.71118956868,3929.88939442994,3166.74161389658,5069.70491773272,3388.02498641425,5271.91564259543,863.953131896323,1979.96789330238,1281.88888545198,2364.94941839434
10.32_745.4320m/z,15730,C17H31N3O6,Glu Ile Leu,,,745.432013324247,10.3185333333333,37.9,0,-4.39644754748755,94.4461746811906,2M-H,7.65008544922222,4.5346984863254,58.5596496479519,47.9147501015638,1.64205932617392,1.59722900390477,56.9414671659424,43.9537956714535,1.35946655273528,6.16339111327602,16.4453284805231,13.1421362874144
10.36_341.1393m/z,1001110,C21H18N4O,"2-phenyl-N-(1-pyridin-2-ylethyl)imidazo[1,2-a]pyridine-6-carboxamide",,,341.139324242995,10.36135,36.1,0,-4.26873973655657,85.5955267908415,M-H,461.995915407114,2235.77648677432,356.808790874267,1822.20521831995,384.197249876093,1655.29636435756,364.854808211399,1435.54597913095,389.584908501126,1829.84885735378,414.712460875488,1705.20841802841
10.36_1075.5993m/z,CSID10310314,C31H42N2O6,Batrachotoxin,http://nonlinear.com/redirect/outbound?p=chemspider&param=10310314,,1075.59933139371,10.36135,33.6,0.655,-1.82626661114183,69.7602195534369,2M-H,1.221191436048,0.0,13.1320598599333,16.0053708553137,0.0,0.0,24.1592118422681,13.4125976562586,0.0,0.0,3.02764880657423,5.98022460936636
10.38_355.1554m/z,1004494,C22H22N4O2,"N-benzyl-2-(4-ethoxy-3-methoxyphenyl)imidazo[1,2-a]pyrimidin-3-amine",,,355.155353911596,10.3756166666667,36.2,0,-2.88884707832716,84.3179878185714,M-H2O-H,186.989012360423,490.931013879335,142.528758979308,341.774763709114,136.49251894905,300.940860604917,121.888796732879,202.09582088131,186.669627937251,397.875479577201,155.599841428498,325.920338523923
10.40_364.2827m/z,CSID67029027,C20H38F3NO,"20-Amino-1,1,1-trifluoro-2-icosanone",http://nonlinear.com/redirect/outbound?p=chemspider&param=67029027,,364.282725340867,10.4041666666667,36.6,0,-1.49805992727128,84.8935176220032,M-H,1649.67345406628,1241.21474027981,223.012670031364,162.362481340139,248.000462930768,172.625527227081,359.289258645337,249.406616210837,467.57466734005,1164.58292917487,352.853527391749,279.702911148339
10.40_410.2890m/z,CSID65328071,C26H41NOSi,"N,N-Dibenzyl-5-{[dimethyl(2-methyl-2-propanyl)silyl]oxy}-4-methyl-1-pentanamine",http://nonlinear.com/redirect/outbound?p=chemspider&param=65328071,,410.289015868731,10.4041666666667,34.4,0,1.34039980544669,73.6358076300606,M-H,386.201416253951,256.254273891429,49.6566339140911,33.0403747558642,53.6932880940803,38.1716460585607,67.248977661131,47.674041509641,98.3705566291596,238.334490538655,72.078658819181,54.9515690803399
10.43_991.5786m/z,985033,C29H40N2O5,"2-[(6,7-Dimethoxy-1,2,3,4-tetrahydro-1-isoquinolinyl)methyl]-3-ethyl-9,10-dimethoxy-1,3,4,6,7,11b-hexahydro-2H-pyrido[2,1-a]isoquinoline 5-oxide",,,991.578557091964,10.4327166666667,37.4,0,-1.62328915643128,89.0531698685398,2M-H,20.31463599205,12.8339834152547,86.3873069711486,67.7334671711754,27.5900096115637,16.1458339130143,101.795170503488,78.4732971191942,1.97051995992388,7.78347766399139,27.0814743700226,22.7753424148326
10.46_400.2469m/z,1025222,C20H31N7O2,"ethyl 1-[[5-methyl-7-(4-methylpiperazin-1-yl)-[1,2,4]triazolo[1,5-a]pyrimidin-2-yl]methyl]piperidine-4-carboxylate",,,400.246870080197,10.4612666666667,36.5,0,0.556369156882262,83.2772642937351,M-H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.6262789895671,0.0,0.0,0.0
10.46_427.2661m/z,1006386,C23H36N6S,1-[2-(diethylamino)ethyl]-3-[2-(4-ethylpiperazin-1-yl)-4-methylquinolin-6-yl]thiourea,,,427.266136290378,10.4612666666667,33.8,0,2.79387504728914,72.2300788909886,M-H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6739196777241,0.0,0.0,0.0
10.54_461.3626m/z,CSID10258017,C29H50O4,certonardosterol J,http://nonlinear.com/redirect/outbound?p=chemspider&param=10258017,,461.362635772848,10.5390666666667,35.1,0,-2.15799724855248,78.1977643716626,M-H,23.0325119354553,20.2964782714914,3.18365110325761,3.1539467590223,0.0,0.0,5.05859374999878,3.95751953124881,4.29120414963947,15.5542259321427,18.2387847304206,14.7493292255947
10.75_945.5731m/z,1001865,C27H35N7O,"N-[2-(3,4-dihydro-1H-isoquinolin-2-yl)ethyl]-1-(7,8,9,10-tetrahydro-6H-purino[9,8-a]azepin-4-yl)piperidine-3-carboxamide",,,945.573098605331,10.7531666666667,34.4,0,-0.256199931124386,72.464315093038,2M-H,8.22210687399314,5.0541381835879,43.8298037052125,32.9269834447584,9.59991455077994,4.30007934570369,54.3377571250536,36.1521605253331,0.0,0.0,17.6203308105518,11.4346008300731
10.75_1059.5637m/z,57800,C30H42O8,Proscillaridin A,,,1059.56373756159,10.7531666666667,36.6,0,-4.64145289016958,88.6257775931955,2M-H,40.4284106900243,27.8941651582664,182.009295242657,142.74304912787,40.0435447262171,26.6394653320364,209.442078590426,146.623272327697,17.8309233724154,8.21203619240987,72.6726205099095,68.5790732579761
10.85_456.2843m/z,264048,C21H39N5O6,Gly Val Ile Gly Ile,,,456.284339270603,10.84525,34.6,0,3.45887816369568,76.8936551669231,M-H,16.5163269042964,14.6361828092929,21.590347409238,18.5994186704671,43.273025035856,32.8854048984344,8.86755371093705,8.55044692189845,16.9312287568963,8.65032182271608,11.8597410917267,8.9423980712875
10.89_613.2392m/z,1032024,C16H21NO3S,"2-(4-methylpiperidine-1-carbonyl)-4,5,6,7-tetrahydro-1-benzothiophene-5-carboxylic acid",,,613.239161261326,10.8880666666667,36.5,0,-3.24197910798149,86.1363683254989,2M-H,25.830231424969,26.3172443051121,29.3488968633398,28.6396306005003,28.5446787924671,23.9968178016306,20.77688160265,19.9626199235488,13.8410051990108,11.46149349528,57.1981625206269,37.2281191348911
10.90_637.2638m/z,1005690,C16H21N3O2S,"N-cyclohexyl-2-(1-methyl-2-oxopyrido[2,3-b][1,4]thiazin-3-yl)acetamide",,,637.263779574825,10.90235,37.6,0,0.250916728654241,88.2031839994288,2M-H,14.0503819476542,7.88079845904963,13.8979279617195,13.8340760767453,16.2055204985348,13.661682188498,13.1783189130681,15.7039794921891,2.63926254235504,2.55027485514471,33.3751832246678,43.1693247513921
10.90_989.5623m/z,1011616,C27H37N5O4,"2-[4-[2-(azepan-1-yl)-2-oxoethyl]piperazin-1-yl]-6-(2,2-dimethylpropanoylamino)quinoline-4-carboxylic acid",,,989.562258843474,10.90235,37.6,0,0.429952650315703,88.311858427913,2M-H,17.0812377929662,14.9932861328186,75.6479587914603,65.9919542732074,24.6758115887569,12.8341369628913,61.0732725858667,43.7800292372666,12.954589843747,8.86772893681495,19.5409545302403,25.4535910939059
11.02_775.4790m/z,16383,C16H32N6O5,Leu Arg Thr,,,775.479025158964,11.0165333333333,38.7,0,-0.688633330234229,94.5504001853351,2M-H,26.9358818363633,19.8320183746565,154.414692132116,115.82110067368,36.6628599423571,23.9039164958245,277.763924311606,190.893992227645,33.0053376717843,27.9127752669478,63.17516499516,62.7995081935862
11.08_482.3074m/z,1004044,C26H41N7S,1-[4-methyl-2-(4-methylpiperazin-1-yl)quinolin-6-yl]-3-[3-(4-propylpiperazin-1-yl)propyl]thiourea,,,482.307447918017,11.0800666666667,34.7,0,0.639338569080947,74.3902847021051,M-H,98.6119391173098,59.1663053035664,94.0683098151964,58.0868841810275,144.900344967815,98.2946749069079,77.4862768941904,53.5717387848041,39.2696475401416,35.4638324175761,55.0822603702566,57.3528148202104
11.08_1029.7466m/z,CSID13828819,C24H49N7O5,leu-lys-lys-lys,http://nonlinear.com/redirect/outbound?p=chemspider&param=13828819,,1029.74658712716,11.0800666666667,36.5,0,-5.01808925551855,88.2295336554558,2M-H,0.0,0.0,20.267028748971,16.9093016386003,135.850037097853,79.7019653321132,102.836701265254,78.8592073939295,61.8634212349636,45.6845155821841,0.0,0.0
11.09_255.2303m/z,CSID60335,C12H28N6,Synthalin A,http://nonlinear.com/redirect/outbound?p=chemspider&param=60335,,255.230283099804,11.0943333333333,37.6,0,0.0567122340672986,87.8933735491362,M-H,312.306132890584,258.087028307292,295.753573236442,219.093262730206,341.31714449107,238.891074801431,339.345275821782,262.010815716455,176.57401012182,167.854984027209,341.993284834747,335.003999352583
11.09_384.1598m/z,1000085,C23H21N4O2,"N-(3-cyanophenyl)-2-(6,7-dimethyl-10-oxo-1,3,4,5-tetrahydrobenzo[b][1,6]naphthyridin-2-yl)acetamide",,,384.159793922162,11.0943333333333,35.3,0,1.608193989827,78.3171128092498,M-H,30.7687988281255,20.5188112745721,27.1311202063007,23.8115163786137,25.340415718757,26.924987673738,22.6051360669343,29.3934630155494,28.0012632480009,33.2248734649728,30.9151762724078,37.7323150634756
11.09_405.1580m/z,1001881,C22H25ClN6O,"N-(4-chlorophenyl)-1-(7,8,9,10-tetrahydro-6H-purino[9,8-a]azepin-4-yl)piperidine-3-carboxamide",,,405.158048387488,11.0943333333333,30.6,0,-4.5915709209814,58.2080019455006,M-H2O-H,12.0140075087519,11.7118835449133,8.27689281918037,9.58991456966351,9.54293406970256,4.48608398437111,6.61239629984161,7.12509143352676,7.852004583707,8.62655639648563,10.7002258300812,12.8059387207059
11.09_484.3216m/z,CSID9671855,C33H45NO3,"2,2′,2″-[Nitrilotris(methylene)]tris[6-(2-methyl-2-propanyl)phenol]",http://nonlinear.com/redirect/outbound?p=chemspider&param=9671855,,484.321627069173,11.0943333333333,35.1,0,-0.94530710866913,76.4196380598303,M-H2O-H,154.659176753847,101.026191749821,107.338043535914,67.4928212927779,260.316729895897,169.609711531714,80.5207815170077,54.0335284261114,107.947308900426,89.1511029534286,90.0566731644534,79.2228545546473
11.09_613.3947m/z,1078093,C15H25N5O2,"N-methyl-N-[2-(methylamino)-2-oxoethyl]-3-propan-2-yl-6,7,8,9-tetrahydro-5H-[1,2,4]triazolo[4,3-a]azepine-5-carboxamide",,,613.394739783993,11.0943333333333,37,0,0.595841911280328,85.5881102758903,2M-H,62.6786936114536,46.8779753783231,39.5398195225025,33.3136305879022,32.4780210265004,27.7868904836279,31.9898807083229,28.7448425292874,30.6243585541351,25.6472218759312,50.2818036926132,52.4856266379313
11.11_393.1715m/z,1000703,C25H22N4O,2-(4-methylphenyl)-N-[(2-methylphenyl)methyl]-4-pyridin-4-ylpyrimidine-5-carboxamide,,,393.171511875534,11.1086166666667,34.6,0,-1.45374624456898,74.9578908637376,M-H,8.49725068006789,10.5181732177758,0.0,3.57575988769594,0.0,1.16525268554724,1.00801083445688,0.0,0.0,0.0,6.52877807617668,5.3612577698543
11.11_827.5773m/z,CSID113377071,C46H85O10P,"(9Z,21R,27S)-24,27,28-Trihydroxy-24-oxido-18-oxo-19,23,25-trioxa-24λ~5~-phosphaoctacos-9-en-21-yl (13Z,16Z)-13,16-docosadienoate",http://nonlinear.com/redirect/outbound?p=chemspider&param=113377071,,827.577290764808,11.1086166666667,34.3,4.33,-4.18640270046227,71.9284453695884,M-H,52.1659795747101,0.0,0.0,0.0,0.0,0.0,1.67688672462483,0.0,0.0,1.65081787109636,57.8318480253455,43.1601807753053
11.30_628.2685m/z,CSID16583228,C36H37N7O5,ala-trp-trp-trp,http://nonlinear.com/redirect/outbound?p=chemspider&param=16583228,,628.26854833236,11.3006,34.9,0,1.19337173534716,75.7923835552198,M-H2O-H,4.31839072554472,5.31565909719872,2.3260498046854,4.53622424602622,48.7670288085964,50.315756520898,0.0,0.0,3.11026000976739,3.14624023436983,1.61337274312837,5.07559210061862
11.33_993.5942m/z,CSID113380464,C50H93O18P,"(2R)-1-(Heptadecanoyloxy)-3-[(hydroxy{[(1S,2S,3S,4S,5R,6S)-2,3,4,5-tetrahydroxy-6-(α-D-mannopyranosyloxy)cyclohexyl]oxy}phosphoryl)oxy]-2-propanyl (9Z)-9-octadecenoate",http://nonlinear.com/redirect/outbound?p=chemspider&param=113380464,,993.594175949325,11.32915,33.1,0,2.03836563054466,68.1233017960843,M-H2O-H,27.0428466796831,17.3033751845358,61.0975847548828,43.3036495446979,12.0732445408289,8.08447265625318,66.6538052685371,55.4104914664865,7.40606689453176,5.32327270507778,16.2604497308464,14.8663098986782
11.37_923.4427m/z,1002593,C26H30N4O4,"N-[1-(2,5-dimethoxyphenyl)ethyl]-1-(3-phenoxypyrazin-2-yl)piperidine-3-carboxamide",,,923.442721216225,11.3719666666667,33.8,0,-3.69220429553926,73.5695386424723,2M-H,0.0,0.0,5.3586730956971,9.89923089742496,5.96953608920009,8.77407836913795,8.0108032226542,7.08462518453928,12.071189464177,14.468353390698,18.0212250267022,19.0859069824336
11.39_919.5057m/z,997319,C26H32N6O2,"6-[(4-ethoxy-3-methoxyphenyl)methyl]-2-(4-pyridin-2-ylpiperazin-1-yl)-7,8-dihydro-5H-pyrido[4,3-d]pyrimidine",,,919.505741529172,11.38625,36.8,0,-4.70455788265277,89.6431135913318,2M-H,0.0,2.14840698242006,4.39578968749371,2.51739513873861,7.74840601011138,8.08325201273465,14.2211048512815,6.34176635742244,6.11492238388684,13.7795795978389,23.0303542242845,28.594924875968
