Compound,Compound ID,Formula,Description,Link,Neutral mass (Da),m/z,Retention time (min),Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Adducts,1.1,1.2,2.1,2.2,3.1,3.2,4.1,4.2,5.1,5.2,6.1,6.2
4.60_459.1988m/z,1017083,C25H28N6OS,[1-(3-phenylsulfanylpyrazin-2-yl)piperidin-4-yl]-(4-pyridin-2-ylpiperazin-1-yl)methanone,,,459.198845484947,4.60378333333333,34.2,0,3.45796384311752,75.1112144755662,M-H,0.0,0.0,42.047699514477,74.8827819823632,32.0764145733802,70.8653359106589,0.0,1.20066756710567,0.0,0.0,2.21921172972827,17.7782472916683
4.59_772.3709m/z,CSID4911297,C40H53N7O10,N~2~-{(2R)-2-[(1S)-1-Hydroxy-2-(hydroxyamino)-2-oxoethyl]-4-methylpentanoyl}-L-asparaginyl-4-benzoyl-L-phenylalanyl-N~6~-5-hexynoyllysinamide,http://nonlinear.com/redirect/outbound?p=chemspider&param=4911297,,772.370904506837,4.5895,33.1,0,4.23892944579378,70.2643422324316,M-H2O-H,9.17703247070006,7.46542376279217,16.6383361816488,12.0051269531322,19.8425526270897,10.1384887695459,5.10754394531125,9.11542785327339,68.3680419922442,55.7176208496486,2.65322875976278,7.16589355468352
4.58_545.2576m/z,18731,C11H19N3O5,Pro Thr Gly,,,545.257581872635,4.57523333333333,37.3,0,-0.152194327388422,86.6322154343778,2M-H,57.905374907864,51.3270254134752,1.09984624198137,0.0,0.40705784700087,1.67624071272541,1.44433593750034,1.67001342773415,0.0,2.42404174804898,7.13085254668864,7.30376597477844
4.55_615.1575m/z,1032875,C14H16N2O4S,"(3-methylphenyl)methyl 2,5-dimethyl-1,1-dioxo-1,2,6-thiadiazine-4-carboxylate",,,615.157518910281,4.54668333333333,36.7,0,-2.20826740599514,86.2813573100979,2M-H,10.3618716551788,7.78564449317424,1211.48420338198,1075.54050749741,605.493068694772,509.970551430865,44.5777583718343,51.2537138809715,0.0,0.0,37.5559081435259,41.0151976943039
4.55_569.1573m/z,CSID10491043,C16H15NO2S,"6,7-Dimethoxy-4-phenyl-2H-1,3-benzothiazine",http://nonlinear.com/redirect/outbound?p=chemspider&param=10491043,,569.157300012041,4.54668333333333,36.9,0,-0.216702224451963,84.8915829991927,2M-H,2.96719360351426,3.25344259726582,283.091064453262,410.911511639369,129.09177248394,155.09750270853,12.008950663069,11.135597221285,0.0,0.0,10.0025052127737,11.0471849321086
4.55_457.1817m/z,1011637,C25H23FN6O2,,,,457.181661715788,4.54668333333333,35.1,0,4.98906340248307,81.4454702473302,M-H,20.9601779308534,49.8567102456555,2016.4613083293,2562.74528515198,854.113497565804,1167.185566454,74.0941553774889,160.694062232973,1.66786187887013,2.46589733879672,73.4266556298051,108.91658015146
4.52_955.5368m/z,CSID10190998,C30H38O5,Netzahualcoyonol,http://nonlinear.com/redirect/outbound?p=chemspider&param=10190998,,955.536796838431,4.51813333333333,37.6,0,0.235504552133433,88.1776311722271,2M-H,4.26858520507699,2.77288818359494,9.83631020729704,4.67488540528875,11.0922545194672,7.42570427227067,1.97656250000307,2.60531616210403,107.464418530469,113.230317115762,16.2525939941392,15.4137463516813
4.52_999.4297m/z,CSID16593805,C19H32N8O6S,asn-cys-his-lys,http://nonlinear.com/redirect/outbound?p=chemspider&param=16593805,,999.429729526122,4.51813333333333,37.4,2.99,3.90026889972563,88.4724388273297,2M-H,7.32129805797436,3.72351062297844,0.0,0.0,0.0,0.0,0.0,0.0,46.5597187563883,54.473022580128,0.0,3.15609653795343
4.52_856.3441m/z,CSID21230362,C47H57ClN3O9S,"ethyl 1-(3-cyano-3,3-diphenyl-propyl)-4-phenyl-piperidine-4-carboxylate;[(1S,5R)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] 3-hydroxy-2-phenyl-propanoate;sulfuric acid;hydrochloride",http://nonlinear.com/redirect/outbound?p=chemspider&param=21230362,,856.344089143815,4.51813333333333,29.5,0,4.22828470903108,52.1925197222808,M-H2O-H,39.6668396592048,30.5451048612752,29.8285567075625,19.9596253633499,44.2319171413128,33.6538696289205,51.8832396864956,50.9291580615374,85.0375581747463,99.7260748147816,53.5101318359595,55.0833666585144
4.52_272.0538m/z,CSID13092196,C14H11FN2OS,Flutemetamol F-18,http://nonlinear.com/redirect/outbound?p=chemspider&param=13092196,,272.053800039688,4.51813333333333,47.7,59.9,3.40390825336745,82.4592500807083,M-H,226.496528479253,267.368684597526,80.2928466797125,87.2665095328063,13.6158752739378,14.9917776935511,127.762999534713,107.108509051647,256.764935517981,261.347394823913,155.024766445194,121.933934548708
4.50_789.3708m/z,1006919,C22H26ClN5,"2-(4-chlorophenyl)-4-(4-cyclohexylpiperazin-1-yl)pyrazolo[1,5-a]pyrazine",,,789.370766280799,4.50386666666667,33.2,0,3.41052788238859,70.1765454591859,2M-H,1748.90821392251,1747.05096542891,1321.30492911206,1231.10421515144,1758.04569244296,1677.38911449861,2199.4109765004,2288.06771767119,4915.37392635933,5239.15170621903,2535.93216659865,2631.94603735363
4.50_726.3770m/z,CSID10141064,C38H51N9O7,wainunuamide,http://nonlinear.com/redirect/outbound?p=chemspider&param=10141064,,726.376993036211,4.50386666666667,35.9,0,4.94928902126731,85.2462669328907,M-H2O-H,6266.63775027832,6194.76833551226,4047.0247346893,6031.36540475408,4753.80712308356,6511.53327258962,7273.40333165033,6985.72367360207,11735.2622206125,16313.7502271686,8182.61855959898,8166.82481167199
4.49_711.3197m/z,1005800,C19H21FN4O2,2-fluoro-N-[1-oxo-1-(4-pyridin-2-ylpiperazin-1-yl)propan-2-yl]benzamide,,,711.319723522773,4.48958333333333,37.8,0,-3.80210003189908,93.3000555457639,2M-H,15783.0198553233,15704.3381115572,6415.05406221803,5928.26792283219,5544.65433282917,5061.3439426691,8859.11201674553,8954.66369045046,8293.03048105315,8428.340244673,5281.68524468048,5437.10415374879
4.49_565.3330m/z,245213,C23H42N12O5,Val Arg His Arg,,,565.333009400661,4.48958333333333,36,0,0.306053406866733,80.1285771322982,M-H,26.4242137172267,26.2740565218438,31.5956832193813,26.6576801214423,22.2654333488237,13.744476497173,69.5795191605261,72.4285888671273,40.6397141585625,50.5738220215009,26.0648239132661,30.8316932204515
4.42_633.1665m/z,CSID30774033,C14H14F3NO4,"(S)-3-(2-Nitro-1-(3-(trifluoromethyl)phenyl)ethyl)pentane-2,4-dione",http://nonlinear.com/redirect/outbound?p=chemspider&param=30774033,,633.166514754872,4.41821666666667,41,14.6,-1.88404329093802,92.5437354096375,2M-H,0.0,0.0,23.5419919490917,20.4650401862551,81.2734674215309,68.8049912341356,0.0,0.0,0.0,0.0,0.0,0.0
4.39_483.2219m/z,1009381,C26H34N3O4S,"ethyl 3,5-dimethyl-4-[3-[4-[(4-methylsulfanylphenyl)methylcarbamoyl]piperidin-1-yl]-3-oxopropyl]-1H-pyrrole-2-carboxylate",,,483.221895461406,4.38966666666667,33,0,4.47994509681273,70.0479188826498,M-H,4.56487368262445,4.09469620322184,9.47650271304537,11.011237698801,6.23457167324421,7.73591071306073,5.87870723942462,26.8792048047705,4.89973500794442,7.31327819824185,5.23160824578716,21.765350341802
4.37_593.2576m/z,CSID10210004,C30H44O13,briaexcavatolide L,http://nonlinear.com/redirect/outbound?p=chemspider&param=10210004,,593.257614062642,4.36896666666667,34.5,2.18,-4.46825870716555,75.7356046661438,M-H2O-H,83.691436403471,81.2478597485815,54.0393199445789,48.6242738129925,38.259110267223,25.8904430268874,48.2548087784612,50.4812643239787,108.908707935171,130.658552113155,118.154699377449,116.902637435461
4.35_793.2152m/z,1002981,C20H19N3O4S,"methyl 3-(3-methoxyphenyl)-4-oxo-2-(1,3-thiazolidin-3-yl)quinazoline-7-carboxylate",,,793.215247675736,4.3547,35.5,0,4.11712984641569,82.0660593560407,2M-H,57.6415916646448,57.5234613857488,10.5355053688849,9.67059487687778,12.5220827675824,2.81661987305597,25.7670907066212,25.6082631341844,22.790638347664,31.2213496404401,6.51123046875301,9.96066381618504
4.35_611.2702m/z,1005977,C16H22N2O2S,"2-methyl-N-(2-methylpropyl)-4-oxo-5-propylthieno[3,2-c]pyridine-3-carboxamide",,,611.270182567586,4.3547,34.6,0,-4.79993961012621,78.7618294011967,2M-H,27.5605201308989,25.4349034140438,7.9062944158167,5.86088514582701,7.16484633253505,5.18593961056038,21.0563627643798,24.3589511989796,12.9121249374877,18.6082059629275,7.51799185582756,12.0765936693131
4.34_564.2014m/z,CSID34565002,C29H32ClN5O5,"tert-butyl (4-(2-(6-(2-chloro-3,5-dimethoxyphenyl)-2-(methylamino)-7-oxopyrido[2,3-d]pyrimidin-8(7H)-yl)ethyl)phenyl)carbamate",http://nonlinear.com/redirect/outbound?p=chemspider&param=34565002,,564.201388929442,4.34041666666667,33.8,0,-0.940604930775662,70.1943989713757,M-H,8.98492443561111,10.067999566729,7.88604739308215,1.16357421875108,24.6356750914949,18.9325150697957,0.0,1.51315307617028,3.1542358398442,6.5223083496137,2.16598510742159,3.26660156250483
4.34_448.1220m/z,1016043,C23H21N4O4S,"N-(2,3-dihydro-1,4-benzodioxin-6-yl)-2-[[5-(2,3-dimethyl-1H-indol-5-yl)-1,3,4-oxadiazol-2-yl]sulfanyl]propanamide",,,448.121960301682,4.34041666666667,34.7,0,1.97173651860245,75.7978644601413,M-H,578.513591553458,652.482345461721,139.794195409059,151.281822519462,61.2879875234729,68.3249183857408,318.470947139388,392.638680542141,318.028803036174,417.029619610438,232.38661851579,295.48943673669
4.27_478.1328m/z,1007956,C21H28ClN5O5S,ethyl 2-[[3-[4-(2-chlorophenyl)piperazin-1-yl]sulfonyl-1-propylpyrazole-4-carbonyl]amino]acetate,,,478.132773133543,4.26905,31.3,0,1.30048038811092,57.9740113285211,M-H2O-H,113.571762820364,106.297720154086,63.3423809197704,58.4749423645361,13.786041259768,12.8404238223944,90.8620685952183,110.527972569879,121.114666546605,150.257314386377,78.0373843980584,111.902667085533
4.24_561.1566m/z,72568,C14H16ClNO3,Ofurace,,,561.15656608716,4.2405,34,0,0.178535100053705,70.0842746322709,2M-H,1.88668823242409,1.37939453124858,206.680355758771,177.372112316583,251.809854471282,233.334381103645,45.2757264376093,49.2537842392974,177.526472156987,206.264653802687,275.197946351404,301.771759033182
4.20_375.1998m/z,1000789,C23H27FN4O,"N-[(2-fluorophenyl)methyl]-1-[2-(1-methylpyrrolo[2,3-b]pyridin-3-yl)ethyl]piperidine-4-carboxamide",,,375.199826851443,4.19768333333333,35.1,0,1.97415892948621,77.8874390440565,M-H2O-H,22.6208219420442,31.8731391400682,36.0769384993741,32.7855070806135,57.635184973187,60.6580888645322,81.9457705768989,111.759019911358,33.8903225235815,55.6362013213798,0.0,0.0
4.18_503.2475m/z,1034626,C13H17FN2O2,3-(4-fluorophenyl)-1-methyl-1-(oxolan-3-ylmethyl)urea,,,503.247541141003,4.18341666666667,37.1,0,0.0109967872488723,85.7350129039734,2M-H,122.654291071167,116.30453982738,0.0,0.0,1.43198451972432,1.22219848632932,3.75541235186318,1.50082397460938,1.42163942893359,2.75808715820426,38.4373807566451,36.7830560837621
4.17_639.1878m/z,1044498,C16H14F2N2O3,"1-(3,4-difluorobenzoyl)-N-(furan-2-ylmethyl)azetidine-3-carboxamide",,,639.187776249453,4.16913333333333,37.8,0,0.867184792853831,89.8828461325921,2M-H,112.562487514115,101.615616960699,214.474028899792,170.752387284791,89.3214370188662,82.1780182407861,266.511241251375,265.790012894621,456.331281204621,462.276214607482,103.087677121176,102.364257335708
4.15_593.1676m/z,1050486,C14H11N5O3,6-(2-methylquinolin-8-yl)oxy-5-nitropyrimidin-4-amine,,,593.167642735416,4.15486666666667,35.8,0,4.27602596121752,83.7533067157387,2M-H,7.12537211340006,7.93452467242115,22.0866335168979,14.395383890183,7.93396257869394,3.30041808115021,14.4786634987675,17.3190821065509,29.1609038737247,32.3843884628512,5.07483763742981,8.51481945938637
4.14_833.1695m/z,1046952,C16H18F3N5OS2,"2-[[5-(4-methylpiperazin-1-yl)-1,3,4-thiadiazol-2-yl]sulfanyl]-N-[3-(trifluoromethyl)phenyl]acetamide",,,833.169539708156,4.14058333333333,35.6,0,-4.98407613529372,83.570946335445,2M-H,414.849919075206,429.910528237999,226.72025252149,242.7309011348,153.628558383387,162.895100759508,416.987390701611,380.016935318034,359.995177330818,406.009985067482,393.597711532876,404.964386135643
4.14_765.1806m/z,1009641,C19H17N3O4S,"ethyl 2-oxo-2-[4-[(5-phenyl-1,3,4-oxadiazol-2-yl)methylsulfanyl]anilino]acetate",,,765.180625957605,4.14058333333333,37.4,0,-0.0674587154096256,87.2015243350611,2M-H,2850.01431111355,2745.74118830233,1671.80796894009,1919.43697968052,1332.55592600747,1587.31951796842,2678.97548801327,2782.95017872527,2525.57040043566,3188.07356676562,2878.06440644042,2937.23973480518
4.13_609.1792m/z,1003648,C15H16ClN3O2,"N-(5-chloro-2-methoxyphenyl)-5,6,7,8-tetrahydroimidazo[1,2-a]pyridine-2-carboxamide",,,609.179205677383,4.12631666666667,33.4,0,0.447693014699835,67.584988037813,2M-H,27.0626480593753,23.9630038592283,42.5539301232839,37.4406988638608,24.4781286374584,19.7692575133171,58.4068324113702,67.4950690773048,66.7589113744242,87.3029593288923,17.2209409276819,23.3537597656259
4.13_485.2381m/z,16082,C10H17N3O4,Gly Pro Ala,,,485.238133762347,4.12631666666667,36.8,0,3.28666123292729,87.7988239628888,2M-H,32.5342918174523,38.7171020507889,3.05947046006122,5.37583578094062,1.54046940704761,3.77103143133806,6.36360154959499,10.4798146617695,6.26597518281808,13.1505065223111,2.72802914122551,7.12490965987788
4.09_831.2338m/z,1020420,C21H21FN2O4S,"7-fluoro-N-[1-(4-methoxyphenyl)ethyl]-5,5-dioxo-2,3-dihydro-1H-pyrrolo[2,1-c][1,4]benzothiazine-4-carboxamide",,,831.233788119321,4.09133333333333,34.8,0,-0.178086950259129,74.2917421470789,2M-H,39.7174742199263,36.9882323777731,11.7788240931431,13.1873532258275,5.59046870597308,4.15835571288449,26.426271185534,30.3105872740263,13.6413473796193,19.6958254126555,7.09691939070105,7.15945428610399
4.06_481.1696m/z,1016371,C25H27FN4O3S,N-(4-fluorophenyl)-1-(6-pyrrolidin-1-ylsulfonylquinolin-2-yl)piperidine-3-carboxamide,,,481.169607726231,4.06278333333333,33.2,0,-3.95248728944111,70.7731461745073,M-H,51.3550109863308,57.210815429702,3.25649972487969,6.85006425312959,10.0232607927799,12.463363707062,7.84043355972404,10.3627991795715,27.8764019071425,42.1179670014326,6.29520774495366,9.10890209675151
4.03_214.1418m/z,CSID29786398,C14H23NSi,2-{[1-(2-Methyl-2-propanyl)-1-silolanyl]methyl}pyridine,http://nonlinear.com/redirect/outbound?p=chemspider&param=29786398,,214.14179510585,4.03423333333333,35.4,0,-1.45725761113113,78.8594686773984,M-H2O-H,8.36172439960405,13.1716690063523,47.0243332722408,50.3256530761565,36.228597356047,42.6480716518685,5.33365313386245,3.90484493182969,48.3617248853322,75.3621215224282,17.733801942632,23.7017766355958
4.01_478.1320m/z,1007956,C21H28ClN5O5S,ethyl 2-[[3-[4-(2-chlorophenyl)piperazin-1-yl]sulfonyl-1-propylpyrazole-4-carbonyl]amino]acetate,,,478.132011061721,4.00568333333333,31.7,0,-0.232400777515897,58.9069577917779,M-H2O-H,108.768862878944,147.630462825221,153.127621902908,195.746730241583,43.7431883730888,43.723357915872,106.970900661811,144.155281235907,260.352238232228,358.359633386373,175.911085882686,179.059371530933
3.96_719.2157m/z,1048149,C21H16N2O4,N-(2-benzoyl-4-methylphenyl)-2-nitrobenzamide,,,719.215675746964,3.96286666666667,37.1,0,1.30262200552747,87.2124600651429,2M-H,36.2157715388017,33.369903564457,29.7884497097167,27.0285032987668,25.4121917625704,18.9661865234418,36.3820498409628,47.3307355459507,24.7966818053009,30.8838305456689,40.5445637959451,36.0877687931043
3.96_561.1598m/z,1044105,C12H15N3O3S,"N-(2-hydroxy-3-methoxy-2-methylpropyl)-2,1,3-benzothiadiazole-5-carboxamide",,,561.159799276557,3.96286666666667,36.2,0,0.446487209381862,81.7909510275505,2M-H,20.7785341739576,20.3421980921529,10.0750945619857,9.92785644531301,9.50155271335392,10.3975526094455,21.1674501895867,31.4406127929955,3.46536596592104,9.01086413859906,4.42037969827788,4.7164425301742
3.95_467.1849m/z,1004899,C26H24N6O3,"N-cyclopentyl-2-[4-oxo-3-[(3-phenyl-1,2,4-oxadiazol-5-yl)methyl]pyrimido[5,4-b]indol-5-yl]acetamide",,,467.184934235401,3.9486,34,0,2.61006783675265,73.2592116645359,M-H,36.0054779052703,37.6798001705897,19.710785388005,19.3768789662788,14.1191828455532,12.94190018155,18.9842301208084,23.0164183974174,43.8623507022913,56.0477290153435,19.4663861720077,25.6977381706211
3.86_669.2030m/z,1016096,C14H17N5O3S,methyl (2S)-4-methylsulfanyl-2-[[3-(tetrazol-1-yl)benzoyl]amino]butanoate,,,669.202956994874,3.85651666666667,37.1,0,-0.27965674712208,85.8050267569974,2M-H,46.7774657607087,41.6926568150683,29.8318579282551,25.7904054815303,9.30893783091169,11.5986684254307,47.8645326809136,51.3384709358239,41.0519117935881,44.5994567871116,10.144161555744,8.13653978584405
3.80_551.2088m/z,17947,C9H16N4O6,Asn Ser Gly,,,551.20878620008,3.79941666666667,36.7,0,3.79224872847854,88.011044916025,2M-H,0.0,0.839416503907842,35.4022853991874,40.4192197322724,46.1431884169896,45.5044559240312,1.21868890523865,1.00527270369457,0.0,0.0,1.5427866398642,1.60369867086285
3.79_701.2644m/z,1037242,C17H22ClN3O3,"[(3S,4S)-1-[(3-chlorophenyl)methyl]-4-[3-(2-methoxyethyl)-1,2,4-oxadiazol-5-yl]pyrrolidin-3-yl]methanol",,,701.264393334013,3.78515,31.8,0,2.46516144045451,61.8486095084806,2M-H,68.6653444766917,62.5582883358036,28.2576861218576,26.5218332838006,22.100517289333,23.1804938009435,50.5814514160137,48.8778994083589,62.8781111674515,73.0857539176827,26.3664855957124,27.1615080826348
3.79_503.2484m/z,1034626,C13H17FN2O2,3-(4-fluorophenyl)-1-methyl-1-(oxolan-3-ylmethyl)urea,,,503.248366260359,3.78515,36.8,0,1.64731108016573,85.7350129039734,2M-H,81.0046129609578,88.5040893554703,0.371889204235722,0.0,0.0,0.872574252407183,0.0,0.0,2.15619065415848,5.40038443687729,32.8347745664471,28.9169663306162
3.71_609.2525m/z,1004307,C16H18FN2O3,methyl 6-fluoro-4-(3-methylbutylamino)-2-oxo-1H-quinoline-3-carboxylate,,,609.252522401788,3.71378333333333,37.7,0,-0.807028245783979,89.2609634628895,2M-H,238.225824659584,247.833312034552,81.4118625159243,78.2209682545403,77.4112987561748,70.2569137169196,108.320541898245,109.949744174486,227.04411543117,259.331521611915,202.978891877784,210.198285197388
3.69_783.1916m/z,1041740,C19H18F2N2O3S,"N-[(1R,4R,5S)-3-(3,5-difluorophenyl)sulfonyl-3-azabicyclo[2.2.1]heptan-5-yl]benzamide",,,783.191634543977,3.68523333333333,36.2,0,-2.96963966013779,84.657606260442,2M-H,11.3389817356565,8.62306403202883,58.4848837962353,38.3767082691429,35.0207824706799,29.3304749131201,55.7725701983987,47.6878137855316,3.60644531250063,0.0,15.0677782909695,13.9174499511727
3.64_435.1869m/z,1000446,C24H30N4O3S,"N-[3-(azepan-1-yl)propyl]-3-[3-(4-methylphenyl)-1,2,4-oxadiazol-5-yl]benzenesulfonamide",,,435.186918304182,3.64241666666667,33.8,0,1.97617034420949,71.5125239512456,M-H2O-H,44.8555223255222,38.5433556591246,7.15620745677925,2.72981913044028,4.24600490894213,2.78043668716085,9.21855952161174,14.2426064730323,0.903728345011043,4.30430462058247,8.64192110788755,10.8332843976545
3.61_461.1041m/z,1004600,C21H23ClN4O4S,"2-[2-chloro-5-(4-ethylpiperazin-1-yl)sulfonylphenyl]-5-(4-methoxyphenyl)-1,3,4-oxadiazole",,,461.104126631724,3.61386666666667,31.1,0,-3.13964719672181,59.3700241178969,M-H,429.516758918775,428.762499332346,3327.52457820172,3428.40217738243,2515.33274852283,2512.20128354735,1602.26210868337,1752.77528360978,2570.7926435026,2862.98836917392,3690.83544286344,3969.43190776667
3.58_651.1503m/z,1004270,C18H14O6,methyl 2-(5-hydroxy-4-oxo-2-phenylchromen-7-yl)oxyacetate,,,651.150304825416,3.57888333333333,37.9,0,-0.759133839487237,90.289013158886,2M-H,1859.22375103832,1811.41122639141,3773.54286657169,3556.37706340547,4690.18530838644,4432.10543508446,4759.97112260858,4849.45096607575,1104.76937767089,1158.33605164268,1306.27059507308,1315.77332182606
3.56_799.1869m/z,1003374,C19H14F2N4O4,"2-(3,5-difluorophenyl)-5-[[3-(3,4-dimethoxyphenyl)-1,2,4-oxadiazol-5-yl]methyl]-1,3,4-oxadiazole",,,799.186879326806,3.56461666666667,36.6,0,-3.08300980576741,86.4839401411821,2M-H,15.6912439344558,14.0977114514435,6.8173217773425,11.3128356933641,43.0594227536684,38.588226556768,32.3869013190395,33.9983522891874,15.9670173636829,14.6044967271293,7.82426347184972,4.51492309570676
3.56_461.2370m/z,1021974,C27H34N4OS,"N-[[4-(4-methylpiperidin-1-yl)phenyl]methyl]-1-(2-methylthieno[3,2-c]pyridin-4-yl)piperidine-3-carboxamide",,,461.237024628617,3.56461666666667,34.1,0,-2.23186357897906,73.0360675645116,M-H,1126.69022717808,1170.21670652764,6.49658203124912,4.35123240253337,9.90325927734173,4.86773935466701,57.2957948132597,62.1264687540003,76.9510870991992,91.2147173917881,480.448882162614,498.175646948677
3.55_621.1407m/z,1017421,C16H13N3O2S,"2-ethyl-5-[5-(thiophen-3-ylmethyl)-1,2,4-oxadiazol-3-yl]-1,3-benzoxazole",,,621.140664808383,3.55033333333333,36.1,0,3.60992535984892,84.8930113211277,2M-H,225.083415862464,202.823639035188,630.568741973817,624.324736475636,1113.23175754241,1071.90561327284,871.805000126864,911.07309406924,105.973028890873,113.168464835322,223.285735607115,239.666901349956
3.52_1071.2912m/z,CSID9310410,C32H24O8,"25,26,27,28-Tetrahydroxypentacyclo[19.3.1.1~3,7~.1~9,13~.1~15,19~]octacosa-1(25),3(28),4,6,9(27),10,12,15(26),16,18,21,23-dodecaene-5,11,17,23-tetracarbaldehyde",http://nonlinear.com/redirect/outbound?p=chemspider&param=9310410,,1071.29121957852,3.52178333333333,36,0,3.97279997834028,84.4272941886373,2M-H,6.84030813181097,5.76288983302776,112.349562236589,116.187158937488,68.5687598618523,73.4955097529532,52.7137979804509,52.1822917165551,62.4434928644962,58.8255562769599,107.281921386756,103.874033863144
3.49_1081.3295m/z,CSID67153255,C30H27N3O5S,4-Methoxybenzyl (6R)-8-oxo-7-[(phenylacetyl)amino]-3-[(E)-2-(2-pyridinyl)vinyl]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate,http://nonlinear.com/redirect/outbound?p=chemspider&param=67153255,,1081.32950473785,3.49323333333333,36.1,0,2.30720756285579,83.4627822396547,2M-H,143.734692129727,136.167768693839,540.967591404969,504.314661448041,139.928894460194,108.101707089977,38.8111364739619,32.173387511112,115.624573230794,127.316692223777,36.2374123834169,35.9365940792612
3.49_739.1368m/z,1031669,C19H15ClN2O4,,,,739.136790681382,3.49323333333333,32.1,0,-0.00300535833081827,60.6273920896836,2M-H,96.6379879857662,85.3808865289997,97.2838092512693,92.6503906250023,100.051522932172,84.8166189193623,99.4013981819607,96.1653442382454,75.4756943308775,81.170562505743,82.3093264102851,87.5242615938124
3.49_677.1634m/z,1089431,C17H13N3O5,"1-(1,3-benzodioxol-5-yl)-5-(4-methoxyphenyl)triazole-4-carboxylic acid",,,677.163398651721,3.49323333333333,37.6,0,-0.53964925768549,88.4989689740541,2M-H,1714.8651848346,2470.93920414734,1599.01516886697,2285.79923321557,1582.97136815098,2027.35187367639,1889.19186912901,2103.0450631584,1450.24574054836,1781.52227765316,1634.62534029829,1702.55593375078
3.48_472.1517m/z,1093106,C24H27F2N3O4S,"2-[7-(azepan-1-ylsulfonyl)-2-oxo-4,5-dihydro-3H-1-benzazepin-1-yl]-N-(2,4-difluorophenyl)acetamide",,,472.151744882243,3.47896666666667,34.1,0,1.12426410298639,71.6257170919163,M-H2O-H,0.0,1.88360601663641,8.67150872946081,15.2740173339823,2.15798950195335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.44_1087.2774m/z,65386,C36H20N2O4,Scytonemin,,,1087.27741099635,3.43615,36.7,0,0.0672341316517943,83.3384131983682,2M-H,0.0,0.0,45.9863892793497,32.7241816520805,34.5144213917296,26.0611572265545,32.4622805118554,28.5649418830944,4.13488769531523,3.09521472453525,3.4689941406325,5.28027343750182
3.44_997.2896m/z,1028384,C25H30BrN3O3,1-acetyl-N-benzyl-4-[(4-bromobenzoyl)-propylamino]piperidine-4-carboxamide,,,997.28956815164,3.43615,29,0,2.74138979482143,48.4405217423411,2M-H,700.209553248108,642.115539789157,886.318751330979,870.829601776486,372.888525756927,391.766667420536,1016.52679540882,906.446299268446,1652.96725107413,2080.49427386297,812.10998535175,799.739651540515
3.44_645.1560m/z,1013025,C18H14ClN3O,2-(4-chlorophenyl)-N-(2-phenylpyrimidin-5-yl)acetamide,,,645.155956373074,3.43615,32.5,0,-2.85803251233302,65.7934873881571,2M-H,226.94177234174,246.884245265444,203.246019978651,207.141380141016,198.617132145979,209.038429719967,257.239135980594,258.783729040322,176.397647196412,204.18198382469,156.030243635197,176.518676757825
3.44_609.1777m/z,1003648,C15H16ClN3O2,"N-(5-chloro-2-methoxyphenyl)-5,6,7,8-tetrahydroimidazo[1,2-a]pyridine-2-carboxamide",,,609.177720767092,3.43615,34.1,0,-1.98584328838853,72.7756418492546,2M-H,164438.391064791,165878.649891125,150967.509868702,151133.07963975,152098.741726327,150439.286923428,168098.765697963,169117.509078495,150480.717436628,149879.61883418,137115.259523396,138424.950683659
3.44_301.0694m/z,1044916,C12H18N2O3S2,1-methylsulfonyl-N-(thiophen-3-ylmethyl)piperidine-4-carboxamide,,,301.069369556803,3.43615,35.5,0,2.52103296502627,80.5240626381513,M-H,465.239781556622,582.582535174628,458.871572115456,477.878071716339,408.81649729094,447.304021438552,465.476333558589,556.064403712777,337.217675079226,441.543350947823,281.112885805362,399.407442378231
3.42_1104.3686m/z,CSID24603807,C40H70N9O19P3S,"S-{(9R)-1-[(2R,3S,4R,5R)-5-(6-Amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)tetrahydro-2-furanyl]-3,5,9-trihydroxy-8,8-dimethyl-3,5-dioxido-10,14-dioxo-2,4,6-trioxa-11,15-diaza-3λ~5~,5λ~5~-",http://nonlinear.com/redirect/outbound?p=chemspider&param=24603807,,,,32.4,0,3.39924284235124,65.8039854923179,M-H,0.0,0.0,16.743591547036,12.6775512099279,125.304995249122,94.1146179063993,0.0,2.48605170159728,18.191955626012,9.76933731055343,11.0725097060174,5.95350362296053
3.42_945.3218m/z,1019605,C23H28ClN5O2S,1-[6-[2-[2-(4-chlorophenyl)ethylamino]-2-oxoethyl]sulfanylpyridazin-3-yl]-N-cyclopropylpiperidine-3-carboxamide,,,945.321753047089,3.42186666666667,32.5,0,-1.49867636055096,64.2570144144448,2M-H,66.8761290907804,59.0016824585319,3.13634895377148,2.73117065430131,7.37915276272628,10.5037920012593,2.36676025390466,0.0,0.0,0.0,46.1947157334594,52.6929326057461
