compound_name,formula,molecular_formula,source_compound_id,description,inchikey,rank_group,is_tied
"(12Z,15Z)-9,10,11-Trihydroxy-12,15-octadecadienoic acid",C18H32O5,C18H32O5,CSID24628733,"(12Z,15Z)-9,10,11-Trihydroxy-12,15-octadecadienoic acid",,6,True
(9Z)-3-Hydroxy-9-octadecenedioic acid,C18H32O5,C18H32O5,CSID67158157,(9Z)-3-Hydroxy-9-octadecenedioic acid,,6,True
"(3R,9Z)-3-Hydroxy-9-octadecenedioic acid",C18H32O5,C18H32O5,CSID67158159,"(3R,9Z)-3-Hydroxy-9-octadecenedioic acid",,6,True
"(7R,9Z)-7-Hydroxy-9-octadecenedioic acid",C18H32O5,C18H32O5,CSID67158730,"(7R,9Z)-7-Hydroxy-9-octadecenedioic acid",,6,True
Corchorifatty acid F,C18H32O5,C18H32O5,HMDB35919,Corchorifatty acid F,,7,True
"(9R,10S,12Z)-9,10-Dihydroxy-8-oxo-12-octadecenoic acid",C18H32O5,C18H32O5,HMDB40611,"(9R,10S,12Z)-9,10-Dihydroxy-8-oxo-12-octadecenoic acid",,7,True
"(3E,5S,6R,7S,18S)-5,6,7-Trihydroxy-18-methyloxacyclooctadec-3-en-2-one",C18H32O5,C18H32O5,CSID10021221,"(3E,5S,6R,7S,18S)-5,6,7-Trihydroxy-18-methyloxacyclooctadec-3-en-2-one",,8,True
(10E)-9-Hydroperoxy-11-(3-pentyl-2-oxiranyl)-10-undecenoic acid,C18H32O5,C18H32O5,CSID4445988,(10E)-9-Hydroperoxy-11-(3-pentyl-2-oxiranyl)-10-undecenoic acid,,8,True
(9E)-11-Hydroperoxy-11-(3-pentyl-2-oxiranyl)-9-undecenoic acid,C18H32O5,C18H32O5,CSID4445989,(9E)-11-Hydroperoxy-11-(3-pentyl-2-oxiranyl)-9-undecenoic acid,,8,True
"(10E,15E)-9,12,13-Trihydroxy-10,15-octadecadienoic acid",C18H32O5,C18H32O5,CSID4472301,"(10E,15E)-9,12,13-Trihydroxy-10,15-octadecadienoic acid",,8,True
"(2E,4E)-18,18,18-Trihydroxy-2,4-octadecadienoic acid",C18H32O5,C18H32O5,CSID67038079,"(2E,4E)-18,18,18-Trihydroxy-2,4-octadecadienoic acid",,8,True
malyngic acid,C18H32O5,C18H32O5,CSID8124959,malyngic acid,,8,True
"(9S,10S,11E,13S,15Z)-9,10,13-Trihydroxy-11,15-octadecadienoic acid",C18H32O5,C18H32O5,CSID8149388,"(9S,10S,11E,13S,15Z)-9,10,13-Trihydroxy-11,15-octadecadienoic acid",,8,True
"4-Deoxy-5-C-(3,5-di-sec-butylcyclopent-1-en-1-yl)pentonic acid",C18H32O5,C18H32O5,CSID83749,"4-Deoxy-5-C-(3,5-di-sec-butylcyclopent-1-en-1-yl)pentonic acid",,8,True
plakortether D,C18H32O5,C18H32O5,CSID8534613,plakortether D,,8,True
"(9S,10E,12S,13S,15Z)-9,12,13-Trihydroxy-10,15-octadecadienoic acid",C18H32O5,C18H32O5,CSID9111590,"(9S,10E,12S,13S,15Z)-9,12,13-Trihydroxy-10,15-octadecadienoic acid",,8,True
"(11E,15Z)-9,10,13-Trihydroxy-11,15-octadecadienoic acid",C18H32O5,C18H32O5,985181,"(11E,15Z)-9,10,13-Trihydroxy-11,15-octadecadienoic acid",,9,True
Auxin a,C18H32O5,C18H32O5,HMDB38483,Auxin a,,9,True
4-(Dimethylamino)-1-methyl-2(1H)-pyrimidinone,C7H11N3O,C7H11N3O,CSID121171,4-(Dimethylamino)-1-methyl-2(1H)-pyrimidinone,,1,True
4-(1H-Imidazol-2-yl)morpholine,C7H11N3O,C7H11N3O,CSID14043764,4-(1H-Imidazol-2-yl)morpholine,,1,True
3-Amino-4-(1H-imidazol-2-yl)butan-2-one,C7H11N3O,C7H11N3O,CSID19993614,3-Amino-4-(1H-imidazol-2-yl)butan-2-one,,1,True
"1-Amino-4a,5,6,7-tetrahydropyrrolo[1,2-c]pyrimidin-3(4H)-one",C7H11N3O,C7H11N3O,CSID28286160,"1-Amino-4a,5,6,7-tetrahydropyrrolo[1,2-c]pyrimidin-3(4H)-one",,1,True
(2Z)-2-Cyano-3-(dimethylamino)-2-butenamide,C7H11N3O,C7H11N3O,CSID4899012,(2Z)-2-Cyano-3-(dimethylamino)-2-butenamide,,1,True
"N-(2,5-Dimethylpyrazol-3-yl)acetamide",C7H11N3O,C7H11N3O,CSID499222,"N-(2,5-Dimethylpyrazol-3-yl)acetamide",,1,True
Acetylhistamine,C7H11N3O,C7H11N3O,CSID62805,Acetylhistamine,,1,True
"4,6-Diethyl-1,2,3-triazin-5-ol",C7H11N3O,C7H11N3O,CSID65998195,"4,6-Diethyl-1,2,3-triazin-5-ol",,1,True
"3,4,4a,5,6,7-Hexahydropyrido[4,3-d]pyrimidin-2(1H)-one",C7H11N3O,C7H11N3O,CSID67034464,"3,4,4a,5,6,7-Hexahydropyrido[4,3-d]pyrimidin-2(1H)-one",,1,True
3-Amino-2-oxo-3-azepanecarbonitrile,C7H11N3O,C7H11N3O,CSID67036103,3-Amino-2-oxo-3-azepanecarbonitrile,,1,True
"2,4-Diamino-6-hydroxylaminotoluene",C7H11N3O,C7H11N3O,CSID7822199,"2,4-Diamino-6-hydroxylaminotoluene",,1,True
"1,5-Dimethyl-4-(methylamino)-2(1H)-pyrimidinone",C7H11N3O,C7H11N3O,CSID8527330,"1,5-Dimethyl-4-(methylamino)-2(1H)-pyrimidinone",,1,True
Nω-Acetylhistamine,C7H11N3O,C7H11N3O,44795,Nω-Acetylhistamine,,2,True
N-Acetylhistamine,C7H11N3O,C7H11N3O,HMDB13253,N-Acetylhistamine,,2,True
3-amino-1-propylpyrazin-2-one,C7H11N3O,C7H11N3O,1039761,3-amino-1-propylpyrazin-2-one,,3,True
1-ethyl-N-methylpyrazole-3-carboxamide,C7H11N3O,C7H11N3O,1040111,1-ethyl-N-methylpyrazole-3-carboxamide,,3,True
"N,1,5-trimethylpyrazole-3-carboxamide",C7H11N3O,C7H11N3O,1080093,"N,1,5-trimethylpyrazole-3-carboxamide",,3,True
dysifragilisin A,C18H26O4,C18H26O4,CSID27024068,dysifragilisin A,,1,True
"(4R,6R)-4-Hydroxy-6-{2-[(1S,6R,8S,8aR)-8-hydroxy-6-methyl-1,2,6,7,8,8a-hexahydro-1-naphthalenyl]ethyl}tetrahydro-2H-pyran-2-one",C18H26O4,C18H26O4,CSID65328888,"(4R,6R)-4-Hydroxy-6-{2-[(1S,6R,8S,8aR)-8-hydroxy-6-methyl-1,2,6,7,8,8a-hexahydro-1-naphthalenyl]ethyl}tetrahydro-2H-pyran-2-one",,1,True
Compactin diol lactone,C18H26O4,C18H26O4,CSID151560,Compactin diol lactone,,2,False
"5-[(2E)-3,7-Dimethyl-2,6-octadien-1-yl]-3-methoxy-6-methyl-1,2,4-benzenetriol",C18H26O4,C18H26O4,CSID129307231,"5-[(2E)-3,7-Dimethyl-2,6-octadien-1-yl]-3-methoxy-6-methyl-1,2,4-benzenetriol",,3,True
3-geranyl-4-hydroxy-6-(2-hydroxypropyl)-2-pyrone,C18H26O4,C18H26O4,CSID20056964,3-geranyl-4-hydroxy-6-(2-hydroxypropyl)-2-pyrone,,3,True
"(7R,10S)-2,10-Dihydroxy-4-methoxy-7-methyl-7,8,9,10,11,12,13,14-octahydrobenzo[12]annulen-5(6H)-one",C18H26O4,C18H26O4,CSID28282992,"(7R,10S)-2,10-Dihydroxy-4-methoxy-7-methyl-7,8,9,10,11,12,13,14-octahydrobenzo[12]annulen-5(6H)-one",,4,True
4-{[6-(Tetrahydro-2H-pyran-2-yloxy)hexyl]oxy}benzaldehyde,C18H26O4,C18H26O4,CSID67158094,4-{[6-(Tetrahydro-2H-pyran-2-yloxy)hexyl]oxy}benzaldehyde,,4,True
"2-[Cyclohexyl(3-thienyl)methyl]-4,4,5,5-tetramethyl-1,3,2-dioxaborolane",C17H27BO2S,C17H27BO2S,CSID65328040,"2-[Cyclohexyl(3-thienyl)methyl]-4,4,5,5-tetramethyl-1,3,2-dioxaborolane",,5,False
"1-(3,5-dimethyl-1H-pyrrole-2-carbonyl)-N-(2-methoxyethyl)piperidine-3-carboxamide",C16H24N3O3,C16H24N3O3,1087939,"1-(3,5-dimethyl-1H-pyrrole-2-carbonyl)-N-(2-methoxyethyl)piperidine-3-carboxamide",,6,False
N-acetylhistamine,C14H22N6O2,C14H22N6O2,CSID59696689,N-acetylhistamine,,7,False
"(2R)-5-[(2R)-6-Hydroxy-2,7,8-trimethyl-3,4-dihydro-2H-chromen-2-yl]-2-methylpentanoic acid",C18H26O4,C18H26O4,CSID30776645,"(2R)-5-[(2R)-6-Hydroxy-2,7,8-trimethyl-3,4-dihydro-2H-chromen-2-yl]-2-methylpentanoic acid",,8,True
Isoamyl phthalate,C18H26O4,C18H26O4,CSID62280,Isoamyl phthalate,,8,True
(2E)-5-(3-{[(4-Methoxybenzyl)oxy]methyl}-3-methyl-2-oxiranyl)-3-methyl-2-penten-1-ol,C18H26O4,C18H26O4,CSID65327491,(2E)-5-(3-{[(4-Methoxybenzyl)oxy]methyl}-3-methyl-2-oxiranyl)-3-methyl-2-penten-1-ol,,8,True
Ethyl 2-acetyl-4-(adamantan-1-yl)-4-oxobutanoate,C18H26O4,C18H26O4,CSID67161504,Ethyl 2-acetyl-4-(adamantan-1-yl)-4-oxobutanoate,,8,True
Ethyl (2E)-3-[2-(adamantan-1-yl)-2-oxoethoxy]-2-butenoate,C18H26O4,C18H26O4,CSID67161557,Ethyl (2E)-3-[2-(adamantan-1-yl)-2-oxoethoxy]-2-butenoate,,8,True
"3,3′-(1,4-Phenylene)bis(2,3-dimethylbutanoic acid)",C18H26O4,C18H26O4,CSID67167527,"3,3′-(1,4-Phenylene)bis(2,3-dimethylbutanoic acid)",,8,True
Î³-CMBHC,C18H26O4,C18H26O4,CSID74854293,Î³-CMBHC,,8,True
zearalane,C18H26O4,C18H26O4,CSID7972324,zearalane,,8,True
Capsiate,C18H26O4,C18H26O4,CSID8015237,Capsiate,,8,True
Di-n-Amyl phthalate,C18H26O4,C18H26O4,CSID8243,Di-n-Amyl phthalate,,8,True
"(3R)-7-Butyl-6,8-dihydroxy-3-pentyl-3,4-dihydro-1H-isochromen-1-one",C18H26O4,C18H26O4,CSID9187405,"(3R)-7-Butyl-6,8-dihydroxy-3-pentyl-3,4-dihydro-1H-isochromen-1-one",,8,True
5'-Carboxy-gamma-chromanol,C18H26O4,C18H26O4,HMDB12799,5'-Carboxy-gamma-chromanol,,9,True
Capsiate,C18H26O4,C18H26O4,HMDB34780,Capsiate,,9,True
"14,18-Dihydroxy-12-oxo-9,13,15-octadecatrienoic acid",C18H28O5,C18H28O5,CSID20143730,"14,18-Dihydroxy-12-oxo-9,13,15-octadecatrienoic acid",,1,True
"(9Z,13Z,15Z)-14,18-Dihydroxy-12-oxo-9,13,15-octadecatrienoic acid",C18H28O5,C18H28O5,CSID4472339,"(9Z,13Z,15Z)-14,18-Dihydroxy-12-oxo-9,13,15-octadecatrienoic acid",,1,True
"(9Z,13Z,15E)-14,18-Dihydroxy-12-oxooctadeca-9,13,15-trienoic acid",C18H28O5,C18H28O5,CSID4943077,"(9Z,13Z,15E)-14,18-Dihydroxy-12-oxooctadeca-9,13,15-trienoic acid",,1,True
"4a-Hydroxy-2-methoxy-7,7,8b-trimethyldecahydrocyclopropa[4,5]indeno[5,6-c]furan-5-yl acetate",C18H28O5,C18H28O5,CSID35013646,"4a-Hydroxy-2-methoxy-7,7,8b-trimethyldecahydrocyclopropa[4,5]indeno[5,6-c]furan-5-yl acetate",,2,False
Cibaric acid,C18H28O5,C18H28O5,HMDB38580,Cibaric acid,,3,False
Lactapiperanol D,C18H28O5,C18H28O5,HMDB33631,Lactapiperanol D,,4,False
"(3Z)-5-{(1R,2R,5S)-5-Hydroxy-2-[(1E,3S)-3-hydroxy-1-octen-1-yl]-3-oxocyclopentyl}-3-pentenoic acid",C18H28O5,C18H28O5,CSID113369431,"(3Z)-5-{(1R,2R,5S)-5-Hydroxy-2-[(1E,3S)-3-hydroxy-1-octen-1-yl]-3-oxocyclopentyl}-3-pentenoic acid",,5,True
"2,3-dinor-prostaglandin E2",C18H28O5,C18H28O5,CSID29368109,"2,3-dinor-prostaglandin E2",,5,True
"(2E,4E,7R)-11-[(2R,3R)-3-(Hydroxymethyl)-4-oxo-2-oxetanyl]-3,5,7-trimethyl-2,4-undecadienoic acid",C18H28O5,C18H28O5,CSID65793689,"(2E,4E,7R)-11-[(2R,3R)-3-(Hydroxymethyl)-4-oxo-2-oxetanyl]-3,5,7-trimethyl-2,4-undecadienoic acid",,5,True
6-(Hydroxymethyl)-4-oxo-4H-pyran-3-yl laurate,C18H28O5,C18H28O5,CSID67490521,6-(Hydroxymethyl)-4-oxo-4H-pyran-3-yl laurate,,5,True
TRIETHANOLAMINE LAUROYL METHYLAMINOPROPIONATE,C22H46N2O6,C22H46N2O6,CSID32699614,TRIETHANOLAMINE LAUROYL METHYLAMINOPROPIONATE,,1,False
glu-ile-thr,C15H27N3O7,C15H27N3O7,CSID16570537,glu-ile-thr,,1,True
glu-leu-thr,C15H27N3O7,C15H27N3O7,CSID16570557,glu-leu-thr,,1,True
glu-thr-ile,C15H27N3O7,C15H27N3O7,CSID16570668,glu-thr-ile,,1,True
glu-thr-leu,C15H27N3O7,C15H27N3O7,CSID16570669,glu-thr-leu,,1,True
ile-glu-thr,C15H27N3O7,C15H27N3O7,CSID16571989,ile-glu-thr,,1,True
ile-thr-glu,C15H27N3O7,C15H27N3O7,CSID16572197,ile-thr-glu,,1,True
leu-glu-thr,C15H27N3O7,C15H27N3O7,CSID16572378,leu-glu-thr,,1,True
leu-thr-glu,C15H27N3O7,C15H27N3O7,CSID16572569,leu-thr-glu,,1,True
thr-glu-ile,C15H27N3O7,C15H27N3O7,CSID16574671,thr-glu-ile,,1,True
thr-glu-leu,C15H27N3O7,C15H27N3O7,CSID16574672,thr-glu-leu,,1,True
thr-ile-glu,C15H27N3O7,C15H27N3O7,CSID16574746,thr-ile-glu,,1,True
thr-leu-glu,C15H27N3O7,C15H27N3O7,CSID16574766,thr-leu-glu,,1,True
Glu Thr Leu,C15H27N3O7,C15H27N3O7,16527,Glu Thr Leu,,2,True
Thr Ile Glu,C15H27N3O7,C15H27N3O7,16615,Thr Ile Glu,,2,True
Leu Glu Thr,C15H27N3O7,C15H27N3O7,17851,Leu Glu Thr,,2,True
Glu Thr Ile,C15H27N3O7,C15H27N3O7,18275,Glu Thr Ile,,2,True
Leu Thr Glu,C15H27N3O7,C15H27N3O7,19760,Leu Thr Glu,,2,True
Thr Leu Glu,C15H27N3O7,C15H27N3O7,19838,Thr Leu Glu,,2,True
Ile Thr Glu,C15H27N3O7,C15H27N3O7,19926,Ile Thr Glu,,2,True
Glu Ile Thr,C15H27N3O7,C15H27N3O7,20109,Glu Ile Thr,,2,True
Thr Glu Ile,C15H27N3O7,C15H27N3O7,21349,Thr Glu Ile,,2,True
Glu Leu Thr,C15H27N3O7,C15H27N3O7,22186,Glu Leu Thr,,2,True
Thr Glu Leu,C15H27N3O7,C15H27N3O7,22258,Thr Glu Leu,,2,True
"4-[[(2S)-4,4-difluoro-1-[(5-phenyl-1H-pyrazol-4-yl)methyl]pyrrolidin-2-yl]methyl]morpholine",C19H23F2N4O,C19H23F2N4O,1082884,"4-[[(2S)-4,4-difluoro-1-[(5-phenyl-1H-pyrazol-4-yl)methyl]pyrrolidin-2-yl]methyl]morpholine",,3,False
"N-[2-[2-[1-(cyclopropanecarbonyl)piperidin-3-yl]-1,3-thiazol-4-yl]ethyl]cyclobutanecarboxamide",C19H27N3O2S,C19H27N3O2S,1034372,"N-[2-[2-[1-(cyclopropanecarbonyl)piperidin-3-yl]-1,3-thiazol-4-yl]ethyl]cyclobutanecarboxamide",,4,True
"5-ethyl-2-methyl-3-[4-(2-methylpropyl)piperazine-1-carbonyl]thieno[3,2-c]pyridin-4-one",C19H27N3O2S,C19H27N3O2S,1034397,"5-ethyl-2-methyl-3-[4-(2-methylpropyl)piperazine-1-carbonyl]thieno[3,2-c]pyridin-4-one",,4,True
"N-[2-[2-[1-(cyclobutanecarbonyl)piperidin-3-yl]-1,3-thiazol-4-yl]ethyl]cyclopropanecarboxamide",C19H27N3O2S,C19H27N3O2S,1039151,"N-[2-[2-[1-(cyclobutanecarbonyl)piperidin-3-yl]-1,3-thiazol-4-yl]ethyl]cyclopropanecarboxamide",,4,True
"N-[2-(2-cyclobutyl-5-methylimidazol-1-yl)ethyl]-2,4,5-trimethylbenzenesulfonamide",C19H27N3O2S,C19H27N3O2S,1040575,"N-[2-(2-cyclobutyl-5-methylimidazol-1-yl)ethyl]-2,4,5-trimethylbenzenesulfonamide",,4,True
"N-(3-propylsulfanylpropyl)-2-(3,6,7-trimethyl-2-oxoquinoxalin-1-yl)acetamide",C19H27N3O2S,C19H27N3O2S,1040841,"N-(3-propylsulfanylpropyl)-2-(3,6,7-trimethyl-2-oxoquinoxalin-1-yl)acetamide",,4,True
"N-[[2-[1-(cyclopentanecarbonyl)piperidin-3-yl]-1,3-thiazol-4-yl]methyl]cyclopropanecarboxamide",C19H27N3O2S,C19H27N3O2S,1042504,"N-[[2-[1-(cyclopentanecarbonyl)piperidin-3-yl]-1,3-thiazol-4-yl]methyl]cyclopropanecarboxamide",,4,True
"1-[[1-[(2,5-dimethylfuran-3-yl)methyl]piperidin-4-yl]methyl]-3-(thiophen-2-ylmethyl)urea",C19H27N3O2S,C19H27N3O2S,1051607,"1-[[1-[(2,5-dimethylfuran-3-yl)methyl]piperidin-4-yl]methyl]-3-(thiophen-2-ylmethyl)urea",,4,True
"3-(4-ethylpiperazine-1-carbonyl)-2-methyl-5-(2-methylpropyl)thieno[3,2-c]pyridin-4-one",C19H27N3O2S,C19H27N3O2S,1076811,"3-(4-ethylpiperazine-1-carbonyl)-2-methyl-5-(2-methylpropyl)thieno[3,2-c]pyridin-4-one",,4,True
2-[(1-benzylsulfonylpyrrolidin-3-yl)methyl]-5-methyl-1-propan-2-ylimidazole,C19H27N3O2S,C19H27N3O2S,1091448,2-[(1-benzylsulfonylpyrrolidin-3-yl)methyl]-5-methyl-1-propan-2-ylimidazole,,4,True
"2-methyl-3-(4-propan-2-ylpiperazine-1-carbonyl)-5-propylthieno[3,2-c]pyridin-4-one",C19H27N3O2S,C19H27N3O2S,1098058,"2-methyl-3-(4-propan-2-ylpiperazine-1-carbonyl)-5-propylthieno[3,2-c]pyridin-4-one",,4,True
4-[4-[(3-methylpiperidin-1-yl)methyl]piperidin-1-yl]sulfonylbenzonitrile,C19H27N3O2S,C19H27N3O2S,998541,4-[4-[(3-methylpiperidin-1-yl)methyl]piperidin-1-yl]sulfonylbenzonitrile,,4,True
"N-[3-(3,5-dimethylpiperidin-1-yl)propyl]-3-oxo-4H-1,4-benzothiazine-6-carboxamide",C19H27N3O2S,C19H27N3O2S,1081129,"N-[3-(3,5-dimethylpiperidin-1-yl)propyl]-3-oxo-4H-1,4-benzothiazine-6-carboxamide",,5,False
"N-{3-[(4,6-Diamino-1,3,5-triazin-2-yl)amino]-1,4-dioxo-1,4-dihydro-2-naphthalenyl}acetamide",C15H13N7O3,C15H13N7O3,CSID67498139,"N-{3-[(4,6-Diamino-1,3,5-triazin-2-yl)amino]-1,4-dioxo-1,4-dihydro-2-naphthalenyl}acetamide",,1,False
"(4E)-4-{(2Z)-2-[(4-Amino-1-carboxy-4-oxobutyl)imino]ethylidene}-1,2,3,4-tetrahydro-2,6-pyridinedicarboxylic acid (non-preferred name)",C14H17N3O7,C14H17N3O7,CSID129307408,"(4E)-4-{(2Z)-2-[(4-Amino-1-carboxy-4-oxobutyl)imino]ethylidene}-1,2,3,4-tetrahydro-2,6-pyridinedicarboxylic acid (non-preferred name)",,2,True
Vulgaxanthin-I,C14H17N3O7,C14H17N3O7,CSID30791219,Vulgaxanthin-I,,2,True
Vulgaxanthin I,C14H17N3O7,C14H17N3O7,HMDB29840,Vulgaxanthin I,,3,False
"2,6-Pyridinedicarboxylic acid, 4-(((4-amino-1-carboxy-4-oxobutyl)imino)ethylidene)-1,2,3,4-tetrahydro-",C14H17N3O7,C14H17N3O7,CSID4474640,"2,6-Pyridinedicarboxylic acid, 4-(((4-amino-1-carboxy-4-oxobutyl)imino)ethylidene)-1,2,3,4-tetrahydro-",,4,False
"N-cyclopentyl-1,2-dimethyl-5-(4-methyl-1,3-thiazol-2-yl)pyrrole-3-sulfonamide",C15H21N3O2S2,C15H21N3O2S2,1009531,"N-cyclopentyl-1,2-dimethyl-5-(4-methyl-1,3-thiazol-2-yl)pyrrole-3-sulfonamide",,5,True
"4-[1-(2-methylpropyl)pyrrolo[2,3-b]pyridin-3-yl]sulfonylthiomorpholine",C15H21N3O2S2,C15H21N3O2S2,1027581,"4-[1-(2-methylpropyl)pyrrolo[2,3-b]pyridin-3-yl]sulfonylthiomorpholine",,5,True
"N-[2-(dimethylamino)ethyl]-2-methyl-5-(2-methyl-1,3-thiazol-4-yl)benzenesulfonamide",C15H21N3O2S2,C15H21N3O2S2,1088420,"N-[2-(dimethylamino)ethyl]-2-methyl-5-(2-methyl-1,3-thiazol-4-yl)benzenesulfonamide",,5,True
"2-(1,5-dimethyl-4-piperidin-1-ylsulfonylpyrrol-2-yl)-4-methyl-1,3-thiazole",C15H21N3O2S2,C15H21N3O2S2,992771,"2-(1,5-dimethyl-4-piperidin-1-ylsulfonylpyrrol-2-yl)-4-methyl-1,3-thiazole",,5,True
"3-Amino-6-anilino-2-(3-chloropropyl)-4-oxo-N-phenyl-3,4-dihydrothieno[3,2-d]pyrimidine-7-carboxamide",C22H20ClN5O2S,C22H20ClN5O2S,CSID67155948,"3-Amino-6-anilino-2-(3-chloropropyl)-4-oxo-N-phenyl-3,4-dihydrothieno[3,2-d]pyrimidine-7-carboxamide",,1,False
"N-(6-chloro-1,3-benzothiazol-2-yl)-2-[3-(piperidine-1-carbonyl)indazol-1-yl]acetamide",C22H20ClN5O2S,C22H20ClN5O2S,1014336,"N-(6-chloro-1,3-benzothiazol-2-yl)-2-[3-(piperidine-1-carbonyl)indazol-1-yl]acetamide",,2,False
"Hexamethyl 2,2′,2″-(1,3,5-triazinane-2,4,6-triylidene)trimalonate",C18H21N3O12,C18H21N3O12,CSID4722446,"Hexamethyl 2,2′,2″-(1,3,5-triazinane-2,4,6-triylidene)trimalonate",,1,False
"Disodium 2-({4-[2-(2-amino-4-oxo-4,7-dihydro-3H-pyrrolo[2,3-d]pyrimidin-5-yl)ethyl]benzoyl}amino)pentanedioate",C20H19N5Na2O6,C20H19N5Na2O6,CSID10633649,"Disodium 2-({4-[2-(2-amino-4-oxo-4,7-dihydro-3H-pyrrolo[2,3-d]pyrimidin-5-yl)ethyl]benzoyl}amino)pentanedioate",,2,True
Pemetrexed disodium,C20H19N5Na2O6,C20H19N5Na2O6,CSID5293408,Pemetrexed disodium,,2,True
"Ethyl (2S,3R,4S)-3-cyano-4-formyl-4-methyl-1-[(4-nitrophenyl)sulfonyl]-2-phenyl-3-pyrrolidinecarboxylate",C22H21N3O7S,C22H21N3O7S,CSID29763527,"Ethyl (2S,3R,4S)-3-cyano-4-formyl-4-methyl-1-[(4-nitrophenyl)sulfonyl]-2-phenyl-3-pyrrolidinecarboxylate",,3,False
"N-(5-chloro-2,4-dimethoxyphenyl)-2-[5-(4-fluorophenyl)-7-methyl-3-oxo-[1,2,4]triazolo[4,3-c]pyrimidin-2-yl]acetamide",C22H19ClFN5O4,C22H19ClFN5O4,1020096,"N-(5-chloro-2,4-dimethoxyphenyl)-2-[5-(4-fluorophenyl)-7-methyl-3-oxo-[1,2,4]triazolo[4,3-c]pyrimidin-2-yl]acetamide",,4,False
"(4S)-4-Hydroxy-4-[(1E)-3-hydroxy-4-{[(1R,2R,3S,4R,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)cyclohexyl]oxy}-1-buten-1-yl]-3,5,5-trimethyl-2-cyclohexen-1-one",C20H32O8,C20H32O8,CSID28283017,"(4S)-4-Hydroxy-4-[(1E)-3-hydroxy-4-{[(1R,2R,3S,4R,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)cyclohexyl]oxy}-1-buten-1-yl]-3,5,5-trimethyl-2-cyclohexen-1-one",,1,False
"4-{[(3E,5R,6S,15S,16R)-5,15-Dihydroxy-16-methyl-2-oxooxacyclohexadec-3-en-6-yl]oxy}-4-oxobutanoic acid",C20H32O8,C20H32O8,CSID78438926,"4-{[(3E,5R,6S,15S,16R)-5,15-Dihydroxy-16-methyl-2-oxooxacyclohexadec-3-en-6-yl]oxy}-4-oxobutanoic acid",,2,True
"4-{[(3E,5R,6S,16S)-5-Hydroxy-16-(hydroxymethyl)-2-oxooxacyclohexadec-3-en-6-yl]oxy}-4-oxobutanoic acid",C20H32O8,C20H32O8,CSID78438927,"4-{[(3E,5R,6S,16S)-5-Hydroxy-16-(hydroxymethyl)-2-oxooxacyclohexadec-3-en-6-yl]oxy}-4-oxobutanoic acid",,2,True
arg-glu-pro,C16H28N6O6,C16H28N6O6,CSID16568891,arg-glu-pro,,3,True
arg-pro-glu,C16H28N6O6,C16H28N6O6,CSID16569055,arg-pro-glu,,3,True
Glu-arg-pro,C16H28N6O6,C16H28N6O6,CSID16570384,Glu-arg-pro,,3,True
glu-pro-arg,C16H28N6O6,C16H28N6O6,CSID16570621,glu-pro-arg,,3,True
pro-arg-glu,C16H28N6O6,C16H28N6O6,CSID16573813,pro-arg-glu,,3,True
pro-glu-arg,C16H28N6O6,C16H28N6O6,CSID16573889,pro-glu-arg,,3,True
Glu Pro Arg,C16H28N6O6,C16H28N6O6,23172,Glu Pro Arg,,4,False
Arg Pro Glu,C16H28N6O6,C16H28N6O6,18852,Arg Pro Glu,,5,False
Cincassiol B,C20H32O8,C20H32O8,HMDB36855,Cincassiol B,,6,False
(+)-Xyolide,C20H32O8,C20H32O8,CSID29305357,(+)-Xyolide,,7,True
"4-{[(5S,6Z,8S,9S,10R)-10-Heptyl-8,9-dihydroxy-2-oxo-3,4,5,8,9,10-hexahydro-2H-oxecin-5-yl]oxy}-4-oxobutanoic acid",C20H32O8,C20H32O8,CSID29355875,"4-{[(5S,6Z,8S,9S,10R)-10-Heptyl-8,9-dihydroxy-2-oxo-3,4,5,8,9,10-hexahydro-2H-oxecin-5-yl]oxy}-4-oxobutanoic acid",,7,True
"(4R,5R)-5-{[(1S,2R,4R,5S,6R,8R)-2-Acetyl-4,6,8-trihydroxy-6-methylbicyclo[3.2.1]oct-1-yl]methyl}-4-hydroxy-4-(2-hydroxyethyl)-3,3-dimethyldihydro-2(3H)-furanone",C20H32O8,C20H32O8,CSID29784830,"(4R,5R)-5-{[(1S,2R,4R,5S,6R,8R)-2-Acetyl-4,6,8-trihydroxy-6-methylbicyclo[3.2.1]oct-1-yl]methyl}-4-hydroxy-4-(2-hydroxyethyl)-3,3-dimethyldihydro-2(3H)-furanone",,7,True
"(1R,2R,3S,6S,7R,9S,10S,11S,13R,14R)-11-(1-Hydroxy-2-propanyl)-3,7,10-trimethyl-15-oxapentacyclo[7.5.1.0~1,6~.0~7,13~.0~10,14~]pentadecane-2,6,9,11,13,14-hexol",C20H32O8,C20H32O8,CSID30790849,"(1R,2R,3S,6S,7R,9S,10S,11S,13R,14R)-11-(1-Hydroxy-2-propanyl)-3,7,10-trimethyl-15-oxapentacyclo[7.5.1.0~1,6~.0~7,13~.0~10,14~]pentadecane-2,6,9,11,13,14-hexol",,7,True
