compound_name,formula,molecular_formula,source_compound_id,description,inchikey,rank_group,is_tied
"2,3a,7b,12-Tetrahydroxy-5-methyl-3a,4,5,6,7a,7b-hexahydro-2H-tetrapheno[6a,7-b]oxirene-7,8(3H,12bH)-dione",C19H20O7,C19H20O7,985290,"2,3a,7b,12-Tetrahydroxy-5-methyl-3a,4,5,6,7a,7b-hexahydro-2H-tetrapheno[6a,7-b]oxirene-7,8(3H,12bH)-dione",,2,True
"9,10-Dihydro-8-hydroxy-10-methyl-8H-pyrano[2,3-h]epicatechin",C19H20O7,C19H20O7,LMPK12020087,"9,10-Dihydro-8-hydroxy-10-methyl-8H-pyrano[2,3-h]epicatechin",,2,True
Pyranochromene,C19H20O7,C19H20O7,LMPK12020088,Pyranochromene,,2,True
Elaeocyanidin,C19H20O7,C19H20O7,LMPK12020153,Elaeocyanidin,,2,True
"8-Hydroxy-3,4,9,10-tetramethoxypterocarpan",C19H20O7,C19H20O7,LMPK12070088,"8-Hydroxy-3,4,9,10-tetramethoxypterocarpan",,2,True
Abruquinone A,C19H20O7,C19H20O7,LMPK12080055,Abruquinone A,,2,True
"2',5'-Dihydroxy-4,3',4',6'-tetramethoxychalcone",C19H20O7,C19H20O7,LMPK12120364,"2',5'-Dihydroxy-4,3',4',6'-tetramethoxychalcone",,2,True
"4,3'-Hydroxy-2',4',5',6'-methoxychalcone",C19H20O7,C19H20O7,LMPK12120365,"4,3'-Hydroxy-2',4',5',6'-methoxychalcone",,2,True
"5,7,3'-Trihydroxy-4',5'-dimethoxy-6,8-di-C-methylflavanone",C19H20O7,C19H20O7,LMPK12140458,"5,7,3'-Trihydroxy-4',5'-dimethoxy-6,8-di-C-methylflavanone",,2,True
Heteroflavanone A,C19H20O7,C19H20O7,LMPK12140534,Heteroflavanone A,,2,True
"5-Hydroxy-7,3',4',5'-tetramethoxyflavanone",C19H20O7,C19H20O7,LMPK12140592,"5-Hydroxy-7,3',4',5'-tetramethoxyflavanone",,2,True
Agestricin C,C19H20O7,C19H20O7,LMPK12140628,Agestricin C,,2,True
"5-Hydroxy-6,7,3',4'-tetramethoxyflavanone",C19H20O7,C19H20O7,LMPK12140631,"5-Hydroxy-6,7,3',4'-tetramethoxyflavanone",,2,True
Agecorynin E,C19H20O7,C19H20O7,LMPK12140632,Agecorynin E,,2,True
"5-Hydroxy-6,7,8,4'-tetramethoxyflavanone",C19H20O7,C19H20O7,LMPK12140685,"5-Hydroxy-6,7,8,4'-tetramethoxyflavanone",,2,True
GOYAZENSOLIDE,C19H20O7,C19H20O7,CSID10128234,GOYAZENSOLIDE,,3,True
clauslactone H,C19H20O7,C19H20O7,CSID10195100,clauslactone H,,3,True
Excavacoumarin G,C19H20O7,C19H20O7,CSID10195115,Excavacoumarin G,,3,True
7-({(2E)-4-[4-Hydroxy-4-(hydroxymethyl)-5-oxotetrahydro-2-furanyl]-3-methyl-2-buten-1-yl}oxy)-2H-chromen-2-one,C19H20O7,C19H20O7,CSID10242764,7-({(2E)-4-[4-Hydroxy-4-(hydroxymethyl)-5-oxotetrahydro-2-furanyl]-3-methyl-2-buten-1-yl}oxy)-2H-chromen-2-one,,3,True
annulin A,C19H20O7,C19H20O7,CSID10273348,annulin A,,3,True
Elaeocyanidin,C19H20O7,C19H20O7,CSID10290194,Elaeocyanidin,,3,True
"2-(3,4-Dimethoxyphenyl)-6-hydroxy-5,7-dimethoxy-2,3-dihydro-4H-chromen-4-one",C19H20O7,C19H20O7,CSID10305924,"2-(3,4-Dimethoxyphenyl)-6-hydroxy-5,7-dimethoxy-2,3-dihydro-4H-chromen-4-one",,3,True
Methyl 5-ethoxy-4-methoxy-2-[4-(methoxycarbonyl)phenoxy]benzoate,C19H20O7,C19H20O7,CSID10421097,Methyl 5-ethoxy-4-methoxy-2-[4-(methoxycarbonyl)phenoxy]benzoate,,3,True
"(3S,4R,8S,9R,12S)-9-Hydroxy-5,10-bis(methylene)-6,14-dioxo-7,13-dioxatricyclo[10.2.1.0~4,8~]pentadec-1(15)-en-3-yl methacrylate",C19H20O7,C19H20O7,CSID113385636,"(3S,4R,8S,9R,12S)-9-Hydroxy-5,10-bis(methylene)-6,14-dioxo-7,13-dioxatricyclo[10.2.1.0~4,8~]pentadec-1(15)-en-3-yl methacrylate",,3,True
"[(3S,8R,9E,12R)-3-Hydroxy-10-methyl-6,14-dioxo-7,13-dioxatricyclo[10.2.1.0~4,8~]pentadeca-1(15),4,9-trien-5-yl]methyl methacrylate",C19H20O7,C19H20O7,CSID113385639,"[(3S,8R,9E,12R)-3-Hydroxy-10-methyl-6,14-dioxo-7,13-dioxatricyclo[10.2.1.0~4,8~]pentadeca-1(15),4,9-trien-5-yl]methyl methacrylate",,3,True
"(1R,2R,4S,5R,6S,9R,10S,12R,13E,16R,17R)-13-Ethylidene-5-hydroxy-17-isopropenyl-16-methyl-3,8,11,15-tetraoxahexacyclo[8.5.1.1~6,9~.0~1,12~.0~2,4~.0~5,16~]heptadecane-7,14-dione",C19H20O7,C19H20O7,CSID113385688,"(1R,2R,4S,5R,6S,9R,10S,12R,13E,16R,17R)-13-Ethylidene-5-hydroxy-17-isopropenyl-16-methyl-3,8,11,15-tetraoxahexacyclo[8.5.1.1~6,9~.0~1,12~.0~2,4~.0~5,16~]heptadecane-7,14-dione",,3,True
"2-Hydroxy-4-[(2-hydroxy-4-methoxy-3,6-dimethylbenzoyl)oxy]-3,6-dimethylbenzoic acid",C19H20O7,C19H20O7,CSID146680,"2-Hydroxy-4-[(2-hydroxy-4-methoxy-3,6-dimethylbenzoyl)oxy]-3,6-dimethylbenzoic acid",,3,True
VERNODALIN,C19H20O7,C19H20O7,CSID156139,VERNODALIN,,3,True
"2-(4-Hydroxyphenyl)-5,6,7,8-tetramethoxy-2,3-dihydro-4H-chromen-4-one",C19H20O7,C19H20O7,CSID217622,"2-(4-Hydroxyphenyl)-5,6,7,8-tetramethoxy-2,3-dihydro-4H-chromen-4-one",,3,True
"(1R,3R,5R,6S,10R,11S)-3-Methyl-9-methylene-8,14-dioxo-4,7,15-trioxatetracyclo[11.2.1.0~3,5~.0~6,10~]hexadec-13(16)-en-11-yl methacrylate",C19H20O7,C19H20O7,CSID23311194,"(1R,3R,5R,6S,10R,11S)-3-Methyl-9-methylene-8,14-dioxo-4,7,15-trioxatetracyclo[11.2.1.0~3,5~.0~6,10~]hexadec-13(16)-en-11-yl methacrylate",,3,True
"(2R,3R,8S,10R)-2-(3,4-Dihydroxyphenyl)-10-methyl-3,4,9,10-tetrahydro-2H,8H-pyrano[2,3-f]chromene-3,5,8-triol",C19H20O7,C19H20O7,CSID24842554,"(2R,3R,8S,10R)-2-(3,4-Dihydroxyphenyl)-10-methyl-3,4,9,10-tetrahydro-2H,8H-pyrano[2,3-f]chromene-3,5,8-triol",,3,True
"(2R,3R,8R,10S)-2-(3,4-Dihydroxyphenyl)-10-methyl-3,4,9,10-tetrahydro-2H,8H-pyrano[2,3-f]chromene-3,5,8-triol",C19H20O7,C19H20O7,CSID24842555,"(2R,3R,8R,10S)-2-(3,4-Dihydroxyphenyl)-10-methyl-3,4,9,10-tetrahydro-2H,8H-pyrano[2,3-f]chromene-3,5,8-triol",,3,True
"3,4,9,10-Tetramethoxy-6a,11a-dihydro-6H-[1]benzofuro[3,2-c]chromen-8-ol",C19H20O7,C19H20O7,CSID24843021,"3,4,9,10-Tetramethoxy-6a,11a-dihydro-6H-[1]benzofuro[3,2-c]chromen-8-ol",,3,True
"(2E)-1-(2,5-Dihydroxy-3,4,6-trimethoxyphenyl)-3-(4-methoxyphenyl)-2-propen-1-one",C19H20O7,C19H20O7,CSID24846024,"(2E)-1-(2,5-Dihydroxy-3,4,6-trimethoxyphenyl)-3-(4-methoxyphenyl)-2-propen-1-one",,3,True
"5,7-Dihydroxy-2-(3-hydroxy-4,5-dimethoxyphenyl)-6,8-dimethyl-2,3-dihydro-4H-chromen-4-one",C19H20O7,C19H20O7,CSID24846495,"5,7-Dihydroxy-2-(3-hydroxy-4,5-dimethoxyphenyl)-6,8-dimethyl-2,3-dihydro-4H-chromen-4-one",,3,True
"5-Hydroxy-7-methoxy-2-(2,4,6-trimethoxyphenyl)-2,3-dihydro-4H-chromen-4-one",C19H20O7,C19H20O7,CSID24846542,"5-Hydroxy-7-methoxy-2-(2,4,6-trimethoxyphenyl)-2,3-dihydro-4H-chromen-4-one",,3,True
"5-Hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)-2,3-dihydro-4H-chromen-4-one",C19H20O7,C19H20O7,CSID24846581,"5-Hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)-2,3-dihydro-4H-chromen-4-one",,3,True
"2-(3,4-Dimethoxyphenyl)-5-hydroxy-6,7-dimethoxy-2,3-dihydro-4H-chromen-4-one",C19H20O7,C19H20O7,CSID24846602,"2-(3,4-Dimethoxyphenyl)-5-hydroxy-6,7-dimethoxy-2,3-dihydro-4H-chromen-4-one",,3,True
"(2S)-2-(4-Hydroxy-3-methoxyphenyl)-5,6,7-trimethoxy-2,3-dihydro-4H-chromen-4-one",C19H20O7,C19H20O7,CSID24846603,"(2S)-2-(4-Hydroxy-3-methoxyphenyl)-5,6,7-trimethoxy-2,3-dihydro-4H-chromen-4-one",,3,True
"5-Hydroxy-6,7,8-trimethoxy-2-(4-methoxyphenyl)-2,3-dihydro-4H-chromen-4-one",C19H20O7,C19H20O7,CSID24846639,"5-Hydroxy-6,7,8-trimethoxy-2-(4-methoxyphenyl)-2,3-dihydro-4H-chromen-4-one",,3,True
evelynin,C19H20O7,C19H20O7,CSID25053323,evelynin,,3,True
"(2Z,4R,8R,9S)-2-(Hydroxymethyl)-11-methyl-7-methylene-6,12-dioxo-5,14-dioxatricyclo[9.2.1.0~4,8~]tetradeca-1(13),2-dien-9-yl methacrylate",C19H20O7,C19H20O7,CSID28283818,"(2Z,4R,8R,9S)-2-(Hydroxymethyl)-11-methyl-7-methylene-6,12-dioxo-5,14-dioxatricyclo[9.2.1.0~4,8~]tetradeca-1(13),2-dien-9-yl methacrylate",,3,True
"(1E,3R,4S)-4-Hydroxy-1-[(2R,3S,3aS,7aS)-3-hydroxy-5-oxo-3,3a,5,7a-tetrahydro-2H-furo[3,2-b]pyran-2-yl]-1-penten-3-yl benzoate",C19H20O7,C19H20O7,CSID28288411,"(1E,3R,4S)-4-Hydroxy-1-[(2R,3S,3aS,7aS)-3-hydroxy-5-oxo-3,3a,5,7a-tetrahydro-2H-furo[3,2-b]pyran-2-yl]-1-penten-3-yl benzoate",,3,True
"5-Hydroxy-6-methylene-16-oxo-15-oxapentacyclo[9.3.2.1~5,8~.0~1,10~.0~2,8~]heptadec-12-ene-9,11-dicarboxylic acid",C19H20O7,C19H20O7,CSID35013830,"5-Hydroxy-6-methylene-16-oxo-15-oxapentacyclo[9.3.2.1~5,8~.0~1,10~.0~2,8~]heptadec-12-ene-9,11-dicarboxylic acid",,3,True
"8-(2-Acetoxy-2-propanyl)-2-oxo-8,9-dihydro-2H-furo[2,3-h]chromen-9-yl propionate",C19H20O7,C19H20O7,CSID35015123,"8-(2-Acetoxy-2-propanyl)-2-oxo-8,9-dihydro-2H-furo[2,3-h]chromen-9-yl propionate",,3,True
"2-(3,4-Dimethoxyphenyl)-3-hydroxy-5,7-dimethoxy-2,3-dihydro-4H-chromen-4-one",C19H20O7,C19H20O7,CSID407003,"2-(3,4-Dimethoxyphenyl)-3-hydroxy-5,7-dimethoxy-2,3-dihydro-4H-chromen-4-one",,3,True
Ophiopogonanone E,C19H20O7,C19H20O7,CSID4475774,Ophiopogonanone E,,3,True
GOYAZENSOLIDE,C19H20O7,C19H20O7,CSID4513541,GOYAZENSOLIDE,,3,True
"(1R,3R,5S,6S,10R,11S)-3-Methyl-9-methylene-8,14-dioxo-4,7,15-trioxatetracyclo[11.2.1.0~3,5~.0~6,10~]hexadec-13(16)-en-11-yl methacrylate",C19H20O7,C19H20O7,CSID66123,"(1R,3R,5S,6S,10R,11S)-3-Methyl-9-methylene-8,14-dioxo-4,7,15-trioxatetracyclo[11.2.1.0~3,5~.0~6,10~]hexadec-13(16)-en-11-yl methacrylate",,3,True
"(2E)-3-(4-Hydroxy-3-methoxyphenyl)-2-(3,4,5-trimethoxyphenyl)acrylic acid",C19H20O7,C19H20O7,CSID67162101,"(2E)-3-(4-Hydroxy-3-methoxyphenyl)-2-(3,4,5-trimethoxyphenyl)acrylic acid",,3,True
Dibenzyl (hydroxymethoxy)(methoxy)malonate,C19H20O7,C19H20O7,CSID67166609,Dibenzyl (hydroxymethoxy)(methoxy)malonate,,3,True
"5-(6,7-Dimethoxy-3,4-dihydro-2H-chromen-3-yl)-2,3-dimethoxy-1,4-benzoquinone",C19H20O7,C19H20O7,CSID8151364,"5-(6,7-Dimethoxy-3,4-dihydro-2H-chromen-3-yl)-2,3-dimethoxy-1,4-benzoquinone",,3,True
"(2E)-3-(4-Hydroxyphenyl)-1-(3-hydroxy-2,4,5,6-tetramethoxyphenyl)-2-propen-1-one",C19H20O7,C19H20O7,CSID8936296,"(2E)-3-(4-Hydroxyphenyl)-1-(3-hydroxy-2,4,5,6-tetramethoxyphenyl)-2-propen-1-one",,3,True
"(1S,3R,5S,6S,10R,11S)-3-Methyl-9-methylene-8,14-dioxo-4,7,15-trioxatetracyclo[11.2.1.0~3,5~.0~6,10~]hexadec-13(16)-en-11-yl methacrylate",C19H20O7,C19H20O7,CSID9397187,"(1S,3R,5S,6S,10R,11S)-3-Methyl-9-methylene-8,14-dioxo-4,7,15-trioxatetracyclo[11.2.1.0~3,5~.0~6,10~]hexadec-13(16)-en-11-yl methacrylate",,3,True
"1,5,6-Trihydroxy-4-(3-hydroxy-3-methylbutyl)-3-methoxy-9H-xanthen-9-one",C19H20O7,C19H20O7,CSID9734316,"1,5,6-Trihydroxy-4-(3-hydroxy-3-methylbutyl)-3-methoxy-9H-xanthen-9-one",,3,True
Clauslactone G,C19H20O7,C19H20O7,CSID9967528,Clauslactone G,,3,True
SODIUM DIAMYL SULFOSUCCINATE,C14H25NaO7S,C14H25NaO7S,CSID63392,SODIUM DIAMYL SULFOSUCCINATE,,4,False
"(1S,4R)-1-Hydroxy-4-(1H-indol-3-ylmethyl)-2H-pyrazino[2,1-b]quinazoline-3,6(1H,4H)-dione",C20H16N4O3,C20H16N4O3,CSID29784799,"(1S,4R)-1-Hydroxy-4-(1H-indol-3-ylmethyl)-2H-pyrazino[2,1-b]quinazoline-3,6(1H,4H)-dione",,5,True
"1,3-Dibenzyl-5-nitro-1,3-dihydro-2H-imidazo[4,5-b]pyridin-2-one",C20H16N4O3,C20H16N4O3,CSID67497540,"1,3-Dibenzyl-5-nitro-1,3-dihydro-2H-imidazo[4,5-b]pyridin-2-one",,5,True
,C20H16N4O3,C20H16N4O3,1004256,,,6,True
,C20H16N4O3,C20H16N4O3,1006668,,,6,True
"2-[4-(3-methyl-1,2,4-oxadiazol-5-yl)-2-oxoquinolin-1-yl]-N-phenylacetamide",C20H16N4O3,C20H16N4O3,1015164,"2-[4-(3-methyl-1,2,4-oxadiazol-5-yl)-2-oxoquinolin-1-yl]-N-phenylacetamide",,6,True
"methyl 3-[[2-(3-hydroxyphenyl)imidazo[1,2-a]pyrazin-3-yl]amino]benzoate",C20H16N4O3,C20H16N4O3,1018463,"methyl 3-[[2-(3-hydroxyphenyl)imidazo[1,2-a]pyrazin-3-yl]amino]benzoate",,6,True
"methyl 2-[[2-(3-hydroxyphenyl)imidazo[1,2-a]pyrazin-3-yl]amino]benzoate",C20H16N4O3,C20H16N4O3,1018656,"methyl 2-[[2-(3-hydroxyphenyl)imidazo[1,2-a]pyrazin-3-yl]amino]benzoate",,6,True
,C20H16N4O3,C20H16N4O3,1027849,,,6,True
"2-(1,3-dioxoisoindol-2-yl)-N-(5-methyl-2-phenylpyrazol-3-yl)acetamide",C20H16N4O3,C20H16N4O3,1048834,"2-(1,3-dioxoisoindol-2-yl)-N-(5-methyl-2-phenylpyrazol-3-yl)acetamide",,6,True
"2-(1,2-benzoxazol-3-yl)-N-[3-(6-methylpyridazin-3-yl)oxyphenyl]acetamide",C20H16N4O3,C20H16N4O3,1050780,"2-(1,2-benzoxazol-3-yl)-N-[3-(6-methylpyridazin-3-yl)oxyphenyl]acetamide",,6,True
,C20H16N4O3,C20H16N4O3,1081414,,,6,True
"1-[[3-(2-methylphenyl)-1,2,4-oxadiazol-5-yl]methyl]-4-phenylpyrazine-2,3-dione",C20H16N4O3,C20H16N4O3,993876,"1-[[3-(2-methylphenyl)-1,2,4-oxadiazol-5-yl]methyl]-4-phenylpyrazine-2,3-dione",,6,True
"1-[(3-phenyl-1,2,4-oxadiazol-5-yl)methyl]-3-prop-2-enylquinazoline-2,4-dione",C20H16N4O3,C20H16N4O3,995114,"1-[(3-phenyl-1,2,4-oxadiazol-5-yl)methyl]-3-prop-2-enylquinazoline-2,4-dione",,6,True
"1-[[3-(3-methylphenyl)-1,2,4-oxadiazol-5-yl]methyl]-4-phenylpyrazine-2,3-dione",C20H16N4O3,C20H16N4O3,996268,"1-[[3-(3-methylphenyl)-1,2,4-oxadiazol-5-yl]methyl]-4-phenylpyrazine-2,3-dione",,6,True
,C20H16N4O3,C20H16N4O3,996957,,,6,True
"4-[[2-(4-methoxyphenyl)imidazo[1,2-a]pyrazin-3-yl]amino]benzoic acid",C20H16N4O3,C20H16N4O3,1004120,"4-[[2-(4-methoxyphenyl)imidazo[1,2-a]pyrazin-3-yl]amino]benzoic acid",,7,True
"1-[[3-(4-methylphenyl)-1,2,4-oxadiazol-5-yl]methyl]-4-phenylpyrazine-2,3-dione",C20H16N4O3,C20H16N4O3,1008186,"1-[[3-(4-methylphenyl)-1,2,4-oxadiazol-5-yl]methyl]-4-phenylpyrazine-2,3-dione",,7,True
"2-(1,3-benzodioxol-5-yl)-N-(2-methoxyphenyl)imidazo[1,2-a]pyrazin-3-amine",C20H16N4O3,C20H16N4O3,1008915,"2-(1,3-benzodioxol-5-yl)-N-(2-methoxyphenyl)imidazo[1,2-a]pyrazin-3-amine",,7,True
"4-[3-(2,3-dihydro-1,4-benzodioxin-6-ylamino)imidazo[1,2-a]pyrimidin-2-yl]phenol",C20H16N4O3,C20H16N4O3,1013631,"4-[3-(2,3-dihydro-1,4-benzodioxin-6-ylamino)imidazo[1,2-a]pyrimidin-2-yl]phenol",,7,True
"N-(2-methoxyphenyl)-2-(5-quinolin-6-yl-1,3,4-oxadiazol-2-yl)acetamide",C20H16N4O3,C20H16N4O3,1015470,"N-(2-methoxyphenyl)-2-(5-quinolin-6-yl-1,3,4-oxadiazol-2-yl)acetamide",,7,True
"3-[3-(3-ethoxyphenyl)-1,2,4-oxadiazol-5-yl]-1-phenylpyridazin-4-one",C20H16N4O3,C20H16N4O3,1017259,"3-[3-(3-ethoxyphenyl)-1,2,4-oxadiazol-5-yl]-1-phenylpyridazin-4-one",,7,True
"3-[3-(4-ethoxyphenyl)-1,2,4-oxadiazol-5-yl]-1-phenylpyridazin-4-one",C20H16N4O3,C20H16N4O3,1019645,"3-[3-(4-ethoxyphenyl)-1,2,4-oxadiazol-5-yl]-1-phenylpyridazin-4-one",,7,True
"3-[3-(4-methoxyphenyl)-1,2,4-oxadiazol-5-yl]-1-(4-methylphenyl)pyridazin-4-one",C20H16N4O3,C20H16N4O3,1019657,"3-[3-(4-methoxyphenyl)-1,2,4-oxadiazol-5-yl]-1-(4-methylphenyl)pyridazin-4-one",,7,True
"1-(2-methylphenyl)-4-[(3-phenyl-1,2,4-oxadiazol-5-yl)methyl]pyrazine-2,3-dione",C20H16N4O3,C20H16N4O3,1022474,"1-(2-methylphenyl)-4-[(3-phenyl-1,2,4-oxadiazol-5-yl)methyl]pyrazine-2,3-dione",,7,True
"N-(4-methoxyphenyl)-2-(5-quinolin-6-yl-1,3,4-oxadiazol-2-yl)acetamide",C20H16N4O3,C20H16N4O3,1024972,"N-(4-methoxyphenyl)-2-(5-quinolin-6-yl-1,3,4-oxadiazol-2-yl)acetamide",,7,True
"1-(4-methoxyphenyl)-3-[3-(4-methylphenyl)-1,2,4-oxadiazol-5-yl]pyridazin-4-one",C20H16N4O3,C20H16N4O3,1026597,"1-(4-methoxyphenyl)-3-[3-(4-methylphenyl)-1,2,4-oxadiazol-5-yl]pyridazin-4-one",,7,True
"3-[[2-(4-methoxyphenyl)imidazo[1,2-a]pyrazin-3-yl]amino]benzoic acid",C20H16N4O3,C20H16N4O3,1027861,"3-[[2-(4-methoxyphenyl)imidazo[1,2-a]pyrazin-3-yl]amino]benzoic acid",,7,True
"4-[3-(2-methoxyanilino)imidazo[1,2-a]pyrazin-2-yl]benzoic acid",C20H16N4O3,C20H16N4O3,1027899,"4-[3-(2-methoxyanilino)imidazo[1,2-a]pyrazin-2-yl]benzoic acid",,7,True
"2-[[3-(3-methoxyphenyl)-1,2,4-oxadiazol-5-yl]methyl]-6-phenylpyridazin-3-one",C20H16N4O3,C20H16N4O3,1033703,"2-[[3-(3-methoxyphenyl)-1,2,4-oxadiazol-5-yl]methyl]-6-phenylpyridazin-3-one",,7,True
"2-[[3-(4-methoxyphenyl)-1,2,4-oxadiazol-5-yl]methyl]-6-phenylpyridazin-3-one",C20H16N4O3,C20H16N4O3,1076115,"2-[[3-(4-methoxyphenyl)-1,2,4-oxadiazol-5-yl]methyl]-6-phenylpyridazin-3-one",,7,True
"6-(4-methoxyphenyl)-2-[(3-phenyl-1,2,4-oxadiazol-5-yl)methyl]pyridazin-3-one",C20H16N4O3,C20H16N4O3,1078554,"6-(4-methoxyphenyl)-2-[(3-phenyl-1,2,4-oxadiazol-5-yl)methyl]pyridazin-3-one",,7,True
"6-(3-methoxyphenyl)-2-[(3-phenyl-1,2,4-oxadiazol-5-yl)methyl]pyridazin-3-one",C20H16N4O3,C20H16N4O3,1090320,"6-(3-methoxyphenyl)-2-[(3-phenyl-1,2,4-oxadiazol-5-yl)methyl]pyridazin-3-one",,7,True
"4-[3-(3-oxo-4-propyl-1,4-benzoxazin-6-yl)-1,2,4-oxadiazol-5-yl]benzonitrile",C20H16N4O3,C20H16N4O3,993037,"4-[3-(3-oxo-4-propyl-1,4-benzoxazin-6-yl)-1,2,4-oxadiazol-5-yl]benzonitrile",,7,True
"4-[3-(3-methoxyanilino)imidazo[1,2-a]pyrazin-2-yl]benzoic acid",C20H16N4O3,C20H16N4O3,994601,"4-[3-(3-methoxyanilino)imidazo[1,2-a]pyrazin-2-yl]benzoic acid",,7,True
3-(Dihydroxymethyl)-2-chromanone,C10H10O4,C10H10O4,CSID67154125,3-(Dihydroxymethyl)-2-chromanone,,1,True
"3-(Dihydroxymethyl)-2,3-dihydro-4H-chromen-4-one",C10H10O4,C10H10O4,CSID67491984,"3-(Dihydroxymethyl)-2,3-dihydro-4H-chromen-4-one",,1,True
"4,6,8-Decatriyne-1,1,2,3-tetrol",C10H10O4,C10H10O4,CSID113368509,"4,6,8-Decatriyne-1,1,2,3-tetrol",,2,False
N-[2-Chloro(2-~2~H_1_)ethanoyl]-L-valine,C7H11ClDNO3,C7H11ClDNO3,CSID67157118,N-[2-Chloro(2-~2~H_1_)ethanoyl]-L-valine,,3,False
2-Hydroxy-4-(2-oxiranylmethoxy)benzaldehyde,C10H10O4,C10H10O4,CSID24604915,2-Hydroxy-4-(2-oxiranylmethoxy)benzaldehyde,,4,False
(3Z)-3-(4-Hydroxy-3-methoxybenzylidene)-2-oxiranol,C10H10O4,C10H10O4,CSID67160503,(3Z)-3-(4-Hydroxy-3-methoxybenzylidene)-2-oxiranol,,5,False
kakuol,C10H10O4,C10H10O4,CSID518869,kakuol,,6,True
3-(Benzodioxol-5-Yl)Propionic Acid,C10H10O4,C10H10O4,CSID58342,3-(Benzodioxol-5-Yl)Propionic Acid,,6,True
Piperonyl Acetate,C10H10O4,C10H10O4,CSID9101,Piperonyl Acetate,,6,True
Benzylmalonic acid,C10H10O4,C10H10O4,CSID11536,Benzylmalonic acid,,7,True
"1,2-Phenylenediacetic Acid",C10H10O4,C10H10O4,CSID22547,"1,2-Phenylenediacetic Acid",,7,True
m-phenylenediacetic acid,C10H10O4,C10H10O4,CSID27679,m-phenylenediacetic acid,,7,True
(+)-Phenylsuccinic acid,C10H10O4,C10H10O4,CSID643286,(+)-Phenylsuccinic acid,,7,True
"1,4-Phenylenediacetic acid",C10H10O4,C10H10O4,CSID73776,"1,4-Phenylenediacetic acid",,7,True
4-(2-Carboxyethyl)benzoic acid,C10H10O4,C10H10O4,CSID746437,4-(2-Carboxyethyl)benzoic acid,,7,True
Phenylsuccinic acid,C10H10O4,C10H10O4,CSID86155,Phenylsuccinic acid,,7,True
6-Hydroxy-2-chromanecarboxylic acid,C10H10O4,C10H10O4,CSID9598977,6-Hydroxy-2-chromanecarboxylic acid,,7,True
2-(Benzoyloxy)propanoic acid,C10H10O4,C10H10O4,CSID11542561,2-(Benzoyloxy)propanoic acid,,8,True
(2E)-3-(3-Hydroxy-5-methoxyphenyl)acrylic acid,C10H10O4,C10H10O4,CSID11574757,(2E)-3-(3-Hydroxy-5-methoxyphenyl)acrylic acid,,8,True
(Z)-ferulic acid,C10H10O4,C10H10O4,CSID1265913,(Z)-ferulic acid,,8,True
3-(2-Hydroxy-4-methoxy-phenyl)-acrylic acid,C10H10O4,C10H10O4,CSID16093160,3-(2-Hydroxy-4-methoxy-phenyl)-acrylic acid,,8,True
Gibepyrone D,C10H10O4,C10H10O4,CSID16737943,Gibepyrone D,,8,True
o-Acetylmandelic acid,C10H10O4,C10H10O4,CSID195769,o-Acetylmandelic acid,,8,True
(−)-O-Acetylmandelic acid,C10H10O4,C10H10O4,CSID2015584,(−)-O-Acetylmandelic acid,,8,True
3-(2-Hydroxy-4-methoxyphenyl)acrylic acid,C10H10O4,C10H10O4,CSID20490956,3-(2-Hydroxy-4-methoxyphenyl)acrylic acid,,8,True
3-(4-Hydroxy-2-methoxy-phenyl)-acrylic acid,C10H10O4,C10H10O4,CSID21107706,3-(4-Hydroxy-2-methoxy-phenyl)-acrylic acid,,8,True
O-Ferulic acid,C10H10O4,C10H10O4,CSID26550411,O-Ferulic acid,,8,True
2-Hydroxyethyl 4-formylbenzoate,C10H10O4,C10H10O4,CSID32863627,2-Hydroxyethyl 4-formylbenzoate,,8,True
(E)-Ferulic acid,C10H10O4,C10H10O4,CSID393368,(E)-Ferulic acid,,8,True
5-Hydroxyconiferaldehyde,C10H10O4,C10H10O4,CSID4445308,5-Hydroxyconiferaldehyde,,8,True
"(all-E)-deca-2,4,6,8-tetraenedioic acid",C10H10O4,C10H10O4,CSID4710003,"(all-E)-deca-2,4,6,8-tetraenedioic acid",,8,True
(+)-acetylmandelic acid,C10H10O4,C10H10O4,CSID5298107,(+)-acetylmandelic acid,,8,True
5-Hydroxyconiferaldehyde,C10H10O4,C10H10O4,CSID59696762,5-Hydroxyconiferaldehyde,,8,True
(2E)-3-(3-Hydroxy-5-methoxyphenyl)acrylic acid,C10H10O4,C10H10O4,CSID61837800,(2E)-3-(3-Hydroxy-5-methoxyphenyl)acrylic acid,,8,True
(E)-Isoferulic acid,C10H10O4,C10H10O4,CSID643318,(E)-Isoferulic acid,,8,True
(2Z)-3-(2-Hydroxy-4-methoxyphenyl)acrylic acid,C10H10O4,C10H10O4,CSID67173134,(2Z)-3-(2-Hydroxy-4-methoxyphenyl)acrylic acid,,8,True
4-acetylphenoxyacetic acid,C10H10O4,C10H10O4,CSID67230,4-acetylphenoxyacetic acid,,8,True
Ferulic acid,C10H10O4,C10H10O4,CSID689,Ferulic acid,,8,True
"(2Z,4Z,6E,8E)-2,4,6,8-Decatetraenedioic acid",C10H10O4,C10H10O4,CSID7822601,"(2Z,4Z,6E,8E)-2,4,6,8-Decatetraenedioic acid",,8,True
