compound_name,formula,molecular_formula,source_compound_id,description,rank,probabilidade
Hispaconitine,C26H41NO8,C26H41NO8,CSID10211336,Hispaconitine,2,0.1763089137772587
"2-[4-[2-(azepan-1-yl)-2-oxoethyl]piperazin-1-yl]-6-(2,2-dimethylpropanoylamino)quinoline-4-carboxylic acid",C27H37N5O4,C27H37N5O4,1011616,"2-[4-[2-(azepan-1-yl)-2-oxoethyl]piperazin-1-yl]-6-(2,2-dimethylpropanoylamino)quinoline-4-carboxylic acid",3,0.16184554311137067
"6-N-cyclopentyl-6-methyl-8-oxo-1-N-[(4-propan-2-yloxyphenyl)methyl]-7-propyl-5H-imidazo[1,5-a]pyrazine-1,6-dicarboxamide",C27H37N5O4,C27H37N5O4,1021214,"6-N-cyclopentyl-6-methyl-8-oxo-1-N-[(4-propan-2-yloxyphenyl)methyl]-7-propyl-5H-imidazo[1,5-a]pyrazine-1,6-dicarboxamide",4,0.16184554311137067
"6-[4-[4-(2-methyl-2,3-dihydroindol-1-yl)-4-oxobutanoyl]piperazin-1-yl]-1,3-di(propan-2-yl)pyrimidine-2,4-dione",C27H37N5O4,C27H37N5O4,1083670,"6-[4-[4-(2-methyl-2,3-dihydroindol-1-yl)-4-oxobutanoyl]piperazin-1-yl]-1,3-di(propan-2-yl)pyrimidine-2,4-dione",5,0.16184554311137067
"(2R)-2-[(9Z)-9-Hexadecenoyloxy]-3-[(hydroxy{[(1S,2S,3S,4S,5R,6S)-2,3,4,5-tetrahydroxy-6-(α-D-mannopyranosyloxy)cyclohexyl]oxy}phosphoryl)oxy]propyl (9Z,12Z)-9,12-nonadecadienoate",C50H89O18P,C50H89O18P,CSID113380497,"(2R)-2-[(9Z)-9-Hexadecenoyloxy]-3-[(hydroxy{[(1S,2S,3S,4S,5R,6S)-2,3,4,5-tetrahydroxy-6-(α-D-mannopyranosyloxy)cyclohexyl]oxy}phosphoryl)oxy]propyl (9Z,12Z)-9,12-nonadecadienoate",1,0.5043541491296928
"(2R)-2-[(9Z,12Z)-9,12-Hexadecadienoyloxy]-3-[(hydroxy{[(1S,2S,3S,4S,5R,6S)-2,3,4,5-tetrahydroxy-6-(α-D-mannopyranosyloxy)cyclohexyl]oxy}phosphoryl)oxy]propyl (9Z)-9-nonadecenoate",C50H89O18P,C50H89O18P,CSID113380492,"(2R)-2-[(9Z,12Z)-9,12-Hexadecadienoyloxy]-3-[(hydroxy{[(1S,2S,3S,4S,5R,6S)-2,3,4,5-tetrahydroxy-6-(α-D-mannopyranosyloxy)cyclohexyl]oxy}phosphoryl)oxy]propyl (9Z)-9-nonadecenoate",2,0.49564585087030716
galegine,C6H13N3,C6H13N3,CSID10518,galegine,1,0.1
1-amidinopiperidine,C6H13N3,C6H13N3,CSID177636,1-amidinopiperidine,2,0.1
"2-(2-Methyl-4,5-dihydro-1H-imidazol-1-yl)ethanamine",C6H13N3,C6H13N3,CSID215729,"2-(2-Methyl-4,5-dihydro-1H-imidazol-1-yl)ethanamine",3,0.1
Hexylazide,C6H13N3,C6H13N3,CSID21841,Hexylazide,4,0.1
"2-Hydrazino-3,4,5,6-tetrahydro-2H-azepine",C6H13N3,C6H13N3,CSID32971202,"2-Hydrazino-3,4,5,6-tetrahydro-2H-azepine",5,0.1
"1,3,6,9,11,14-Hexaazatricyclo[12.2.1.1~6,9~]octadecane",C12H26N6,C12H26N6,CSID67030015,"1,3,6,9,11,14-Hexaazatricyclo[12.2.1.1~6,9~]octadecane",1,0.5
"1,4,7,9,12,14-Hexaazatricyclo[12.2.1.1~4,7~]octadecane",C12H26N6,C12H26N6,CSID67496433,"1,4,7,9,12,14-Hexaazatricyclo[12.2.1.1~4,7~]octadecane",2,0.5
"N-(2-Aminoethyl)-N′-{2-[(2-{(Z)-[(3E)-3-(hydroxyimino)-2-butanylidene]amino}ethyl)amino]ethyl}-1,2-ethanediamine",C12H28N6O,C12H28N6O,CSID67153115,"N-(2-Aminoethyl)-N′-{2-[(2-{(Z)-[(3E)-3-(hydroxyimino)-2-butanylidene]amino}ethyl)amino]ethyl}-1,2-ethanediamine",1,1.0
Methyl N-{[(2-methyl-2-propanyl)oxy]carbonyl}-L-leucyl-L-isoleucinate,C18H34N2O5,C18H34N2O5,CSID57485501,Methyl N-{[(2-methyl-2-propanyl)oxy]carbonyl}-L-leucyl-L-isoleucinate,1,0.5
Methyl N-{[(2-methyl-2-propanyl)oxy]carbonyl}-L-isoleucyl-L-leucinate,C18H34N2O5,C18H34N2O5,CSID9199945,Methyl N-{[(2-methyl-2-propanyl)oxy]carbonyl}-L-isoleucyl-L-leucinate,2,0.5
Aurantiumal,C21H22O5,C21H22O5,CSID30776846,Aurantiumal,1,0.007793658826396554
"4-{[(2Z)-5-(3,3-Dimethyl-2-oxiranyl)-3-methyl-2-penten-1-yl]oxy}-7H-furo[3,2-g]chromen-7-one",C21H22O5,C21H22O5,CSID35014736,"4-{[(2Z)-5-(3,3-Dimethyl-2-oxiranyl)-3-methyl-2-penten-1-yl]oxy}-7H-furo[3,2-g]chromen-7-one",2,0.007793658826396554
Notopterol,C21H22O5,C21H22O5,CSID4478370,Notopterol,3,0.007793658826396554
Epoxybergamottin,C21H22O5,C21H22O5,LMPK12160610,Epoxybergamottin,4,0.007792718988991833
Lansiumarin C,C21H22O5,C21H22O5,HMDB34838,Lansiumarin C,5,0.007654574283072628
"4-{[(2Z)-6,7-Dihydroxy-3,7-dimethyl-2-octen-1-yl]oxy}-7H-furo[3,2-g]chromen-7-one",C21H24O6,C21H24O6,CSID35014735,"4-{[(2Z)-6,7-Dihydroxy-3,7-dimethyl-2-octen-1-yl]oxy}-7H-furo[3,2-g]chromen-7-one",1,0.010874437874056078
"2-[3-Hydroxy-6-(2-methyl-3-buten-2-yl)-7-oxo-2,3-dihydro-7H-furo[3,2-g]chromen-2-yl]-2-propanyl acetate",C21H24O6,C21H24O6,CSID74852811,"2-[3-Hydroxy-6-(2-methyl-3-buten-2-yl)-7-oxo-2,3-dihydro-7H-furo[3,2-g]chromen-2-yl]-2-propanyl acetate",2,0.01086265573364259
"6',7'-Dihydroxybergamottin",C21H24O6,C21H24O6,HMDB39066,"6',7'-Dihydroxybergamottin",3,0.01068491889278587
(-)-Arctigenin,C21H24O6,C21H24O6,HMDB30087,(-)-Arctigenin,4,0.009756491691159271
"(10S,11S,12S)-10,12-Dihydroxy-6,6,11-trimethyl-4-propyl-11,12-dihydro-2H,6H,10H-dipyrano[2,3-f:2′,3′-h]chromen-2-one",C21H24O6,C21H24O6,CSID28282182,"(10S,11S,12S)-10,12-Dihydroxy-6,6,11-trimethyl-4-propyl-11,12-dihydro-2H,6H,10H-dipyrano[2,3-f:2′,3′-h]chromen-2-one",5,0.009754815342413015
"N,N-Diethyl-2,3,3,3-tetrafluoropropanamide",C7H11F4NO,C7H11F4NO,CSID2054451,"N,N-Diethyl-2,3,3,3-tetrafluoropropanamide",1,0.10749234748985799
"N-(5-methyl-1H-1,2,4-triazol-3-yl)benzamide",C10H9N4O,C10H9N4O,1032572,"N-(5-methyl-1H-1,2,4-triazol-3-yl)benzamide",2,0.10670639074873142
"5,6-dimethyl-2-pyrazin-2-yl-1H-pyrimidin-4-one",C10H9N4O,C10H9N4O,1084654,"5,6-dimethyl-2-pyrazin-2-yl-1H-pyrimidin-4-one",3,0.10670639074873142
choline dihydrogen phosphate,C5H16NO5P,C5H16NO5P,CSID132290,choline dihydrogen phosphate,4,0.09553093515937283
"2-(Trifluoromethyl)-5,6,7,8-tetrahydroquinoline",C10H10F3N,C10H10F3N,CSID30774095,"2-(Trifluoromethyl)-5,6,7,8-tetrahydroquinoline",5,0.09093259641519308
1-[[1-[(2-chloro-6-fluorophenyl)methylsulfonyl]piperidin-4-yl]methyl]-3-methylpiperidine,C19H28ClFN2O2S,C19H28ClFN2O2S,1005716,1-[[1-[(2-chloro-6-fluorophenyl)methylsulfonyl]piperidin-4-yl]methyl]-3-methylpiperidine,1,0.12771339926604064
1-[[1-[(2-chloro-6-fluorophenyl)methylsulfonyl]piperidin-4-yl]methyl]azepane,C19H28ClFN2O2S,C19H28ClFN2O2S,1024707,1-[[1-[(2-chloro-6-fluorophenyl)methylsulfonyl]piperidin-4-yl]methyl]azepane,2,0.12771339926604064
"(3aS,6aR)-5-(2-phenylethyl)-2-[[4-(trifluoromethyl)phenyl]methyl]-1,3,3a,6a-tetrahydropyrrolo[3,4-c]pyrrole-4,6-dione",C22H21F3N2O2,C22H21F3N2O2,1037059,"(3aS,6aR)-5-(2-phenylethyl)-2-[[4-(trifluoromethyl)phenyl]methyl]-1,3,3a,6a-tetrahydropyrrolo[3,4-c]pyrrole-4,6-dione",3,0.1249159594881935
Benzyl beta-primeveroside,C18H26O10,C18H26O10,HMDB41190,Benzyl beta-primeveroside,4,0.10327657563338556
Benzyl O-[arabinofuranosyl-(1->6)-glucoside],C18H26O10,C18H26O10,HMDB41514,Benzyl O-[arabinofuranosyl-(1->6)-glucoside],5,0.10327657563338556
"N,N′-(1,4-Piperazinediyldi-3,1-propanediyl)di(2-thiophenecarboxamide)",C20H28N4O2S2,C20H28N4O2S2,CSID2207220,"N,N′-(1,4-Piperazinediyldi-3,1-propanediyl)di(2-thiophenecarboxamide)",1,0.042847243724076604
3-(3-methylpiperidin-1-yl)-6-[5-(4-methylpiperidin-1-yl)sulfonylthiophen-3-yl]pyridazine,C20H28N4O2S2,C20H28N4O2S2,1029028,3-(3-methylpiperidin-1-yl)-6-[5-(4-methylpiperidin-1-yl)sulfonylthiophen-3-yl]pyridazine,2,0.04284609432372562
Ser Glu Trp,C19H24N4O7,C19H24N4O7,17688,Ser Glu Trp,3,0.04122351452549308
Thr Trp Asp,C19H24N4O7,C19H24N4O7,18424,Thr Trp Asp,4,0.04122351452549308
Thr Asp Trp,C19H24N4O7,C19H24N4O7,19882,Thr Asp Trp,5,0.04122351452549308
"N,N-Dihexyl-3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)benzamide",C25H42BNO3,C25H42BNO3,CSID35036400,"N,N-Dihexyl-3-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)benzamide",1,1.0
1-[(8Z)-8-Heptadecen-1-yl]-2-methyl-9H-carbazol-3-ol,C30H43NO,C30H43NO,CSID24660216,1-[(8Z)-8-Heptadecen-1-yl]-2-methyl-9H-carbazol-3-ol,1,1.0
"N-cyclohexyl-4-oxo-8-(3-propan-2-yl-1,2,4-oxadiazol-5-yl)-1,5-diazacycloundecane-1-carboxamide",C21H35N5O3,C21H35N5O3,1037204,"N-cyclohexyl-4-oxo-8-(3-propan-2-yl-1,2,4-oxadiazol-5-yl)-1,5-diazacycloundecane-1-carboxamide",1,1.0
"(3R,3′S,5′R,6R,6′S)-19-Acetoxy-3,3′-dihydroxy-4,5-didehydro-5,5′,6,6′-tetrahydro-5′,6′-epoxy-β,β-caroten-19′-yl (2E)-2-decenoate",C52H74O7,C52H74O7,CSID115267562,"(3R,3′S,5′R,6R,6′S)-19-Acetoxy-3,3′-dihydroxy-4,5-didehydro-5,5′,6,6′-tetrahydro-5′,6′-epoxy-β,β-caroten-19′-yl (2E)-2-decenoate",1,1.0
glu-ile-ile,C17H31N3O6,C17H31N3O6,CSID16570530,glu-ile-ile,1,0.04082266720840688
glu-ile-leu,C17H31N3O6,C17H31N3O6,CSID16570531,glu-ile-leu,2,0.04082266720840688
glu-leu-ile,C17H31N3O6,C17H31N3O6,CSID16570550,glu-leu-ile,3,0.04082266720840688
ile-glu-ile,C17H31N3O6,C17H31N3O6,CSID16571982,ile-glu-ile,4,0.04082266720840688
ile-glu-leu,C17H31N3O6,C17H31N3O6,CSID16571983,ile-glu-leu,5,0.04082266720840688
"(3β,5α,6β,15α,24S)-3,5,6,8,15-Pentahydroxycholestan-24-yl 2-O-(2-O-methyl-β-D-xylopyranosyl)-α-L-arabinofuranoside",C38H66O14,C38H66O14,CSID10278446,"(3β,5α,6β,15α,24S)-3,5,6,8,15-Pentahydroxycholestan-24-yl 2-O-(2-O-methyl-β-D-xylopyranosyl)-α-L-arabinofuranoside",1,1.0
"13-sophorosyloxydocosanoate 6′,6″-diacetate",C38H68O15,C38H68O15,CSID2339629,"13-sophorosyloxydocosanoate 6′,6″-diacetate",1,0.5
"1-O-(3,4,6-Tri-O-hexanoyl-2-O-octanoyl-β-D-mannopyranosyl)-D-mannitol",C38H68O15,C38H68O15,CSID30900648,"1-O-(3,4,6-Tri-O-hexanoyl-2-O-octanoyl-β-D-mannopyranosyl)-D-mannitol",2,0.5
pro-pro-lys-gln,C21H36N6O6,C21H36N6O6,CSID16693540,pro-pro-lys-gln,1,0.009837701372704675
lys-pro-pro-gln,C21H36N6O6,C21H36N6O6,CSID16669666,lys-pro-pro-gln,2,0.009610253509833423
pro-lys-pro-gln,C21H36N6O6,C21H36N6O6,CSID16692404,pro-lys-pro-gln,3,0.009610253509833423
gln-pro-lys-pro,C21H36N6O6,C21H36N6O6,CSID16629790,gln-pro-lys-pro,4,0.009601274521097453
ile-ile-ser-his,C21H36N6O6,C21H36N6O6,CSID16651770,ile-ile-ser-his,5,0.009389810732177123
benzyl-diisopropyl-dimethyl-[(1R)-1-methyl-2-phenyl-ethyl]-propyl-BLAHoctone,C53H74N6O10,C53H74N6O10,CSID8661464,benzyl-diisopropyl-dimethyl-[(1R)-1-methyl-2-phenyl-ethyl]-propyl-BLAHoctone,1,1.0
"(9,9-Dimethyl-9H-fluorene-2,7-diyl)bis(dimethylsilanol)",C19H26O2Si2,C19H26O2Si2,CSID67157959,"(9,9-Dimethyl-9H-fluorene-2,7-diyl)bis(dimethylsilanol)",1,0.012215918520996046
"(11E)-16-Hydroxy-3-methyl-1,7-dioxo-3,4,5,6,7,8,9,10-octahydro-1H-2-benzoxacyclotetradecin-14-yl acetate",C20H24O6,C20H24O6,CSID35014746,"(11E)-16-Hydroxy-3-methyl-1,7-dioxo-3,4,5,6,7,8,9,10-octahydro-1H-2-benzoxacyclotetradecin-14-yl acetate",1,0.009903770028113944
"4-[(2R)-3-Butoxy-2-hydroxy-3-methylbutoxy]-7H-furo[3,2-g]chromen-7-one",C20H24O6,C20H24O6,CSID28283089,"4-[(2R)-3-Butoxy-2-hydroxy-3-methylbutoxy]-7H-furo[3,2-g]chromen-7-one",2,0.00990202276916384
4-Acetylzearalenone,C20H24O6,C20H24O6,HMDB39100,4-Acetylzearalenone,3,0.00977147921714482
(2R)-2-Amino-2-[4-(hexyloxy)benzyl]-3-hydroxypropyl hydrogen phosphate,C16H27NO6P-,C16H27NO6P-,CSID24604825,(2R)-2-Amino-2-[4-(hexyloxy)benzyl]-3-hydroxypropyl hydrogen phosphate,4,0.00960129269005574
corallolide A,C20H24O6,C20H24O6,CSID27024318,corallolide A,5,0.009213715275501777
tricholine citrate,C21H47N3O10,C21H47N3O10,CSID10558,tricholine citrate,1,1.0
Leukotriene E4 methyl ester,C24H39NO5S,C24H39NO5S,45050,Leukotriene E4 methyl ester,1,0.17907429657840257
"1-[(1S,9R,13R)-4-Hydroxy-1,10,13-trimethyl-10-azatricyclo[7.3.1.0~2,7~]trideca-2,4,6-trien-13-yl]-6-methyl-3-heptanone methanesulfonate (1:1)",C24H39NO5S,C24H39NO5S,CSID2342726,"1-[(1S,9R,13R)-4-Hydroxy-1,10,13-trimethyl-10-azatricyclo[7.3.1.0~2,7~]trideca-2,4,6-trien-13-yl]-6-methyl-3-heptanone methanesulfonate (1:1)",2,0.17905286601429932
"1-[(1S,9R,13R)-4-Hydroxy-1,10,13-trimethyl-10-azatricyclo[7.3.1.0~2,7~]trideca-2,4,6-trien-13-yl]-3-octanone methanesulfonate (1:1)",C24H39NO5S,C24H39NO5S,CSID30791813,"1-[(1S,9R,13R)-4-Hydroxy-1,10,13-trimethyl-10-azatricyclo[7.3.1.0~2,7~]trideca-2,4,6-trien-13-yl]-3-octanone methanesulfonate (1:1)",3,0.17905286601429932
"1-(4-Hydroxy-1,10,13-trimethyl-10-azatricyclo[7.3.1.0~2,7~]trideca-2,4,6-trien-13-yl)-3-octanone methanesulfonate (1:1)",C24H39NO5S,C24H39NO5S,CSID47425,"1-(4-Hydroxy-1,10,13-trimethyl-10-azatricyclo[7.3.1.0~2,7~]trideca-2,4,6-trien-13-yl)-3-octanone methanesulfonate (1:1)",4,0.17905286601429932
"1-[6-ethyl-8-fluoro-4-methyl-3-(3-methyl-1,2,4-oxadiazol-5-yl)quinolin-2-yl]-N-(oxan-4-yl)piperidin-4-amine",C25H32FN5O2,C25H32FN5O2,CSID78316413,"1-[6-ethyl-8-fluoro-4-methyl-3-(3-methyl-1,2,4-oxadiazol-5-yl)quinolin-2-yl]-N-(oxan-4-yl)piperidin-4-amine",5,0.15321443811460742
"(3R,3′S)-3-(β-L-Glucopyranosyloxy)-4′-oxo-β,β-caroten-3′-yl D-erythro-hexopyranoside",C52H74O13,C52H74O13,CSID28283860,"(3R,3′S)-3-(β-L-Glucopyranosyloxy)-4′-oxo-β,β-caroten-3′-yl D-erythro-hexopyranoside",1,0.4056074308714757
Chlorophyll b,C55H70MgN4O6,C55H70MgN4O6,3704,Chlorophyll b,2,0.1981339058742186
Chlorophyll b,C55H70MgN4O6,C55H70MgN4O6,HMDB31146,Chlorophyll b,3,0.1981339058676883
b-Chlorophyll,C55H70MgN4O6,C55H70MgN4O6,CSID16739843,b-Chlorophyll,4,0.19812475738661733
"(3E,3′E)-2-(D-Glucopyranosyloxy)-1,1′-dihydroxy-3,3′,4,4′-tetradehydro-1,1′,2,2′-tetrahydro-ψ,ψ-caroten-2′-yl D-glucopyranoside",C52H76O14,C52H76O14,CSID17220962,"(3E,3′E)-2-(D-Glucopyranosyloxy)-1,1′-dihydroxy-3,3′,4,4′-tetradehydro-1,1′,2,2′-tetrahydro-ψ,ψ-caroten-2′-yl D-glucopyranoside",1,1.0
Ethyl tridecanoate,C15H30O2,C15H30O2,CSID107061,Ethyl tridecanoate,1,0.016666857345608535
10-Methyldodecyl acetate,C15H30O2,C15H30O2,CSID13237911,10-Methyldodecyl acetate,2,0.016666857345608535
Pentadecanoic acid,C15H30O2,C15H30O2,CSID13249,Pentadecanoic acid,3,0.016666857345608535
13-methylmyristic acid,C15H30O2,C15H30O2,CSID133106,13-methylmyristic acid,4,0.016666857345608535
Tridecyl acetate,C15H30O2,C15H30O2,CSID13452,Tridecyl acetate,5,0.016666857345608535
"(2R)-3-(Dodecyloxy)-1,2-propanediol",C15H32O3,C15H32O3,CSID21169191,"(2R)-3-(Dodecyloxy)-1,2-propanediol",1,0.5
1-O-Dodecylglycerol,C15H32O3,C15H32O3,CSID88250,1-O-Dodecylglycerol,2,0.5
"1,3-Propanediyl bis(dihydrogen borate)",C3H10B2O6,C3H10B2O6,CSID67035539,"1,3-Propanediyl bis(dihydrogen borate)",1,1.0
,C17H17FN4O2,C17H17FN4O2,1098356,,1,0.0766786846040033
"6-(3-tert-butyl-1,2,4-oxadiazol-5-yl)-2-[(3-fluorophenyl)methyl]pyridazin-3-one",C17H17FN4O2,C17H17FN4O2,996223,"6-(3-tert-butyl-1,2,4-oxadiazol-5-yl)-2-[(3-fluorophenyl)methyl]pyridazin-3-one",2,0.0766786846040033
"2-[2,5-dimethyl-3-(5-methyl-1,3,4-oxadiazol-2-yl)pyrrol-1-yl]-N-(4-fluorophenyl)acetamide",C17H17FN4O2,C17H17FN4O2,998536,"2-[2,5-dimethyl-3-(5-methyl-1,3,4-oxadiazol-2-yl)pyrrol-1-yl]-N-(4-fluorophenyl)acetamide",3,0.0766786846040033
"propan-2-yl 8-(4-fluorophenyl)-4,7-dimethylpyrazolo[5,1-c][1,2,4]triazine-3-carboxylate",C17H17FN4O2,C17H17FN4O2,1078218,"propan-2-yl 8-(4-fluorophenyl)-4,7-dimethylpyrazolo[5,1-c][1,2,4]triazine-3-carboxylate",4,0.0766786846029332
"(7α,19Z)-2,16-Didehydrocur-19-en-17-al hydrochloride (1:1)",C19H20ClN2O,C19H20ClN2O,CSID67038212,"(7α,19Z)-2,16-Didehydrocur-19-en-17-al hydrochloride (1:1)",5,0.06213854896903023
N-(3-fluorophenyl)-2-(4-methyl-2-morpholin-4-yl-6-oxopyrimidin-1-yl)acetamide,C17H19FN4O3,C17H19FN4O3,1001372,N-(3-fluorophenyl)-2-(4-methyl-2-morpholin-4-yl-6-oxopyrimidin-1-yl)acetamide,1,0.018493433823461834
N-(1-ethyl-5-morpholin-4-yl-6-oxopyridazin-4-yl)-3-fluorobenzamide,C17H19FN4O3,C17H19FN4O3,1008032,N-(1-ethyl-5-morpholin-4-yl-6-oxopyridazin-4-yl)-3-fluorobenzamide,2,0.018493433823461834
N-(1-ethyl-5-morpholin-4-yl-6-oxopyridazin-4-yl)-2-fluorobenzamide,C17H19FN4O3,C17H19FN4O3,1015208,N-(1-ethyl-5-morpholin-4-yl-6-oxopyridazin-4-yl)-2-fluorobenzamide,3,0.018493433823461834
2-(3-fluorophenyl)-N-(1-methyl-5-morpholin-4-yl-6-oxopyridazin-4-yl)acetamide,C17H19FN4O3,C17H19FN4O3,1026920,2-(3-fluorophenyl)-N-(1-methyl-5-morpholin-4-yl-6-oxopyridazin-4-yl)acetamide,4,0.018493433823461834
2-(4-fluorophenoxy)-N-[1-(3-methoxypyrazin-2-yl)pyrrolidin-3-yl]acetamide,C17H19FN4O3,C17H19FN4O3,1032258,2-(4-fluorophenoxy)-N-[1-(3-methoxypyrazin-2-yl)pyrrolidin-3-yl]acetamide,5,0.018493433823461834
"(5-methyl-4,5,6,7-tetrahydro-1H-indazol-3-yl)-piperidin-1-ylmethanone",C14H20N3O,C14H20N3O,1032976,"(5-methyl-4,5,6,7-tetrahydro-1H-indazol-3-yl)-piperidin-1-ylmethanone",1,0.2553199185049522
"N-cyclopentyl-5-methyl-4,5,6,7-tetrahydro-1H-indazole-3-carboxamide",C14H20N3O,C14H20N3O,1080109,"N-cyclopentyl-5-methyl-4,5,6,7-tetrahydro-1H-indazole-3-carboxamide",2,0.2553199185049522
N-cycloheptyl-5-cyclopropyl-1H-pyrazole-3-carboxamide,C14H20N3O,C14H20N3O,1084794,N-cycloheptyl-5-cyclopropyl-1H-pyrazole-3-carboxamide,3,0.2553199185049522
2-Methyl-N-[tris(dimethylamino)phosphoranylidene]acrylamide,C10H23N4OP,C10H23N4OP,CSID67029711,2-Methyl-N-[tris(dimethylamino)phosphoranylidene]acrylamide,4,0.23404024448514346
N-[5-[4-(4-cyclohexylpiperazine-1-carbonyl)piperidin-1-yl]-3-methyl-1-phenylpyrazol-4-yl]acetamide,C28H40N6O2,C28H40N6O2,1041126,N-[5-[4-(4-cyclohexylpiperazine-1-carbonyl)piperidin-1-yl]-3-methyl-1-phenylpyrazol-4-yl]acetamide,1,0.20693941207453165
2-Oxo-3-(phosphonooxy)propyl docosanoate,C25H49O7P,C25H49O7P,CSID115266914,2-Oxo-3-(phosphonooxy)propyl docosanoate,2,0.1982651469813671
(2R)-2-Hydroxy-3-(phosphonooxy)propyl (11Z)-11-docosenoate,C25H49O7P,C25H49O7P,CSID59664358,(2R)-2-Hydroxy-3-(phosphonooxy)propyl (11Z)-11-docosenoate,3,0.1982651469813671
(2R)-2-Hydroxy-3-(phosphonooxy)propyl (13Z)-13-docosenoate,C25H49O7P,C25H49O7P,CSID66739000,(2R)-2-Hydroxy-3-(phosphonooxy)propyl (13Z)-13-docosenoate,4,0.1982651469813671
2-Hydroxy-3-(phosphonooxy)propyl (13Z)-13-docosenoate,C25H49O7P,C25H49O7P,CSID74851452,2-Hydroxy-3-(phosphonooxy)propyl (13Z)-13-docosenoate,5,0.1982651469813671
asn-lys-ser-arg,C19H37N9O7,C19H37N9O7,CSID16596733,asn-lys-ser-arg,1,0.04221846324706033
asn-ser-lys-arg,C19H37N9O7,C19H37N9O7,CSID16598253,asn-ser-lys-arg,2,0.04221846324706033
lys-asn-ser-arg,C19H37N9O7,C19H37N9O7,CSID16664919,lys-asn-ser-arg,3,0.04221846324706033
lys-ser-asn-arg,C19H37N9O7,C19H37N9O7,CSID16669821,lys-ser-asn-arg,4,0.04221846324706033
ser-asn-lys-arg,C19H37N9O7,C19H37N9O7,CSID16696732,ser-asn-lys-arg,5,0.04221846324706033
"(2R)-2-[(9Z,12Z)-9,12-Hexadecadienoyloxy]-3-[(hydroxy{[(1S,2S,3S,4S,5R,6S)-2,3,4,5-tetrahydroxy-6-(α-D-mannopyranosyloxy)cyclohexyl]oxy}phosphoryl)oxy]propyl (9Z,12Z)-9,12-nonadecadienoate",C50H87O18P,C50H87O18P,CSID113380498,"(2R)-2-[(9Z,12Z)-9,12-Hexadecadienoyloxy]-3-[(hydroxy{[(1S,2S,3S,4S,5R,6S)-2,3,4,5-tetrahydroxy-6-(α-D-mannopyranosyloxy)cyclohexyl]oxy}phosphoryl)oxy]propyl (9Z,12Z)-9,12-nonadecadienoate",1,0.3646458666628676
Muricatin I,C50H86O20,C50H86O20,CSID10393114,Muricatin I,2,0.3176770666685662
Muricatin III,C50H86O20,C50H86O20,CSID10393116,Muricatin III,3,0.3176770666685662
"7-Benzyl-2-(4-morpholinyl)-5,6,7,8-tetrahydropyrido[3,4-d]pyrimidine",C18H22N4O,C18H22N4O,CSID67172771,"7-Benzyl-2-(4-morpholinyl)-5,6,7,8-tetrahydropyrido[3,4-d]pyrimidine",1,0.10029256285411081
"1-(2,2′-Bipyridin-5-ylmethyl)-3-cyclohexylurea",C18H22N4O,C18H22N4O,CSID32619021,"1-(2,2′-Bipyridin-5-ylmethyl)-3-cyclohexylurea",2,0.09741503323401826
"7-Benzyl-2-(1-pyrrolidinyl)-5,6,7,8-tetrahydropyrido[3,4-d]pyrimidin-4(1H)-one",C18H22N4O,C18H22N4O,CSID32797428,"7-Benzyl-2-(1-pyrrolidinyl)-5,6,7,8-tetrahydropyrido[3,4-d]pyrimidin-4(1H)-one",3,0.09741503323401826
"(2E)-2-(1-Amino-6,6-dimethyl-8-oxo-5,6,7,8-tetrahydro-2,7-naphthyridin-3-yl)-3,5-dimethyl-2,4-hexadienenitrile",C18H22N4O,C18H22N4O,CSID67172977,"(2E)-2-(1-Amino-6,6-dimethyl-8-oxo-5,6,7,8-tetrahydro-2,7-naphthyridin-3-yl)-3,5-dimethyl-2,4-hexadienenitrile",4,0.09741503323401826
"3-Amino-7,7-dimethyl-1-phenyl-1,2,3,6,7,8-hexahydroimidazo[1,5-b]cinnolin-9(5H)-one",C18H22N4O,C18H22N4O,CSID67174540,"3-Amino-7,7-dimethyl-1-phenyl-1,2,3,6,7,8-hexahydroimidazo[1,5-b]cinnolin-9(5H)-one",5,0.09741503323401826
"1-(4-Hydroxybenzyl)-7,8-dimethoxy-2,2-dimethyl-1,2,3,4-tetrahydroisoquinolinium",C20H26NO3+,C20H26NO3+,CSID35031952,"1-(4-Hydroxybenzyl)-7,8-dimethoxy-2,2-dimethyl-1,2,3,4-tetrahydroisoquinolinium",1,0.059249440174060114
N-Methyl-Nalpha-(2-piperidinylcarbonyl)tryptophanamide,C18H24N4O2,C18H24N4O2,CSID65324474,N-Methyl-Nalpha-(2-piperidinylcarbonyl)tryptophanamide,2,0.05266003070035847
2-[7-(7H-Purin-2-yl)heptanoyl]cyclohexanone,C18H24N4O2,C18H24N4O2,CSID67169877,2-[7-(7H-Purin-2-yl)heptanoyl]cyclohexanone,3,0.05000747354228495
7-Hydroxy-1-methyl-N-(9-methyl-9-azabicyclo[3.3.1]non-3-yl)-1H-indazole-3-carboxamide,C18H24N4O2,C18H24N4O2,CSID24649857,7-Hydroxy-1-methyl-N-(9-methyl-9-azabicyclo[3.3.1]non-3-yl)-1H-indazole-3-carboxamide,4,0.04990775041549629
