compound_name,formula,molecular_formula,source_compound_id,description,rank,probabilidade
"2-(6-Fluoro-1-methyl-2,4-cyclohexadien-1-yl)-1H-perimidine",C18H15FN2,C18H15FN2,CSID67027852,"2-(6-Fluoro-1-methyl-2,4-cyclohexadien-1-yl)-1H-perimidine",4,0.21231754097487912
"Ingenol 3,20-dibenzoate",C34H36O7,C34H36O7,CSID28642879,"Ingenol 3,20-dibenzoate",1,0.4387191058454301
Glu Pro Pro Gln Ser,C23H36N6O10,C23H36N6O10,264538,Glu Pro Pro Gln Ser,2,0.291280714452923
solenolide A,C28H41ClO9,C28H41ClO9,CSID10220716,solenolide A,3,0.27000017970164697
"(1S,3S,4aR,5S,6R,6aR,10aS,10bS)-5-Hydroxy-4a,6a,7,10b-tetramethyl-5′-oxo-1,2,4′,4a,5,5′,6,6a,9,10,10a,10b-dodecahydrospiro[benzo[f]chromene-3,3′-furan]-1,6-diyl dibenzoate",C34H38O8,C34H38O8,CSID17240387,"(1S,3S,4aR,5S,6R,6aR,10aS,10bS)-5-Hydroxy-4a,6a,7,10b-tetramethyl-5′-oxo-1,2,4′,4a,5,5′,6,6a,9,10,10a,10b-dodecahydrospiro[benzo[f]chromene-3,3′-furan]-1,6-diyl dibenzoate",1,0.2867798610644838
"N~2~-[4-{[2-(2-Methoxyphenyl)ethyl]amino}-6-(6-quinolinylamino)-1,3,5-triazin-2-yl]-3-(1H-pyrrolo[2,3-b]pyridin-3-yl)alaninamide",C31H30N10O2,C31H30N10O2,CSID24604659,"N~2~-[4-{[2-(2-Methoxyphenyl)ethyl]amino}-6-(6-quinolinylamino)-1,3,5-triazin-2-yl]-3-(1H-pyrrolo[2,3-b]pyridin-3-yl)alaninamide",2,0.19316075041075503
Asn Val Asp Glu Val,C23H38N6O11,C23H38N6O11,264060,Asn Val Asp Glu Val,3,0.17335312950825374
Val Asn Val Asp Glu,C23H38N6O11,C23H38N6O11,264062,Val Asn Val Asp Glu,4,0.17335312950825374
Glu Leu Gln Glu Gly,C23H38N6O11,C23H38N6O11,264544,Glu Leu Gln Glu Gly,5,0.17335312950825374
L-Thyronine,C15H15NO4,C15H15NO4,HMDB00667,L-Thyronine,1,0.04565435284579026
L-Thyronine,C15H15NO4,C15H15NO4,5637,L-Thyronine,2,0.04565435284545311
AG-957,C15H15NO4,C15H15NO4,991632,AG-957,3,0.04565435284545311
"Ethyl 7-hydroxy-5-oxo-2,3-dihydro-1H,5H-pyrido[3,2,1-ij]quinoline-6-carboxylate",C15H15NO4,C15H15NO4,CSID10334090,"Ethyl 7-hydroxy-5-oxo-2,3-dihydro-1H,5H-pyrido[3,2,1-ij]quinoline-6-carboxylate",4,0.0456541398581795
"Ethyl 4,6-dihydroxy-2-methyl-5-phenylnicotinate",C15H15NO4,C15H15NO4,CSID1425307,"Ethyl 4,6-dihydroxy-2-methyl-5-phenylnicotinate",5,0.0456541398581795
"6,6′-{1,2-Cyclohexanediylbis[nitrilo(E)methylylidene]}bis(7-hydroxy-5-methoxy-2-methyl-4H-chromen-4-one)",C30H30N2O8,C30H30N2O8,CSID67167791,"6,6′-{1,2-Cyclohexanediylbis[nitrilo(E)methylylidene]}bis(7-hydroxy-5-methoxy-2-methyl-4H-chromen-4-one)",1,0.07005586661312432
"5′-O-(4,4′-Dimethoxytrityl)uridine",C30H30N2O8,C30H30N2O8,CSID9938005,"5′-O-(4,4′-Dimethoxytrityl)uridine",2,0.07005586661312432
3-(Diphenylphosphino)-2-[(diphenylphosphino)methyl]-2-methyl-N-(4-pyridinyl)propanamide,C34H32N2OP2,C34H32N2OP2,CSID67164068,3-(Diphenylphosphino)-2-[(diphenylphosphino)methyl]-2-methyl-N-(4-pyridinyl)propanamide,3,0.0680723090644938
phe-phe-cys-met,C26H34N4O5S2,C26H34N4O5S2,CSID16685043,phe-phe-cys-met,4,0.06600237401198257
phe-phe-met-cys,C26H34N4O5S2,C26H34N4O5S2,CSID16685193,phe-phe-met-cys,5,0.06600237401198257
"[(1R,2S,10R,13S)-7,18-Dimethoxy-6,17,21-trimethyl-5,8,12,16,19-pentaoxo-11,21-diazapentacyclo[11.7.1.0~2,11~.0~4,9~.0~15,20~]henicosa-4(9),6,15(20),17-tetraen-10-yl]methyl (2Z)-2-methyl-2-butenoate",C30H32N2O9,C30H32N2O9,CSID26592198,"[(1R,2S,10R,13S)-7,18-Dimethoxy-6,17,21-trimethyl-5,8,12,16,19-pentaoxo-11,21-diazapentacyclo[11.7.1.0~2,11~.0~4,9~.0~15,20~]henicosa-4(9),6,15(20),17-tetraen-10-yl]methyl (2Z)-2-methyl-2-butenoate",1,0.5
Renieramycin G,C30H32N2O9,C30H32N2O9,CSID8590913,Renieramycin G,2,0.5
N-[(1-methylbenzimidazol-5-yl)methyl]thiophene-3-carboxamide,C14H13N3OS,C14H13N3OS,1015090,N-[(1-methylbenzimidazol-5-yl)methyl]thiophene-3-carboxamide,1,0.04450556134453443
"5-methoxy-N-(pyridin-3-ylmethyl)-1,3-benzothiazol-2-amine",C14H13N3OS,C14H13N3OS,1052571,"5-methoxy-N-(pyridin-3-ylmethyl)-1,3-benzothiazol-2-amine",2,0.04450556134453443
"1-methyl-N-(thiophen-2-ylmethyl)pyrrolo[2,3-b]pyridine-3-carboxamide",C14H13N3OS,C14H13N3OS,1003455,"1-methyl-N-(thiophen-2-ylmethyl)pyrrolo[2,3-b]pyridine-3-carboxamide",3,0.04450556134400048
N-[(1-methylbenzimidazol-5-yl)methyl]thiophene-2-carboxamide,C14H13N3OS,C14H13N3OS,1005393,N-[(1-methylbenzimidazol-5-yl)methyl]thiophene-2-carboxamide,4,0.04450556134400048
N-[(1-methylindazol-3-yl)methyl]thiophene-3-carboxamide,C14H13N3OS,C14H13N3OS,1010620,N-[(1-methylindazol-3-yl)methyl]thiophene-3-carboxamide,5,0.04450556134400048
"[4-Amino-2-(4-morpholinyl)-1,3-thiazol-5-yl](phenyl)methanone",C14H15N3O2S,C14H15N3O2S,CSID21408356,"[4-Amino-2-(4-morpholinyl)-1,3-thiazol-5-yl](phenyl)methanone",1,0.07262886008609268
1-[(4-Aminophenyl)sulfonyl]-5-indolinamine,C14H15N3O2S,C14H15N3O2S,CSID67037848,1-[(4-Aminophenyl)sulfonyl]-5-indolinamine,2,0.07262886008609268
"2-methyl-1-oxo-N-(thiophen-2-ylmethyl)-3,4-dihydropyrrolo[1,2-a]pyrazine-3-carboxamide",C14H15N3O2S,C14H15N3O2S,1037139,"2-methyl-1-oxo-N-(thiophen-2-ylmethyl)-3,4-dihydropyrrolo[1,2-a]pyrazine-3-carboxamide",3,0.0726250449348209
"2-(5-phenyl-1,3,4-oxadiazol-2-yl)-1-thiomorpholin-4-ylethanone",C14H15N3O2S,C14H15N3O2S,1005725,"2-(5-phenyl-1,3,4-oxadiazol-2-yl)-1-thiomorpholin-4-ylethanone",4,0.07262504493400389
"N-(4-methylsulfanylphenyl)-6,8-dihydro-5H-imidazo[2,1-c][1,4]oxazine-2-carboxamide",C14H15N3O2S,C14H15N3O2S,1006043,"N-(4-methylsulfanylphenyl)-6,8-dihydro-5H-imidazo[2,1-c][1,4]oxazine-2-carboxamide",5,0.07262504493400389
"({5′-[(E)-2-{4-[(4-{(E)-2-[5′-(2,2-Dicyanovinyl)-3′,4-dihexyl-2,2′-bithiophen-5-yl]vinyl}phenyl)(phenyl)amino]phenyl}vinyl]-4,4′-dihexyl-2,2′-bithiophen-5-yl}methylene)malononitrile",C70H75N5S4,C70H75N5S4,CSID67169428,"({5′-[(E)-2-{4-[(4-{(E)-2-[5′-(2,2-Dicyanovinyl)-3′,4-dihexyl-2,2′-bithiophen-5-yl]vinyl}phenyl)(phenyl)amino]phenyl}vinyl]-4,4′-dihexyl-2,2′-bithiophen-5-yl}methylene)malononitrile",1,1.0
"N-(4-chloro-2-methoxy-5-methylphenyl)-1-[3-methyl-5-(morpholine-4-carbonyl)-[1,2]thiazolo[5,4-b]pyridin-4-yl]piperidine-4-carboxamide",C26H30ClN5O4S,C26H30ClN5O4S,1075299,"N-(4-chloro-2-methoxy-5-methylphenyl)-1-[3-methyl-5-(morpholine-4-carbonyl)-[1,2]thiazolo[5,4-b]pyridin-4-yl]piperidine-4-carboxamide",1,1.0
"1,5-Bis(4-methoxyphenyl)-3a-(2-phenyl-2H-1,2,3-triazol-4-yl)-4,5-dihydro-3aH-[1,2,4]oxadiazolo[5,4-d][1,5]benzothiazepine",C32H27N5O3S,C32H27N5O3S,CSID67165578,"1,5-Bis(4-methoxyphenyl)-3a-(2-phenyl-2H-1,2,3-triazol-4-yl)-4,5-dihydro-3aH-[1,2,4]oxadiazolo[5,4-d][1,5]benzothiazepine",1,1.0
3-ALPHA-BIS-(4-FLUOROPHENYL)METHOXYTROPANE HCL,C21H23F2NO,C21H23F2NO,988044,3-ALPHA-BIS-(4-FLUOROPHENYL)METHOXYTROPANE HCL,1,0.03411517474557284
asp-pro-ile,C15H25N3O6,C15H25N3O6,CSID16569848,asp-pro-ile,2,0.032758114576437035
asp-pro-leu,C15H25N3O6,C15H25N3O6,CSID16569849,asp-pro-leu,3,0.032758114576437035
asp-ile-pro,C15H25N3O6,C15H25N3O6,CSID16569754,asp-ile-pro,4,0.031194671390344507
asp-leu-pro,C15H25N3O6,C15H25N3O6,CSID16569774,asp-leu-pro,5,0.031194671390344507
Neutramycin,C34H54O14,C34H54O14,CSID34991443,Neutramycin,1,0.41476721202348493
Folicangine,C42H46N4O5,C42H46N4O5,CSID10246447,Folicangine,2,0.2926163939882575
melosuavine H,C42H46N4O5,C42H46N4O5,CSID30830015,melosuavine H,3,0.2926163939882575
"Butyl 2-O-(3-O-acetyl-2-O-butyryl-6-deoxy-4-O-isobutyryl-α-L-mannopyranosyl)-4,6-di-O-isobutyryl-β-D-glucopyranoside",C34H56O15,C34H56O15,CSID115268881,"Butyl 2-O-(3-O-acetyl-2-O-butyryl-6-deoxy-4-O-isobutyryl-α-L-mannopyranosyl)-4,6-di-O-isobutyryl-β-D-glucopyranoside",1,0.2706722901075712
Peceyline,C42H48N4O6,C42H48N4O6,CSID10202344,Peceyline,2,0.19878508385455815
Pelankine,C42H48N4O6,C42H48N4O6,CSID10202346,Pelankine,3,0.19878508385455815
"1-{[(Adamantan-1-ylmethyl)(dimethyl)silyl](trimethylsilyl)methyl}-2,3-bis[(2,4-dimethylphenyl)silyl]-1-[(trimethylsilyl)oxy]-1H-silirene",C38H60OSi6,C38H60OSi6,CSID67161666,"1-{[(Adamantan-1-ylmethyl)(dimethyl)silyl](trimethylsilyl)methyl}-2,3-bis[(2,4-dimethylphenyl)silyl]-1-[(trimethylsilyl)oxy]-1H-silirene",4,0.16588778963021725
"1-{Adamantan-1-yl[bis(trimethylsilyl)]methyl}-2,3-bis[dimethyl(phenyl)silyl]-1-[(trimethylsilyl)oxy]-1H-silirene",C38H64OSi6,C38H64OSi6,CSID67161668,"1-{Adamantan-1-yl[bis(trimethylsilyl)]methyl}-2,3-bis[dimethyl(phenyl)silyl]-1-[(trimethylsilyl)oxy]-1H-silirene",5,0.1658697525530953
"Dimethyl 3-aza-7-phosphabicyclo[3.3.1]nonane-1,5-dicarboxylate",C11H17NO4P,C11H17NO4P,CSID67490779,"Dimethyl 3-aza-7-phosphabicyclo[3.3.1]nonane-1,5-dicarboxylate",1,0.2962520328589151
6-(4-Aminophenoxy)hexanoic acid hydrochloride (1:1),C12H18ClNO3,C12H18ClNO3,CSID28605414,6-(4-Aminophenoxy)hexanoic acid hydrochloride (1:1),2,0.2401579166015961
"2-Amino-5,6-dimethoxy-1,2,3,4-tetrahydro-1-naphthalenol hydrochloride (1:1)",C12H17ClNO3,C12H17ClNO3,CSID67152826,"2-Amino-5,6-dimethoxy-1,2,3,4-tetrahydro-1-naphthalenol hydrochloride (1:1)",3,0.24015140180900663
2′-Deoxy-2′-fluoro-2′-methylcytidine,C10H14FN3O4,C10H14FN3O4,CSID4981776,2′-Deoxy-2′-fluoro-2′-methylcytidine,4,0.22343864873048225
asn-cys-pro-trp,C23H30N6O6S,C23H30N6O6S,CSID16593931,asn-cys-pro-trp,1,0.015314693192753685
asn-cys-trp-pro,C23H30N6O6S,C23H30N6O6S,CSID16593988,asn-cys-trp-pro,2,0.015314693192753685
asn-pro-cys-trp,C23H30N6O6S,C23H30N6O6S,CSID16597729,asn-pro-cys-trp,3,0.015314693192753685
asn-pro-trp-cys,C23H30N6O6S,C23H30N6O6S,CSID16597976,asn-pro-trp-cys,4,0.015314693192753685
asn-trp-cys-pro,C23H30N6O6S,C23H30N6O6S,CSID16598925,asn-trp-cys-pro,5,0.015314693192753685
asn-met-ser-trp,C23H32N6O7S,C23H32N6O7S,CSID16597149,asn-met-ser-trp,1,0.012671697867718023
asn-met-trp-ser,C23H32N6O7S,C23H32N6O7S,CSID16597187,asn-met-trp-ser,2,0.012671697867718023
asn-ser-met-trp,C23H32N6O7S,C23H32N6O7S,CSID16598289,asn-ser-met-trp,3,0.012671697867718023
asn-ser-trp-met,C23H32N6O7S,C23H32N6O7S,CSID16598383,asn-ser-trp-met,4,0.012671697867718023
asn-trp-met-ser,C23H32N6O7S,C23H32N6O7S,CSID16599086,asn-trp-met-ser,5,0.012671697867718023
"1-(4-Fluorophenyl)-4-(5-methyl-4,5-dihydro-1,3-oxazol-2-yl)-1H-pyrazol-5-amine",C13H13FN4O,C13H13FN4O,CSID67497366,"1-(4-Fluorophenyl)-4-(5-methyl-4,5-dihydro-1,3-oxazol-2-yl)-1H-pyrazol-5-amine",1,0.08240526318309085
"2,2′-[(Oxidophosphoranediyl)di-2,1-ethanediyl]dipyridine",C14H16N2OP,C14H16N2OP,CSID67173124,"2,2′-[(Oxidophosphoranediyl)di-2,1-ethanediyl]dipyridine",2,0.07501881409220247
"2-(2h-naphtho[1,2-d][1,2,3]triazol-2-yl)aniline",C16H12N4,C16H12N4,989102,"2-(2h-naphtho[1,2-d][1,2,3]triazol-2-yl)aniline",3,0.07061292581676443
"3-Phenyl-1,2-dihydropyridazino[3,4-b]quinoxaline",C16H12N4,C16H12N4,CSID10535884,"3-Phenyl-1,2-dihydropyridazino[3,4-b]quinoxaline",4,0.0706079803951175
"2-(2-AMINOPHENYL)-2H-NAPHTHO(1,2-D)TRIAZOLE",C16H12N4,C16H12N4,CSID258242,"2-(2-AMINOPHENYL)-2H-NAPHTHO(1,2-D)TRIAZOLE",5,0.0706079803951175
asn-asn-his-his,C20H28N10O7,C20H28N10O7,CSID16593002,asn-asn-his-his,1,0.05529147432703317
asn-his-asn-his,C20H28N10O7,C20H28N10O7,CSID16595281,asn-his-asn-his,2,0.05529147432703317
asn-his-his-asn,C20H28N10O7,C20H28N10O7,CSID16595395,asn-his-his-asn,3,0.05529147432703317
his-asn-asn-his,C20H28N10O7,C20H28N10O7,CSID16640732,his-asn-asn-his,4,0.05529147432703317
his-asn-his-asn,C20H28N10O7,C20H28N10O7,CSID16640846,his-asn-his-asn,5,0.05529147432703317
asp-glu-ile-tyr,C24H34N4O10,C24H34N4O10,CSID16602223,asp-glu-ile-tyr,1,0.015875206776277476
asp-glu-leu-tyr,C24H34N4O10,C24H34N4O10,CSID16602243,asp-glu-leu-tyr,2,0.015875206776277476
asp-glu-tyr-ile,C24H34N4O10,C24H34N4O10,CSID16602394,asp-glu-tyr-ile,3,0.015875206776277476
asp-glu-tyr-leu,C24H34N4O10,C24H34N4O10,CSID16602395,asp-glu-tyr-leu,4,0.015875206776277476
asp-ile-glu-tyr,C24H34N4O10,C24H34N4O10,CSID16603742,asp-ile-glu-tyr,5,0.015875206776277476
Grepafloxacin glucuronide,C25H30FN3O9,C25H30FN3O9,CSID391542,Grepafloxacin glucuronide,1,0.10293541001210751
Z-Lys(Z)-ONp,C28H29N3O8,C28H29N3O8,CSID19336182,Z-Lys(Z)-ONp,2,0.07038076849417117
glu-glu-gln-met,C20H33N5O10S,C20H33N5O10S,CSID16618121,glu-glu-gln-met,3,0.06676601095789857
glu-glu-met-gln,C20H33N5O10S,C20H33N5O10S,CSID16618234,glu-glu-met-gln,4,0.06676601095789857
glu-gln-glu-met,C20H33N5O10S,C20H33N5O10S,CSID16618497,glu-gln-glu-met,5,0.06676601095789857
"N-{[(1R,2S,10R,13R)-16,19-Dihydroxy-7,18-dimethoxy-6,17,21-trimethyl-5,8,14-trioxo-11,21-diazapentacyclo[11.7.1.0~2,11~.0~4,9~.0~15,20~]henicosa-4(9),6,15,17,19-pentaen-10-yl]methyl}-2-oxopropanamide",C28H31N3O9,C28H31N3O9,CSID10248196,"N-{[(1R,2S,10R,13R)-16,19-Dihydroxy-7,18-dimethoxy-6,17,21-trimethyl-5,8,14-trioxo-11,21-diazapentacyclo[11.7.1.0~2,11~.0~4,9~.0~15,20~]henicosa-4(9),6,15,17,19-pentaen-10-yl]methyl}-2-oxopropanamide",1,0.4044239990392074
"N-{[(1R,13S)-12-Hydroxy-7,18-dimethoxy-6,17,21-trimethyl-5,8,16,19-tetraoxo-11,21-diazapentacyclo[11.7.1.0~2,11~.0~4,9~.0~15,20~]henicosa-4(9),6,15(20),17-tetraen-10-yl]methyl}-2-oxopropanamide",C28H31N3O9,C28H31N3O9,CSID16738397,"N-{[(1R,13S)-12-Hydroxy-7,18-dimethoxy-6,17,21-trimethyl-5,8,16,19-tetraoxo-11,21-diazapentacyclo[11.7.1.0~2,11~.0~4,9~.0~15,20~]henicosa-4(9),6,15(20),17-tetraen-10-yl]methyl}-2-oxopropanamide",2,0.4044239990392074
Myxochelin F,C28H31N3O9,C28H31N3O9,CSID8849626,Myxochelin F,3,0.19115200192158527
"N-(2,4-difluorophenyl)-2-(4,5-dimethyl-6-oxopyrimidin-1-yl)acetamide",C14H13F2N3O2,C14H13F2N3O2,1005745,"N-(2,4-difluorophenyl)-2-(4,5-dimethyl-6-oxopyrimidin-1-yl)acetamide",1,0.19400215861948458
"N-(2,5-difluorophenyl)-2-(4,5-dimethyl-6-oxopyrimidin-1-yl)acetamide",C14H13F2N3O2,C14H13F2N3O2,1017668,"N-(2,5-difluorophenyl)-2-(4,5-dimethyl-6-oxopyrimidin-1-yl)acetamide",2,0.19400215861418205
"2,2-Diphenyl-2,3-dihydro-1,3,2λ~5~-benzoxazaphosphole",C18H15NOP,C18H15NOP,CSID67031443,"2,2-Diphenyl-2,3-dihydro-1,3,2λ~5~-benzoxazaphosphole",3,0.13765598203083682
"N,P,P-Triphenylphosphinic amide",C18H16NOP,C18H16NOP,CSID603389,"N,P,P-Triphenylphosphinic amide",4,0.13764632642295674
2-[Chloro(diphenyl)methyl]aniline,C19H16ClN,C19H16ClN,CSID67029733,2-[Chloro(diphenyl)methyl]aniline,5,0.12061492158764424
"3,7-Bis[(4-methylphenyl)sulfonyl]-1,5-diphenyl-3,7-diazabicyclo[3.3.1]nonane",C33H34N2O4S2,C33H34N2O4S2,CSID67496339,"3,7-Bis[(4-methylphenyl)sulfonyl]-1,5-diphenyl-3,7-diazabicyclo[3.3.1]nonane",1,0.6448796582379597
Meclinertant,C32H31ClN4O5,C32H31ClN4O5,CSID106480,Meclinertant,2,0.3551203417620403
20-Hydroxy-PGF2a,C20H34O6,C20H34O6,HMDB04049,20-Hydroxy-PGF2a,1,0.0035142588834421863
Prostaglandin G1,C20H34O6,C20H34O6,HMDB13039,Prostaglandin G1,2,0.0035142588834421863
"4-{(2S,3R,5S)-5-[(1R,2Z,4R,6Z)-1,4-Dihydroxy-2,6-dodecadien-1-yl]-3-hydroxytetrahydro-2-furanyl}butanoic acid",C20H34O6,C20H34O6,CSID113369866,"4-{(2S,3R,5S)-5-[(1R,2Z,4R,6Z)-1,4-Dihydroxy-2,6-dodecadien-1-yl]-3-hydroxytetrahydro-2-furanyl}butanoic acid",3,0.00351423717379656
"4-{(2S,3R,5R)-5-[(1R,2Z,4R,6Z)-1,4-Dihydroxy-2,6-dodecadien-1-yl]-3-hydroxytetrahydro-2-furanyl}butanoic acid",C20H34O6,C20H34O6,CSID113369867,"4-{(2S,3R,5R)-5-[(1R,2Z,4R,6Z)-1,4-Dihydroxy-2,6-dodecadien-1-yl]-3-hydroxytetrahydro-2-furanyl}butanoic acid",4,0.00351423717379656
"4-{(2R,3R,5S)-5-[(1R,2Z,4R,6Z)-1,4-Dihydroxy-2,6-dodecadien-1-yl]-3-hydroxytetrahydro-2-furanyl}butanoic acid",C20H34O6,C20H34O6,CSID113369868,"4-{(2R,3R,5S)-5-[(1R,2Z,4R,6Z)-1,4-Dihydroxy-2,6-dodecadien-1-yl]-3-hydroxytetrahydro-2-furanyl}butanoic acid",5,0.00351423717379656
"(9α,11α,13E,15S)-5,6,9,11,15-Pentahydroxyprost-13-en-1-oic acid",C20H36O7,C20H36O7,CSID4944203,"(9α,11α,13E,15S)-5,6,9,11,15-Pentahydroxyprost-13-en-1-oic acid",1,0.03266672951647159
"5,6-Dihydroxyprostaglandin F1a",C20H36O7,C20H36O7,HMDB12109,"5,6-Dihydroxyprostaglandin F1a",2,0.032664595952036406
arg-ile-thr,C16H32N6O5,C16H32N6O5,CSID16568971,arg-ile-thr,3,0.031212981889561627
arg-leu-thr,C16H32N6O5,C16H32N6O5,CSID16568990,arg-leu-thr,4,0.031212981889561627
arg-thr-ile,C16H32N6O5,C16H32N6O5,CSID16569097,arg-thr-ile,5,0.031212981889561627
(Cyano-ÎºC)diethylaluminum,C5H10AlN,C5H10AlN,CSID10491962,(Cyano-ÎºC)diethylaluminum,1,1.0
"1-(3-Hydroxypropyl)-1,2,3,4-tetrahydro-1,6-naphthalenediol",C13H18O3,C13H18O3,CSID65324153,"1-(3-Hydroxypropyl)-1,2,3,4-tetrahydro-1,6-naphthalenediol",1,0.013596299124007472
"3,3-Diethoxy-1-phenyl-1-propanone",C13H18O3,C13H18O3,CSID10412116,"3,3-Diethoxy-1-phenyl-1-propanone",2,0.013595228506456572
"1-(2,4-Dihydroxy-3,6-dimethylphenyl)-3-methyl-1-butanone",C13H18O3,C13H18O3,CSID65326154,"1-(2,4-Dihydroxy-3,6-dimethylphenyl)-3-methyl-1-butanone",3,0.013592017159601117
"1-(2,4-Dihydroxy-3,6-dimethylphenyl)-1-pentanone",C13H18O3,C13H18O3,CSID65326155,"1-(2,4-Dihydroxy-3,6-dimethylphenyl)-1-pentanone",4,0.013592017159601117
1-Hydroxy-1-(4-methoxyphenyl)-4-methyl-3-pentanone,C13H18O3,C13H18O3,CSID74853058,1-Hydroxy-1-(4-methoxyphenyl)-4-methyl-3-pentanone,5,0.013592017159601117
"Methyl {(1R,2R)-2-[(2E)-5-hydroxy-2-penten-1-yl]-3-oxocyclopentyl}acetate",C13H20O4,C13H20O4,CSID115266986,"Methyl {(1R,2R)-2-[(2E)-5-hydroxy-2-penten-1-yl]-3-oxocyclopentyl}acetate",1,0.06560433694409613
"Methyl {(1R,2R)-2-[(2Z)-5-hydroxy-2-penten-1-yl]-3-oxocyclopentyl}acetate",C13H20O4,C13H20O4,CSID115266988,"Methyl {(1R,2R)-2-[(2Z)-5-hydroxy-2-penten-1-yl]-3-oxocyclopentyl}acetate",2,0.06560433694409613
"(2S,4E,6E,8S,9R)-9-Hydroxy-2,8-dimethyl-3-oxo-4,6-undecadienoic acid",C13H20O4,C13H20O4,CSID113369099,"(2S,4E,6E,8S,9R)-9-Hydroxy-2,8-dimethyl-3-oxo-4,6-undecadienoic acid",3,0.06559400554603641
Neopentyl glycol dimethacrylate,C13H20O4,C13H20O4,CSID15319,Neopentyl glycol dimethacrylate,4,0.06499139924006905
(5S)-5-[(6R)-6-Hydroxy-6-methyl-5-oxooctyl]-2(5H)-furanone,C13H20O4,C13H20O4,CSID28289348,(5S)-5-[(6R)-6-Hydroxy-6-methyl-5-oxooctyl]-2(5H)-furanone,5,0.06499139924006905
Furaspor,C6H7NO4,C6H7NO4,CSID10985,Furaspor,1,0.14302859561553946
Succinimidyl Acetate,C6H7NO4,C6H7NO4,CSID76189,Succinimidyl Acetate,2,0.13030556186280745
Clavam-2-carboxylate,C6H7NO4,C6H7NO4,CSID24191602,Clavam-2-carboxylate,3,0.10499600382912563
7-Oxo-4-oxa-1-azabicyclo[3.2.0]heptane-3-carboxylic acid,C6H7NO4,C6H7NO4,CSID60608864,7-Oxo-4-oxa-1-azabicyclo[3.2.0]heptane-3-carboxylic acid,4,0.10499600382912563
"Dihydro-1H-[1,3]oxazolo[4,3-c][1,4]oxazine-3,6(5H)-dione",C6H7NO4,C6H7NO4,CSID67170568,"Dihydro-1H-[1,3]oxazolo[4,3-c][1,4]oxazine-3,6(5H)-dione",5,0.10499600382912563
"N-[3,5-Bis(sulfanylmethyl)benzyl]asparagine",C13H18N2O3S2,C13H18N2O3S2,CSID65326900,"N-[3,5-Bis(sulfanylmethyl)benzyl]asparagine",1,0.3334364631654925
1-(4-cyclopropylsulfonylpiperazin-1-yl)-2-thiophen-2-ylethanone,C13H18N2O3S2,C13H18N2O3S2,1051906,1-(4-cyclopropylsulfonylpiperazin-1-yl)-2-thiophen-2-ylethanone,2,0.33328176841725377
"N-[(1S,4S,5S)-2-(5-methylthiophene-2-carbonyl)-2-azabicyclo[2.2.1]heptan-5-yl]methanesulfonamide",C13H18N2O3S2,C13H18N2O3S2,1084476,"N-[(1S,4S,5S)-2-(5-methylthiophene-2-carbonyl)-2-azabicyclo[2.2.1]heptan-5-yl]methanesulfonamide",3,0.33328176841725377
Mordant Brown 4,C13H12N6O5,C13H12N6O5,CSID10709751,Mordant Brown 4,1,0.7298986236918793
"2-(2-Aminophenyl)-6-[(1H-imidazol-2-ylmethyl)sulfanyl]-3,5-pyridinedicarbonitrile",C17H12N6S,C17H12N6S,CSID67496276,"2-(2-Aminophenyl)-6-[(1H-imidazol-2-ylmethyl)sulfanyl]-3,5-pyridinedicarbonitrile",2,0.1618044969617823
"(1Z,2Z)-N,N′-Bis(2,6-dimethylphenyl)ethanebis(imidoyl) dichloride",C18H18Cl2N2,C18H18Cl2N2,CSID67154466,"(1Z,2Z)-N,N′-Bis(2,6-dimethylphenyl)ethanebis(imidoyl) dichloride",3,0.10829687934633837
Ethyl N-(bromoacetyl)-L-alaninate,C7H12BrNO3,C7H12BrNO3,CSID25945290,Ethyl N-(bromoacetyl)-L-alaninate,1,0.5
N-Bromo-N-(3-methylbutanoyl)glycine,C7H12BrNO3,C7H12BrNO3,CSID66424839,N-Bromo-N-(3-methylbutanoyl)glycine,2,0.5
"(3aR,13bS)-6-Bromo-10,12-dichloro-1-methyl-2,3,14,15-tetrahydro-1H,8H-benzo[c]indolo[3,2-j]pyrrolo[3,2-e][2,6]naphthyridine",C21H17BrCl2N4,C21H17BrCl2N4,CSID8565651,"(3aR,13bS)-6-Bromo-10,12-dichloro-1-methyl-2,3,14,15-tetrahydro-1H,8H-benzo[c]indolo[3,2-j]pyrrolo[3,2-e][2,6]naphthyridine",1,1.0
Novaluron,C17H9ClF8N2O4,C17H9ClF8N2O4,CSID84442,Novaluron,1,1.0
tropatepine,C22H23NS,C22H23NS,CSID171431,tropatepine,1,0.03475753813942261
"(1S,5S)-3-(Dibenzo[b,e]thiepin-11(6H)-ylidene)-8-methyl-8-azabicyclo[3.2.1]octane",C22H23NS,C22H23NS,CSID65121,"(1S,5S)-3-(Dibenzo[b,e]thiepin-11(6H)-ylidene)-8-methyl-8-azabicyclo[3.2.1]octane",2,0.03475753813942261
9-[6-(3-Thienyl)hexyl]-9H-carbazole,C22H23NS,C22H23NS,CSID67171597,9-[6-(3-Thienyl)hexyl]-9H-carbazole,3,0.03475753813942261
