compound_name,formula,molecular_formula,source_compound_id,description,rank,probabilidade
asp-his-trp-arg,C27H36N10O7,C27H36N10O7,CSID16603565,asp-his-trp-arg,2,
his-asp-arg-trp,C27H36N10O7,C27H36N10O7,CSID16641121,his-asp-arg-trp,3,
his-asp-trp-arg,C27H36N10O7,C27H36N10O7,CSID16641425,his-asp-trp-arg,4,
briaexcavatolide L,C30H44O13,C30H44O13,CSID10210004,briaexcavatolide L,5,
violide L,C30H44O13,C30H44O13,CSID10227695,violide L,6,
arg-asp-his-trp,C27H36N10O7,C27H36N10O7,CSID16585440,arg-asp-his-trp,7,
arg-asp-trp-his,C27H36N10O7,C27H36N10O7,CSID16585611,arg-asp-trp-his,8,
arg-his-asp-trp,C27H36N10O7,C27H36N10O7,CSID16587328,arg-his-asp-trp,9,
arg-his-trp-asp,C27H36N10O7,C27H36N10O7,CSID16587594,arg-his-trp-asp,10,
4-(Diphenylphosphoryl)phenyl acrylate,C21H17O3P,C21H17O3P,CSID67034149,4-(Diphenylphosphoryl)phenyl acrylate,1,
,C18H14N5OS,C18H14N5OS,1018598,,2,
,C18H14N5OS,C18H14N5OS,1019081,,3,
"1-(1,3-benzothiazol-2-yl)-N-(1H-indazol-6-yl)azetidine-3-carboxamide",C18H14N5OS,C18H14N5OS,1046197,"1-(1,3-benzothiazol-2-yl)-N-(1H-indazol-6-yl)azetidine-3-carboxamide",4,
"N-[5-methyl-4-(4-methylphenyl)-1,3-thiazol-2-yl]-1-benzofuran-2-carboxamide",C20H16N2O2S,C20H16N2O2S,1020711,"N-[5-methyl-4-(4-methylphenyl)-1,3-thiazol-2-yl]-1-benzofuran-2-carboxamide",5,
1-(1-Acridinyl)-N-phenylmethanesulfonamide,C20H16N2O2S,C20H16N2O2S,CSID13607649,1-(1-Acridinyl)-N-phenylmethanesulfonamide,6,
Verinurad,C20H16N2O2S,C20H16N2O2S,CSID34501057,Verinurad,7,
"1-(3-Hydroxy-4,5-diphenylthieno[2,3-c]pyridazin-2(1H)-yl)ethanone",C20H16N2O2S,C20H16N2O2S,CSID67154319,"1-(3-Hydroxy-4,5-diphenylthieno[2,3-c]pyridazin-2(1H)-yl)ethanone",8,
3-[4-(Benzyloxy)phenyl]-1-(4-chlorophenyl)-2-propen-1-one,C22H17ClO2,C22H17ClO2,CSID2155380,3-[4-(Benzyloxy)phenyl]-1-(4-chlorophenyl)-2-propen-1-one,9,
"Methyl (5R,5′R)-5′-(benzoyloxy)-1,1′,5,8,8′-pentahydroxy-10a-(hydroxymethyl)-3,3′-dimethyl-9,9′-dioxo-5,5′,6′,7,7′,9,9′,10a-octahydro-6H,10a′H-2,2′-bixanthene-10a′-carboxylate",C38H34O14,C38H34O14,CSID28283482,"Methyl (5R,5′R)-5′-(benzoyloxy)-1,1′,5,8,8′-pentahydroxy-10a-(hydroxymethyl)-3,3′-dimethyl-9,9′-dioxo-5,5′,6′,7,7′,9,9′,10a-octahydro-6H,10a′H-2,2′-bixanthene-10a′-carboxylate",1,
"3,7-Di(1-pyrenyl)-10,11,12,13-tetrahydrodiindeno[7,1-de:1′,7′-fg][1,3,2]dioxaphosphocin-5-ol 5-oxide",C49H31O4P,C49H31O4P,CSID65326176,"3,7-Di(1-pyrenyl)-10,11,12,13-tetrahydrodiindeno[7,1-de:1′,7′-fg][1,3,2]dioxaphosphocin-5-ol 5-oxide",2,
"N-(2,6-Dimethoxy-3-pyridinyl)-9-methyl-9H-carbazole-3-sulfonamide",C20H19N3O4S,C20H19N3O4S,CSID23285441,"N-(2,6-Dimethoxy-3-pyridinyl)-9-methyl-9H-carbazole-3-sulfonamide",1,
,C20H15F2N4O3,C20H15F2N4O3,997120,,2,
"4,5,6-Triethyl-2-(pentafluorophenyl)-1H-isoindole-1,3(2H)-dione",C20H16F5NO2,C20H16F5NO2,CSID67168599,"4,5,6-Triethyl-2-(pentafluorophenyl)-1H-isoindole-1,3(2H)-dione",3,
"1-(5-fluoro-2-methoxyphenyl)sulfonyl-N-(5-methyl-1,2-oxazol-3-yl)piperidine-4-carboxamide",C17H20FN3O5S,C17H20FN3O5S,1046066,"1-(5-fluoro-2-methoxyphenyl)sulfonyl-N-(5-methyl-1,2-oxazol-3-yl)piperidine-4-carboxamide",4,
"methyl 3-(3-methoxyphenyl)-4-oxo-2-(1,3-thiazolidin-3-yl)quinazoline-7-carboxylate",C20H19N3O4S,C20H19N3O4S,1002981,"methyl 3-(3-methoxyphenyl)-4-oxo-2-(1,3-thiazolidin-3-yl)quinazoline-7-carboxylate",5,
"methyl 3-(4-methoxyphenyl)-4-oxo-2-(1,3-thiazolidin-3-yl)quinazoline-7-carboxylate",C20H19N3O4S,C20H19N3O4S,1026629,"methyl 3-(4-methoxyphenyl)-4-oxo-2-(1,3-thiazolidin-3-yl)quinazoline-7-carboxylate",6,
"2-(2,5-dioxopyrrolidin-1-yl)-N-[2-(thiophene-2-carbonyl)-3,4-dihydro-1H-isoquinolin-7-yl]acetamide",C20H19N3O4S,C20H19N3O4S,1051786,"2-(2,5-dioxopyrrolidin-1-yl)-N-[2-(thiophene-2-carbonyl)-3,4-dihydro-1H-isoquinolin-7-yl]acetamide",7,
"3-(5-methoxy-1-methyl-2-oxospiro[indole-3,3'-pyrrolidine]-1'-yl)sulfonylbenzonitrile",C20H19N3O4S,C20H19N3O4S,1008685,"3-(5-methoxy-1-methyl-2-oxospiro[indole-3,3'-pyrrolidine]-1'-yl)sulfonylbenzonitrile",8,
"ethyl 2-[4-[[5-(2-methylphenyl)-1,3,4-oxadiazol-2-yl]methylsulfanyl]anilino]-2-oxoacetate",C20H19N3O4S,C20H19N3O4S,1014417,"ethyl 2-[4-[[5-(2-methylphenyl)-1,3,4-oxadiazol-2-yl]methylsulfanyl]anilino]-2-oxoacetate",9,
"4-(5-methoxy-1-methyl-2-oxospiro[indole-3,3'-pyrrolidine]-1'-yl)sulfonylbenzonitrile",C20H19N3O4S,C20H19N3O4S,1015882,"4-(5-methoxy-1-methyl-2-oxospiro[indole-3,3'-pyrrolidine]-1'-yl)sulfonylbenzonitrile",10,
"Phenyl 2,3,6-tri-O-acetyl-1-thio-4-O-{2,3,4-tri-O-acetyl-6-O-[(~18~O)oxo(phenyl)methyl]-β-D-(6-~18~O)galactopyranosyl}-β-D-glucopyranoside",C37H42O[18]2O[16]15S,C37H42O[18]2O[16]15S,CSID24603920,"Phenyl 2,3,6-tri-O-acetyl-1-thio-4-O-{2,3,4-tri-O-acetyl-6-O-[(~18~O)oxo(phenyl)methyl]-β-D-(6-~18~O)galactopyranosyl}-β-D-glucopyranoside",1,
"N-cyclopentyl-2-(1H-imidazo[4,5-b]pyridin-2-ylsulfanyl)acetamide",C13H15N4OS,C13H15N4OS,1038127,"N-cyclopentyl-2-(1H-imidazo[4,5-b]pyridin-2-ylsulfanyl)acetamide",3,
L-Aspartic acid - L-phenylalaninamide (1:1),C13H19N3O5,C13H19N3O5,CSID27473604,L-Aspartic acid - L-phenylalaninamide (1:1),1,
"[2-Methyl-3,5-dinitro-4-(3-pentanylamino)phenyl]methanol",C13H19N3O5,C13H19N3O5,CSID464970,"[2-Methyl-3,5-dinitro-4-(3-pentanylamino)phenyl]methanol",2,
Tazomeline,C14H23N3S2,C14H23N3S2,CSID116193,Tazomeline,3,
lys-met-met-trp,C27H42N6O5S2,C27H42N6O5S2,CSID16668841,lys-met-met-trp,1,
lys-met-trp-met,C27H42N6O5S2,C27H42N6O5S2,CSID16668936,lys-met-trp-met,2,
lys-trp-met-met,C27H42N6O5S2,C27H42N6O5S2,CSID16670831,lys-trp-met-met,3,
met-lys-met-trp,C27H42N6O5S2,C27H42N6O5S2,CSID16676431,met-lys-met-trp,4,
met-lys-trp-met,C27H42N6O5S2,C27H42N6O5S2,CSID16676526,met-lys-trp-met,5,
met-met-lys-trp,C27H42N6O5S2,C27H42N6O5S2,CSID16676811,met-met-lys-trp,6,
met-met-trp-lys,C27H42N6O5S2,C27H42N6O5S2,CSID16676925,met-met-trp-lys,7,
met-trp-lys-met,C27H42N6O5S2,C27H42N6O5S2,CSID16678805,met-trp-lys-met,8,
met-trp-met-lys,C27H42N6O5S2,C27H42N6O5S2,CSID16678824,met-trp-met-lys,9,
trp-lys-met-met,C27H42N6O5S2,C27H42N6O5S2,CSID16716345,trp-lys-met-met,10,
arg-trp-asp-his,C27H36N10O7,C27H36N10O7,CSID16590909,arg-trp-asp-his,5,
arg-trp-his-asp,C27H36N10O7,C27H36N10O7,CSID16591004,arg-trp-his-asp,6,
asp-arg-his-trp,C27H36N10O7,C27H36N10O7,CSID16600605,asp-arg-his-trp,7,
asp-arg-trp-his,C27H36N10O7,C27H36N10O7,CSID16600774,asp-arg-trp-his,8,
N-[(7H-Purin-6-ylsulfanyl)acetyl]-L-valine,C12H15N5O3S,C12H15N5O3S,CSID67037790,N-[(7H-Purin-6-ylsulfanyl)acetyl]-L-valine,1,
"7-Acetamido-3-(2-methyl-2-propanyl)-4-thioxo-4,6-dihydropyrazolo[5,1-c][1,2,4]triazine-8-carboxylic acid",C12H15N5O3S,C12H15N5O3S,CSID67497806,"7-Acetamido-3-(2-methyl-2-propanyl)-4-thioxo-4,6-dihydropyrazolo[5,1-c][1,2,4]triazine-8-carboxylic acid",2,
sulfaguanole,C12H15N5O3S,C12H15N5O3S,CSID7845507,sulfaguanole,3,
,C15H10FN6O,C15H10FN6O,1036950,,4,
,C15H10FN6O,C15H10FN6O,1093374,,5,
Isoproterenol sulfate anhydrous,C11H19NO7S,C11H19NO7S,CSID7972429,Isoproterenol sulfate anhydrous,6,
4-Chloro-5-[(3-ethoxy-4-methoxybenzyl)amino]-3(2H)-pyridazinone,C14H16ClN3O3,C14H16ClN3O3,CSID115804,4-Chloro-5-[(3-ethoxy-4-methoxybenzyl)amino]-3(2H)-pyridazinone,7,
"1-(4-Chlorophenoxy)-4-hydroxy-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanone",C14H16ClN3O3,C14H16ClN3O3,CSID15229380,"1-(4-Chlorophenoxy)-4-hydroxy-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanone",8,
"2,3,6-Tri-O-acetyl-α-D-glucopyranosyl 2,3,4,6-tetra-O-acetyl-α-D-glucopyranoside",C26H36O18,C26H36O18,CSID25084968,"2,3,6-Tri-O-acetyl-α-D-glucopyranosyl 2,3,4,6-tetra-O-acetyl-α-D-glucopyranoside",1,
"2,3,4-Tri-O-acetyl-α-D-glucopyranosyl 2,3,4,6-tetra-O-acetyl-α-D-glucopyranoside",C26H36O18,C26H36O18,CSID25084970,"2,3,4-Tri-O-acetyl-α-D-glucopyranosyl 2,3,4,6-tetra-O-acetyl-α-D-glucopyranoside",2,
"2,3,6-Tri-O-acetyl-4-O-(2,3,4,6-tetra-O-acetyl-β-D-galactopyranosyl)-D-glucopyranose",C26H36O18,C26H36O18,CSID9290016,"2,3,6-Tri-O-acetyl-4-O-(2,3,4,6-tetra-O-acetyl-β-D-galactopyranosyl)-D-glucopyranose",3,
"Methyl (1S,3R)-3-(3,3-dimethoxy-1-oxo-1-propen-2-yl)-2,2-dimethylcyclopropanecarboxylate",C12H18O5,C12H18O5,CSID67161284,"Methyl (1S,3R)-3-(3,3-dimethoxy-1-oxo-1-propen-2-yl)-2,2-dimethylcyclopropanecarboxylate",1,
Saturejyl acatate,C12H18O5,C12H18O5,CSID10260835,Saturejyl acatate,2,
"5,8,11-Trioxododecanoic acid",C12H18O5,C12H18O5,CSID28542216,"5,8,11-Trioxododecanoic acid",3,
4-(2-{[(2-Methyl-2-propanyl)oxy]carbonyl}cyclopropyl)-4-oxobutanoic acid,C12H18O5,C12H18O5,CSID65328790,4-(2-{[(2-Methyl-2-propanyl)oxy]carbonyl}cyclopropyl)-4-oxobutanoic acid,4,
Diethyleneglycol dimethacrylate,C12H18O5,C12H18O5,CSID16006,Diethyleneglycol dimethacrylate,5,
"(1R,3S,8R,10S)-2,9,15-Trioxatetracyclo[6.6.1.0~1,10~.0~3,8~]pentadecane-3,10-diol",C12H18O5,C12H18O5,CSID20044585,"(1R,3S,8R,10S)-2,9,15-Trioxatetracyclo[6.6.1.0~1,10~.0~3,8~]pentadecane-3,10-diol",6,
3-O-Benzyl-D-xylitol,C12H18O5,C12H18O5,CSID24604494,3-O-Benzyl-D-xylitol,7,
3-O-Benzyl-D-ribitol,C12H18O5,C12H18O5,CSID24604495,3-O-Benzyl-D-ribitol,8,
"4-[(1S,2S)-2-{[(2-Methyl-2-propanyl)oxy]carbonyl}cyclopropyl]-4-oxobutanoic acid",C12H18O5,C12H18O5,CSID24771774,"4-[(1S,2S)-2-{[(2-Methyl-2-propanyl)oxy]carbonyl}cyclopropyl]-4-oxobutanoic acid",9,
"1-(4-Ethoxy-3-methoxyphenyl)-1,2,3-propanetriol",C12H18O5,C12H18O5,CSID26994442,"1-(4-Ethoxy-3-methoxyphenyl)-1,2,3-propanetriol",10,
asp-his-ile-thr,C20H32N6O8,C20H32N6O8,CSID16603420,asp-his-ile-thr,1,
asp-his-leu-thr,C20H32N6O8,C20H32N6O8,CSID16603440,asp-his-leu-thr,2,
asp-his-thr-ile,C20H32N6O8,C20H32N6O8,CSID16603553,asp-his-thr-ile,3,
asp-his-thr-leu,C20H32N6O8,C20H32N6O8,CSID16603554,asp-his-thr-leu,4,
asp-ile-his-thr,C20H32N6O8,C20H32N6O8,CSID16603800,asp-ile-his-thr,5,
asp-ile-thr-his,C20H32N6O8,C20H32N6O8,CSID16603952,asp-ile-thr-his,6,
asp-leu-his-thr,C20H32N6O8,C20H32N6O8,CSID16604200,asp-leu-his-thr,7,
asp-leu-thr-his,C20H32N6O8,C20H32N6O8,CSID16604352,asp-leu-thr-his,8,
asp-thr-his-ile,C20H32N6O8,C20H32N6O8,CSID16606589,asp-thr-his-ile,9,
asp-thr-his-leu,C20H32N6O8,C20H32N6O8,CSID16606590,asp-thr-his-leu,10,
asn-glu-gln-ile,C20H34N6O9,C20H34N6O9,CSID16594163,asn-glu-gln-ile,1,
asn-glu-gln-leu,C20H34N6O9,C20H34N6O9,CSID16594164,asn-glu-gln-leu,2,
asn-glu-ile-gln,C20H34N6O9,C20H34N6O9,CSID16594219,asn-glu-ile-gln,3,
asn-glu-leu-gln,C20H34N6O9,C20H34N6O9,CSID16594239,asn-glu-leu-gln,4,
asn-gln-glu-ile,C20H34N6O9,C20H34N6O9,CSID16594542,asn-gln-glu-ile,5,
asn-gln-glu-leu,C20H34N6O9,C20H34N6O9,CSID16594543,asn-gln-glu-leu,6,
asn-gln-ile-glu,C20H34N6O9,C20H34N6O9,CSID16594618,asn-gln-ile-glu,7,
asn-gln-leu-glu,C20H34N6O9,C20H34N6O9,CSID16594638,asn-gln-leu-glu,8,
asn-ile-glu-gln,C20H34N6O9,C20H34N6O9,CSID16595739,asn-ile-glu-gln,9,
asn-ile-gln-glu,C20H34N6O9,C20H34N6O9,CSID16595758,asn-ile-gln-glu,10,
Isorhamnetin 7-alpha-D-Glucosamine,C22H23NO11,C22H23NO11,LMPK12112391,Isorhamnetin 7-alpha-D-Glucosamine,1,
"3,5-Dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-4H-chromen-7-yl 2-amino-2-deoxy-α-D-glucopyranoside",C22H23NO11,C22H23NO11,CSID115270168,"3,5-Dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-4H-chromen-7-yl 2-amino-2-deoxy-α-D-glucopyranoside",2,
"3,5-Dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-4H-chromen-7-yl 2-amino-2-deoxy-α-D-threo-hexopyranoside",C22H23NO11,C22H23NO11,CSID24845086,"3,5-Dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-4H-chromen-7-yl 2-amino-2-deoxy-α-D-threo-hexopyranoside",3,
"(S)-3-(2-Nitro-1-(3-(trifluoromethyl)phenyl)ethyl)pentane-2,4-dione",C14H14F3NO4,C14H14F3NO4,CSID30774033,"(S)-3-(2-Nitro-1-(3-(trifluoromethyl)phenyl)ethyl)pentane-2,4-dione",1,
"3-{2-Nitro-1-[3-(trifluoromethyl)phenyl]ethyl}-2,4-pentanedione",C14H14F3NO4,C14H14F3NO4,CSID65325082,"3-{2-Nitro-1-[3-(trifluoromethyl)phenyl]ethyl}-2,4-pentanedione",2,
N-[(Benzyloxy)carbonyl]-N-methyl-O-[2-{[(4-methylphenyl)sulfonyl]oxy}-3-(2-nitro-1H-imidazol-1-yl)propyl]-L-tyrosine,C31H32N4O10S,C31H32N4O10S,CSID67164341,N-[(Benzyloxy)carbonyl]-N-methyl-O-[2-{[(4-methylphenyl)sulfonyl]oxy}-3-(2-nitro-1H-imidazol-1-yl)propyl]-L-tyrosine,1,
"({[(2S)-1-(5,7-diamino-3H-[1,2,3]triazolo[4,5-d]pyrimidin-3-yl)-3-hydroxypropan-2-yl]oxy}methyl)phosphonic acid",C8H14N7O5P,C8H14N7O5P,CSID447788,"({[(2S)-1-(5,7-diamino-3H-[1,2,3]triazolo[4,5-d]pyrimidin-3-yl)-3-hydroxypropan-2-yl]oxy}methyl)phosphonic acid",1,
"1,3-Dibutylpyridinium iodide",C13H22IN,C13H22IN,CSID67176295,"1,3-Dibutylpyridinium iodide",2,
2-(2-Fluorobenzoyl)-N-(2-methoxyphenyl)hydrazinecarbothioamide,C15H14FN3O2S,C15H14FN3O2S,CSID3477179,2-(2-Fluorobenzoyl)-N-(2-methoxyphenyl)hydrazinecarbothioamide,3,
"1-ethyl-N-(3-fluorophenyl)pyrrolo[2,3-b]pyridine-3-sulfonamide",C15H14FN3O2S,C15H14FN3O2S,1013296,"1-ethyl-N-(3-fluorophenyl)pyrrolo[2,3-b]pyridine-3-sulfonamide",4,
"3-ethyl-4-(4-fluoro-3-methylphenyl)pyrido[2,3-e][1,2,4]thiadiazine 1,1-dioxide",C15H14FN3O2S,C15H14FN3O2S,1034958,"3-ethyl-4-(4-fluoro-3-methylphenyl)pyrido[2,3-e][1,2,4]thiadiazine 1,1-dioxide",5,
,C15H14FN3O2S,C15H14FN3O2S,1081779,,6,
"1-ethyl-N-(2-fluorophenyl)pyrrolo[2,3-b]pyridine-3-sulfonamide",C15H14FN3O2S,C15H14FN3O2S,996669,"1-ethyl-N-(2-fluorophenyl)pyrrolo[2,3-b]pyridine-3-sulfonamide",7,
thioproperazine mesylate,C24H38N4O8S4,C24H38N4O8S4,CSID83221,thioproperazine mesylate,1,
"2-{5-Allyl-2,7-dichloro-6-hydroxy-4-[(4-{[(2-methyl-2-propanyl)oxy]carbonyl}-1-piperazinyl)methyl]-3-oxo-3H-xanthen-9-yl}benzoic acid",C33H32Cl2N2O7,C33H32Cl2N2O7,CSID65326393,"2-{5-Allyl-2,7-dichloro-6-hydroxy-4-[(4-{[(2-methyl-2-propanyl)oxy]carbonyl}-1-piperazinyl)methyl]-3-oxo-3H-xanthen-9-yl}benzoic acid",2,
"(2Z,2′Z)-2,2′-[(3,3′-Dichloro-4,4′-biphenyldiyl)di(E)-2,1-diazenediyl]bis[3-hydroxy-N-(2-methylphenyl)-2-butenamide]",C34H30Cl2N6O4,C34H30Cl2N6O4,CSID66738742,"(2Z,2′Z)-2,2′-[(3,3′-Dichloro-4,4′-biphenyldiyl)di(E)-2,1-diazenediyl]bis[3-hydroxy-N-(2-methylphenyl)-2-butenamide]",1,
"[(3S)-3-Amino-3-carboxypropyl]{[(2S,3R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxytetrahydro-2-furanyl]methyl}ethylsulfonium",C16H25N6O5S+,C16H25N6O5S+,CSID4447417,"[(3S)-3-Amino-3-carboxypropyl]{[(2S,3R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxytetrahydro-2-furanyl]methyl}ethylsulfonium",1,
"5-[5-methyl-1-[[5-methyl-2-(3-methylphenyl)-1,3-oxazol-4-yl]methyl]triazol-4-yl]-3-pyridin-4-yl-1,2,4-oxadiazole",C22H19N7O2,C22H19N7O2,1028927,"5-[5-methyl-1-[[5-methyl-2-(3-methylphenyl)-1,3-oxazol-4-yl]methyl]triazol-4-yl]-3-pyridin-4-yl-1,2,4-oxadiazole",2,
"5-[5-methyl-1-[[5-methyl-2-(3-methylphenyl)-1,3-oxazol-4-yl]methyl]triazol-4-yl]-3-pyridin-3-yl-1,2,4-oxadiazole",C22H19N7O2,C22H19N7O2,1024227,"5-[5-methyl-1-[[5-methyl-2-(3-methylphenyl)-1,3-oxazol-4-yl]methyl]triazol-4-yl]-3-pyridin-3-yl-1,2,4-oxadiazole",3,
3-(Benzylamino)-1-(4-methoxyphenyl)-3-[4-(trifluoromethyl)phenyl]-1-propanone,C24H22F3NO2,C24H22F3NO2,CSID67167130,3-(Benzylamino)-1-(4-methoxyphenyl)-3-[4-(trifluoromethyl)phenyl]-1-propanone,4,
"morpholin-4-yl-[4-(3,4,5-trimethoxyanilino)furo[3,2-c]pyridin-6-yl]methanone",C21H23N3O6,C21H23N3O6,1038555,"morpholin-4-yl-[4-(3,4,5-trimethoxyanilino)furo[3,2-c]pyridin-6-yl]methanone",5,
"4-[2-(3,5-dimethoxyanilino)-2-oxoethyl]-N,N-dimethyl-3-oxo-1,4-benzoxazine-6-carboxamide",C21H23N3O6,C21H23N3O6,1085515,"4-[2-(3,5-dimethoxyanilino)-2-oxoethyl]-N,N-dimethyl-3-oxo-1,4-benzoxazine-6-carboxamide",6,
,C24H21N4O3,C24H21N4O3,1082233,,7,
,C24H21N4O3,C24H21N4O3,1093872,,8,
,C24H21N4O3,C24H21N4O3,1098722,,9,
"1-(cyclopropylmethyl)-3-[4-(3,5-difluorophenyl)sulfonyl-1,4-diazepan-1-yl]pyrrolidin-2-one",C19H25F2N3O3S,C19H25F2N3O3S,1086986,"1-(cyclopropylmethyl)-3-[4-(3,5-difluorophenyl)sulfonyl-1,4-diazepan-1-yl]pyrrolidin-2-one",10,
3-Amino-N-[2-(diethylamino)ethyl]-5-fluoro-2-methoxybenzamide,C14H22FN3O2,C14H22FN3O2,CSID111881,3-Amino-N-[2-(diethylamino)ethyl]-5-fluoro-2-methoxybenzamide,1,
PICENADOL HYDROCHLORIDE,C16H25ClNO,C16H25ClNO,CSID47942,PICENADOL HYDROCHLORIDE,2,
"7-(Dipropylamino)-5,6,7,8-tetrahydro-1-naphthalenol hydrochloride (1:1)",C16H25ClNO,C16H25ClNO,CSID67154865,"7-(Dipropylamino)-5,6,7,8-tetrahydro-1-naphthalenol hydrochloride (1:1)",3,
Butidrine hydrochloride,C16H26ClNO,C16H26ClNO,CSID14444,Butidrine hydrochloride,4,
PICENADOL HYDROCHLORIDE,C16H26ClNO,C16H26ClNO,CSID8644489,PICENADOL HYDROCHLORIDE,5,
Val Arg His Arg,C23H42N12O5,C23H42N12O5,245213,Val Arg His Arg,1,
arg-arg-his-val,C23H42N12O5,C23H42N12O5,CSID16584646,arg-arg-his-val,2,
arg-arg-val-his,C23H42N12O5,C23H42N12O5,CSID16584851,arg-arg-val-his,3,
arg-his-arg-val,C23H42N12O5,C23H42N12O5,CSID16587291,arg-his-arg-val,4,
arg-his-val-arg,C23H42N12O5,C23H42N12O5,CSID16587632,arg-his-val-arg,5,
arg-val-arg-his,C23H42N12O5,C23H42N12O5,CSID16591664,arg-val-arg-his,6,
arg-val-his-arg,C23H42N12O5,C23H42N12O5,CSID16591797,arg-val-his-arg,7,
his-arg-arg-val,C23H42N12O5,C23H42N12O5,CSID16640323,his-arg-arg-val,8,
his-arg-val-arg,C23H42N12O5,C23H42N12O5,CSID16640665,his-arg-val-arg,9,
his-val-arg-arg,C23H42N12O5,C23H42N12O5,CSID16647489,his-val-arg-arg,10,
"(8R)-5-Benzoyl-8-(3,3-dimethyl-2-oxiranyl)-3-(2-isopropenyl-5-methyl-4-hexen-1-yl)-6,6-dimethyl-1-(3-methyl-2-buten-1-yl)-2,4,9-adamantanetrione",C38H48O5,C38H48O5,CSID28289422,"(8R)-5-Benzoyl-8-(3,3-dimethyl-2-oxiranyl)-3-(2-isopropenyl-5-methyl-4-hexen-1-yl)-6,6-dimethyl-1-(3-methyl-2-buten-1-yl)-2,4,9-adamantanetrione",1,
"3′,6′-Dihydroxy-1′-octadecyl-3H-spiro[2-benzofuran-1,9′-xanthen]-3-one",C38H48O5,C38H48O5,CSID67155053,"3′,6′-Dihydroxy-1′-octadecyl-3H-spiro[2-benzofuran-1,9′-xanthen]-3-one",2,
"2,2′-[Oxybis(2-benzyl-3,1-phenylene)]bis(N,N-diethylethanamine) hydrochloride (1:1)",C38H48ClN2O,C38H48ClN2O,CSID67030584,"2,2′-[Oxybis(2-benzyl-3,1-phenylene)]bis(N,N-diethylethanamine) hydrochloride (1:1)",3,
"Bis(2,4,4-trimethyl-1,5-cyclohexadien-1-yl)phosphinic acid",C18H27O2P,C18H27O2P,CSID66738346,"Bis(2,4,4-trimethyl-1,5-cyclohexadien-1-yl)phosphinic acid",1,
Fenazaquin,C20H22N2O,C20H22N2O,72502,Fenazaquin,2,
"3,9,9,9a-Tetramethyl-1-phenyl-9,9a-dihydro-1H-imidazo[1,2-a]indol-2(3H)-one",C20H22N2O,C20H22N2O,CSID10192324,"3,9,9,9a-Tetramethyl-1-phenyl-9,9a-dihydro-1H-imidazo[1,2-a]indol-2(3H)-one",3,
"(4aR,6R,11cS)-11c-ethenyl-2-methyl-1,2,3,4,4a,5,6,11c-octahydro-6,4-(epoxymethano)-3,11b-methanopyrido[4,3-c]carbazole",C20H22N2O,C20H22N2O,CSID16738050,"(4aR,6R,11cS)-11c-ethenyl-2-methyl-1,2,3,4,4a,5,6,11c-octahydro-6,4-(epoxymethano)-3,11b-methanopyrido[4,3-c]carbazole",4,
Allyl[(S)-[(1R)-1-methyl-2-oxocyclohexyl](phenyl)methyl]malononitrile,C20H22N2O,C20H22N2O,CSID24604172,Allyl[(S)-[(1R)-1-methyl-2-oxocyclohexyl](phenyl)methyl]malononitrile,5,
Allyl[(R)-[(1R)-1-methyl-2-oxocyclohexyl](phenyl)methyl]malononitrile,C20H22N2O,C20H22N2O,CSID24604190,Allyl[(R)-[(1R)-1-methyl-2-oxocyclohexyl](phenyl)methyl]malononitrile,6,
"2-[(3-endo)-8-Methyl-8-azabicyclo[3.2.1]oct-3-yl]-2,3-dihydro-1H-benzo[e]isoindol-1-one",C20H22N2O,C20H22N2O,CSID52085325,"2-[(3-endo)-8-Methyl-8-azabicyclo[3.2.1]oct-3-yl]-2,3-dihydro-1H-benzo[e]isoindol-1-one",7,
Allyl[(1-methyl-2-oxocyclohexyl)(phenyl)methyl]malononitrile,C20H22N2O,C20H22N2O,CSID65328263,Allyl[(1-methyl-2-oxocyclohexyl)(phenyl)methyl]malononitrile,8,
N-Benzyl-2-(cyclohexylideneamino)benzamide,C20H22N2O,C20H22N2O,CSID67026931,N-Benzyl-2-(cyclohexylideneamino)benzamide,9,
"10,11-Dihydro-5H-spiro[benzo[h]pyrrolo[2,1-b]quinazoline-6,1′-cyclohexan]-7(9H)-one",C20H22N2O,C20H22N2O,CSID67166782,"10,11-Dihydro-5H-spiro[benzo[h]pyrrolo[2,1-b]quinazoline-6,1′-cyclohexan]-7(9H)-one",10,
"(3β,8ξ,9ξ,14ξ,17ξ,20R)-20-Hydroxypregn-5-en-3-yl 2-O-β-D-threo-hexopyranosyl-β-L-arabinopyranoside",C32H52O11,C32H52O11,CSID28288423,"(3β,8ξ,9ξ,14ξ,17ξ,20R)-20-Hydroxypregn-5-en-3-yl 2-O-β-D-threo-hexopyranosyl-β-L-arabinopyranoside",1,
